@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R2,165-166,274'

@attribute time numeric
@attribute orgdon-wateraccratio numeric
@attribute inorg-org-moleratio numeric
@attribute outcome {1,2,3,4}

@data
18,-0.0236,10.3767,2
18,-0.0327,6.2475,3
18,-0.0187,13.0134,2
18,-0.0256,9.2939,2
18,-0.0132,9.7051,3
18,-0.0128,9.9362,3
18,-0.014,8.6927,3
18,-0.013,9.3677,3
18,-0.0109,10.9353,3
18,-0.0127,9.6286,3
18,-0.0118,10.3707,3
18,-0.012,9.3081,3
18,-0.0151,8.5622,3
18,-0.0155,8.4645,3
18,-0.0153,8.5032,3
18,-0.0157,8.1993,3
16,-0.0215,6.2569,1
16,-0.0216,5.9526,1
16,-0.0219,7.1231,1
16,-0.0222,4.8791,1
16,-0.0264,5.0228,1
16,-0.0172,7.8581,1
16,-0.0215,6.1575,1
16,-0.0217,6.1127,1
17,-0.0148,0.1955,2
17,-0.0048,2.6654,2
17,-0.0049,2.634,3
17,-0.0455,0.1948,2
17,-0.0354,0.5342,2
17,-0.0445,0.1978,2
17,-0.0365,0.5197,2
17,-0.0479,0.184,2
17,-0.0355,0.5381,2
17,-0.0469,0.184,3
17,-0.0354,0.5372,1
17,-0.0525,0.2005,2
17,-0.0412,0.5339,2
17,-0.0543,0.1942,2
17,-0.0444,0.5031,2
17,-0.0457,0.2,4
17,-0.0363,0.5171,4
17,-0.0047,10.5522,4
17,-0.0553,0.3451,2
17,-0.015,2.6519,2
17,-0.0159,2.487,4
17,-0.0157,2.5319,2
17,-0.0176,2.2617,4
17,-0.0146,2.7105,2
17,-0.0177,2.2409,2
17,0,0.1715,2
17,0,1.1079,2
17,0,0.1859,2
17,0,0.4821,2
17,-0.0018,0.1767,2
17,-0.0002,6.9623,2
17,-0.001,1.4921,2
17,-0.0009,7.0511,2
48,-0.0118,11.0515,3
48,-0.0116,10.7813,3
48,-0.0109,11.732,3
48,-0.0117,10.7935,3
48,-0.012,10.9722,3
48,-0.0117,10.673,3
48,-0.0143,8.7667,3
48,-0.0122,10.7959,3
48,-0.0174,7.4207,3
48,-0.0161,8.1493,3
48,-0.0166,8.116,3
48,-0.0137,8.6904,3
4,-0.0323,7.1936,2
4,-0.029,8.3139,2
19,-0.0289,8.3468,2
19,-0.0302,8.1105,2
6,-0.0295,8.3718,3
6,-0.0301,7.4206,3
15,-0.0315,8.3163,2
15,-0.0302,8.1723,4
17,-0.0288,8.1204,1
17,-0.0294,7.9892,4
24,-0.0026,41.7763,3
24,-0.0228,20.717,4
24,-0.0107,21.6294,4
24,-0.0125,20.9893,3
24,-0.0096,26.7379,3
24,-0.01,18.9442,3
24,-0.0022,8.8324,3
24,-0.0026,12.1713,1
24,-0.0076,2.3257,4
24,-0.0095,1.9977,4
24,-0.0097,2.8411,4
24,-0.0076,2.4532,4
19,-0.0278,1.1775,1
19,-0.0518,0.2739,1
19,-0.0048,10.7557,4
19,-0.0176,3.3978,4
19,-0.0133,2.8758,1
19,-0.0248,1.4579,1
19,-0.1167,0.3488,4
19,-0.031,0.6095,2
19,-0.031,0.6095,2
19,-0.031,0.6095,2
19,-0.0079,6.8018,2
19,-0.0267,1.372,2
24,-0.2131,0.0969,2
24,-0.1658,0.1245,1
24,-0.1197,0.569,2
24,-0.0227,9.3346,4
24,-0.2123,0.1007,2
24,-0.1651,0.1284,2
24,-0.008,2.7199,4
24,-0.0089,2.5838,2
24,-0.008,2.7199,4
24,-0.0089,2.5838,2
24,-0.008,2.7164,4
24,-0.0072,3.1789,4
24,-0.0123,2.0991,3
24,-0.0127,2.0369,3
24,-0.0074,11.2146,3
24,-0.0097,7.1626,2
24,-0.0111,7.1586,3
24,-0.014,6.9996,3
24,-0.0139,7.2724,3
24,-0.0139,7.1215,3
24,-0.1663,0.41,2
24,-0.0209,10.1329,2
24,-0.2134,0.0947,2
24,-0.1639,0.1227,2
24,-0.169,0.4057,2
24,-0.0217,9.7545,2
24,-0.2133,0.0967,2
24,-0.1654,0.1275,2
24,-0.1654,0.1275,2
24,-0.1646,0.417,2
24,-0.0025,83.7187,2
24,-0.2064,0.0969,4
24,-0.1638,0.1285,4
24,-0.1636,0.4106,4
24,-0.1636,0.4106,4
24,-0.0196,10.6667,4
24,-0.0196,10.6667,4
24,-0.2128,0.0969,2
24,-0.1684,0.1206,2
24,-0.1656,0.4154,4
24,-0.0228,9.3265,2
24,-0.2114,0.0944,2
24,-0.1639,0.1259,2
24,-0.163,0.4236,4
24,-0.0204,10.4101,2
24,-0.0204,10.4101,2
24,-0.2113,0.0956,2
24,-0.165,0.1325,2
24,-0.0267,7.9521,2
24,-0.0086,13.5896,4
24,-0.008,12.3457,3
24,-0.0099,10.3125,3
24,-0.0133,6.1734,4
24,-0.0124,6.2826,4
24,-0.0141,5.9237,4
22,-0.0222,7.5573,3
22,-0.0229,7.6161,2
22,-0.021,7.1273,4
22,-0.0122,7.0418,3
22,-0.011,7.0488,4
22,-0.0115,7.0372,3
22,-0.017,7.4223,3
22,-0.0157,7.5871,4
22,-0.0129,7.1433,4
22,-0.0057,7.0235,4
22,-0.0047,6.9375,4
22,-0.003,7.2985,4
22,-0.0091,6.6691,2
22,-0.0089,6.7817,3
22,-0.0065,6.4929,2
24,-0.0092,6.9041,3
24,-0.01,6.0523,4
24,-0.0063,7.0304,4
24,-0.0489,0.1892,2
24,-0.0357,0.5421,2
24,-0.045,0.2063,4
24,-0.035,0.5561,2
24,-0.0452,0.2055,4
24,-0.0354,0.5426,2
24,-0.0473,0.1873,1
24,-0.0562,0.3481,2
24,-0.0487,0.1807,2
24,-0.0359,0.5341,4
24,-0.0472,0.1887,1
24,-0.0354,0.5679,4
24,-0.0052,9.7499,2
24,-0.0046,11.0626,2
24,-0.0386,0.2205,2
24,-0.0294,0.5608,4
24,-0.0132,2.5199,4
24,-0.0126,2.6231,4
24,-0.0384,0.1998,2
24,-0.0301,0.5523,4
22,-0.0043,4.7387,4
22,-0.0043,4.7387,4
24,-0.0259,0.2945,2
22,-0.0043,4.5537,4
22,-0.0003,4.5886,3
24,-0.0239,0.5191,2
24,-0.0317,0.1978,4
22,0,4.6029,3
24,-0.0238,0.539,4
24,-0.0302,0.2033,2
24,-0.0239,0.564,2
24,-0.0034,9.8182,2
24,-0.0034,10.3508,2
24,-0.0375,0.5375,4
22,-0.0146,6.9883,3
22,-0.0131,7.4805,3
22,-0.0141,7.2411,2
24,-0.0136,2.4329,2
22,-0.0111,6.4175,2
24,-0.0125,2.7425,4
22,-0.012,6.5747,2
24,-0.0128,2.7354,2
22,-0.0123,6.3069,2
24,-0.014,2.5175,2
24,-0.016,2.5157,2
24,-0.0172,2.3788,2
24,-0.0166,2.4975,2
24,-0.0047,10.744,2
24,-0.0043,11.6566,4
24,-0.0039,12.8707,2
24,-0.007,7.0628,4
24,-0.0081,6.2327,2
24,-0.0044,11.4206,2
20,-0.0045,4.5581,2
24,-0.0058,8.7744,2
20,-0.0003,4.7953,4
20,0,4.6491,3
24,-0.0055,9.1477,2
24,-0.0047,10.7397,2
24,-0.0053,9.4937,2
20,-0.0147,6.6398,4
24,-0.0054,9.1577,2
20,-0.0184,5.7501,3
24,-0.0052,9.6913,2
20,-0.0148,7.0758,3
24,-0.0048,10.4307,2
24,-0.005,10.2978,2
24,-0.0027,18.6764,2
20,-0.0121,6.5895,3
20,-0.0136,5.9425,2
24,-0.0064,7.8013,2
20,-0.0123,6.637,2
20,-0.0123,6.637,2
24,-0.0048,10.6005,2
20,-0.0245,6.9493,3
24,-0.0039,12.92,2
20,-0.0231,7.0331,2
24,-0.0067,7.5845,2
20,-0.0202,7.1347,2
24,-0.0042,11.8642,2
24,-0.0062,8.0881,2
24,-0.005,10.184,2
24,-0.0056,8.9676,2
24,-0.0027,19.2343,4
24,0,9.6742,4
24,0,9.8762,2
24,0,8.4059,2
24,-0.0002,9.7637,2
24,-0.0002,9.0923,2
24,-0.0008,7.0699,2
24,-0.0008,9.5686,2
24,-0.0045,4.5581,2
24,-0.0003,4.7953,4
24,0,4.6491,3
24,-0.0147,6.6398,3
24,-0.0027,19.2343,4
24,-0.0026,19.7605,2
24,-0.0025,28.9018,2
24,-0.0028,12.8042,2
24,-0.0004,11.7598,2
24,-0.0004,11.7598,2
24,0,11.7197,2
24,-0.003,12.1217,4
24,-0.0001,11.2809,4
24,0,13.6028,3
24,-0.0229,10.9988,4
24,-0.0301,8.797,3
24,-0.0224,10.4696,4
24,-0.011,11.9353,4
24,-0.0118,11.0247,2
24,-0.0101,11.5605,2
24,-0.0031,11.9078,4
24,-0.0001,11.2571,2
24,0,12.2073,3
60,-0.0064,4.6402,4
60,-0.0068,4.4725,4
60,-0.004,5.1506,1
60,-0.0056,4.8689,4
60,-0.0059,4.8796,3
60,-0.0042,5.1186,1
60,-0.002,4.6114,4
60,-0.0003,4.6456,4
60,0,4.7872,1
24,-0.0112,7.4084,2
24,-0.0132,6.4301,2
24,-0.0101,7.7545,2
24,-0.0215,5.9847,2
24,-0.0152,7.4255,2
24,-0.0142,7.163,2
24,-0.0142,7.163,2
24,-0.006,7.2964,3
24,-0.0043,7.2613,2
24,-0.0029,7.1416,2
24,-0.0087,7.5198,3
24,-0.0088,6.833,2
24,-0.0067,6.6886,4
24,-0.0092,6.8438,2
24,-0.0091,7.003,2
24,-0.0059,7.3074,2
24,-0.0046,8.577,3
24,-0.0045,2.0016,3
24,-0.0147,12.8619,3
24,-0.0176,2.5823,4
24,-0.006,16.1195,3
24,-0.0061,3.5519,3
24,-0.0113,21.814,3
24,-0.0096,4.7156,3
24,-0.0249,19.0778,4
24,-0.0241,4.2574,3
24,-0.0093,6.655,3
24,-0.009,13.0403,3
24,-0.0089,2.9463,2
24,-0.0045,8.7202,3
24,-0.0003,8.7111,4
24,0,10.7872,2
24,-0.0031,2.5233,4
24,-0.0137,3.3056,4
24,-0.0151,2.9233,1
24,-0.0123,20.8175,3
24,-0.012,20.6121,1
24,-0.0117,21.1365,1
24,-0.0218,22.4101,4
24,-0.0308,16.0896,3
24,-0.021,20.5234,3
24,-0.0093,12.9121,3
24,-0.0091,12.4355,3
24,-0.0066,12.7567,1
24,-0.0089,3.1923,3
24,-0.0091,2.9448,3
24,-0.0063,3.0395,4
24,-0.0059,10.2112,2
24,-0.0059,9.193,2
24,-0.0054,12.9305,2
24,-0.0023,13.3345,3
24,-0.0023,15.484,3
24,-0.0233,12.2297,4
24,-0.0126,11.3792,4
24,-0.0126,11.3792,4
24,-0.0121,13.7916,4
24,-0.0154,10.9023,3
24,-0.0148,13.5067,3
20,-0.0043,5.4322,3
20,-0.0041,6.7763,3
20,-0.0139,8.5808,3
20,-0.015,9.9845,3
24,-0.0117,14.9506,4
24,-0.6311,0.3082,4
24,-0.0026,23.1867,1
24,-0.0027,26.8976,2
24,-0.0024,13.5242,3
24,-0.0026,13.7935,4
24,-0.0231,12.146,4
24,-0.0231,14.8721,3
24,-0.0085,13.2688,3
24,-0.114,1.4746,3
24,-0.0024,13.2972,3
24,-0.0023,15.8371,3
24,-0.0111,13.7536,3
24,-0.0123,13.4592,4
24,-0.0061,9.0085,3
24,-0.0061,9.7477,3
24,-0.0061,9.7477,3
24,-0.0268,10.1942,4
24,-0.0023,12.7436,3
24,-0.0028,9.9395,3
21,-0.0278,1.1775,1
21,-0.0518,0.2739,1
21,-0.0048,10.7557,4
21,-0.0175,3.3978,4
21,-0.0132,2.8758,1
21,-0.0248,1.4579,1
21,-0.1147,0.3531,1
21,-0.1162,0.3488,3
21,-0.031,0.6095,3
21,-0.0052,10.1182,2
21,-0.0266,1.3764,2
21,-0.0041,12.0022,2
21,-0.0356,0.6026,1
21,-0.0063,14.0965,1
21,-0.0056,4.3776,2
21,-0.0277,1.4857,3
21,-0.0047,14.5249,4
21,-0.0203,2.8122,2
21,-0.0214,2.6501,3
21,0,1.0045,3
21,0,1.0045,3
21,0,0.5912,4
21,0,4.2941,4
21,0,1.3482,4
21,0,1.8395,4
19,-0.0587,0.4361,1
19,-0.0228,2.9899,4
19,-0.0762,2.7955,4
19,-0.0912,1.7039,4
19,-0.017,6.699,2
19,-0.0875,1.7095,2
19,-0.0335,3.3002,1
90,-0.1054,1.57,3
90,-0.3029,0.175,3
90,-0.2378,0.3985,3
90,-0.03,5.3573,2
90,-0.0918,2.4052,2
96,-0.0039,14.5473,4
96,-0.0182,9.1668,4
96,-0.0144,2.9413,4
96,-0.0338,0.518,4
96,-0.0084,5.508,3
96,-0.0263,1.1388,3
96,-0.0208,2.1066,3
96,0,1.3084,4
96,0,1.6833,4
96,0,2.8849,4
21,-0.0204,6.6103,3
21,-0.0406,2.6588,3
21,-0.07,1.1757,2
21,-0.0119,13.3131,3
21,-0.0451,2.7343,3
21,-0.0473,3.005,1
48,-0.0289,7.9455,3
48,-0.1165,1.1978,1
48,-0.0344,6.0416,1
48,-0.0275,8.3342,1
48,-0.2127,0.5272,3
48,-0.2941,0.3676,1
48,-0.0359,6.0952,1
48,-0.035,6.2786,1
24,-0.0049,12.0566,2
24,-0.005,11.8772,2
24,-0.0071,9.6785,2
24,-0.0066,10.2786,2
24,-0.0078,8.5765,2
24,-0.0076,8.8814,2
24,-0.0028,12.1432,2
24,-0.003,10.9482,2
24,-0.0038,9.3195,2
24,-0.003,11.3941,2
24,-0.0029,11.3967,2
24,-0.003,11.329,2
24,-0.0472,0.1939,2
24,-0.0364,0.5295,3
24,-0.0451,0.1965,3
24,-0.0363,0.5348,2
24,-0.0462,0.1963,2
24,-0.036,0.529,2
24,-0.0473,0.2146,3
24,-0.0378,0.5122,3
24,-0.0301,0.1912,3
24,-0.0031,10.6168,2
24,-0.0309,0.201,2
24,-0.0037,9.148,2
24,-0.0304,0.204,2
24,-0.0032,10.4827,3
24,-0.0325,0.1877,3
24,-0.0033,10.1761,4
24,-0.0393,0.1976,3
24,-0.0305,0.5203,3
24,-0.0386,0.2103,2
24,-0.0299,0.5472,2
24,-0.0627,0.1926,2
24,-0.0477,0.5328,2
24,-0.0632,0.2034,2
24,-0.0468,0.5523,3
24,-0.0616,0.201,2
24,-0.0482,0.5424,3
24,-0.0456,0.196,2
24,-0.0345,0.5514,2
24,-0.0697,0.1309,2
24,-0.025,1.6203,2
24,-0.0472,0.1994,2
24,-0.0163,2.416,2
24,-0.0463,0.2036,3
24,-0.0145,2.8959,3
24,-1.397,0.1979,4
24,-0.1156,1.1745,4
24,-0.0023,14.0669,3
24,-0.0022,13.263,1
24,-0.0113,14.1843,3
24,-0.0113,15.2868,3
24,-0.0117,12.3764,3
24,-0.013,12.5709,3
24,-0.0056,19.0232,3
24,-0.0228,20.717,4
24,-0.0107,21.6294,4
24,-0.0125,20.9893,3
24,-0.0125,20.9893,3
24,-0.0021,22.0374,3
24,-0.0022,15.6139,3
24,-0.0022,8.8232,3
24,-0.0026,12.1713,1
24,-0.0045,12.347,3
24,-0.0114,20.4422,4
24,-0.0057,21.4604,1
24,-0.0063,21.7075,1
24,-0.0063,21.7075,1
24,-0.0017,15.2039,3
24,-0.0021,8.2947,3
24,-0.0021,8.2947,3
120,-0.1797,0.0988,3
120,-0.1328,0.105,4
120,-0.1199,0.1026,4
120,-0.1199,0.1026,4
120,-0.0963,0.1414,4
120,-0.1188,0.1307,3
120,-0.1053,0.1295,4
96,-0.1016,0.0178,4
96,-0.088,0.016,3
96,-0.0297,0.0188,3
96,-0.0577,0.0182,4
96,-0.0503,0.0184,4
96,-0.0474,0.0188,4
24,-0.0062,3.086,4
24,-0.0029,10.8404,4
24,-0.0114,13.619,3
24,-0.003,9.8309,3
24,-0.0136,11.1102,3
24,-0.0066,9.1167,2
24,-0.0059,16.4196,2
24,-0.0059,15.0495,1
24,-0.0012,12.117,1
24,-0.0012,10.6546,1
24,-0.0029,2.8948,1
24,-0.0019,4.8558,4
24,-0.0056,16.8148,2
24,-0.0135,1.4023,3
24,-0.0056,14.9865,2
24,-0.0133,12.6714,3
48,-0.0982,0.489,3
48,-0.0938,0.4759,3
48,-0.0972,0.4916,3
48,-0.0955,0.4922,3
24,-0.0007,7.9429,2
24,0,6.2883,2
96,-0.0857,0.0181,4
96,-0.0356,0.0202,4
96,-0.0786,0.0163,4
96,-0.0786,0.0163,4
96,-0.0728,0.0218,3
120,-0.0614,0.1085,4
120,-0.0618,0.1408,3
20,-0.0042,18.1045,2
20,-0.004,14.2017,3
20,-0.0157,3.4456,3
20,-0.0172,2.7407,1
20,-0.0082,5.9787,1
20,-0.0031,17.7935,1
20,0,13.5174,1
20,0,0.9702,1
20,-0.0002,13.5005,2
20,-0.0008,5.8957,2
20,-0.0007,11.1224,3
20,-0.002,3.1547,3
20,-0.0004,6.163,3
20,-0.0062,9.9668,3
20,-0.0176,3.9675,1
20,-0.0114,3.2143,1
20,-0.0054,8.4403,1
20,-0.0377,1.4338,2
20,-0.0181,2.2829,2
20,-0.0181,2.2829,2
20,-0.0038,12.1302,3
20,-0.0045,6.1323,3
20,-0.0327,1.1463,3
20,-0.0177,6.1522,3
20,-0.0047,14.3859,3
20,-0.0067,9.1265,3
24,-0.1422,0.2005,3
24,-0.0454,2.7075,3
24,-0.0451,2.8563,3
24,-0.0138,11.2867,3
24,-0.2099,0.1956,2
24,-0.1657,0.5822,2
24,-0.0679,2.8013,2
24,-0.2099,0.2064,2
24,-0.1643,0.5883,3
24,-0.0699,2.7028,3
24,-0.2107,0.1969,3
24,-0.1901,0.4914,3
24,-0.0694,2.8182,4
24,-0.2121,0.2118,2
24,-0.1641,0.5775,3
24,-0.0683,2.7662,3
24,-0.0712,1.4791,2
24,-0.0798,2.7254,3
24,-0.0792,2.7748,2
24,-0.0236,11.488,2
24,-0.249,0.28,4
24,-0.0802,2.7338,2
24,-0.0798,2.7458,2
24,-0.0232,11.6287,2
24,0,0.1802,2
24,0,2.4213,2
24,0,2.6074,4
24,0,9.8498,2
24,-0.0151,0.5568,2
24,-0.0704,0.4551,2
24,-0.0711,0.5033,2
24,-0.0768,0.4895,2
24,-0.1108,11.4907,4
24,-0.04,11.326,4
24,-0.0149,11.9055,4
24,-0.0055,8.7508,3
24,-0.0029,9.141,1
24,-0.0033,7.5764,4
48,-0.0036,0.694,4
48,-0.0026,0.6998,4
48,-0.0041,0.752,3
48,-0.0025,0.8131,2
48,-0.1148,0.1531,1
48,-0.1158,0.1215,1
48,-0.1287,0.1014,1
48,-0.1034,0.0993,1
48,-0.1076,0.0872,1
48,-0.1126,0.1011,1
24,-0.0346,11.7474,4
24,-0.0296,10.9837,4
24,-0.0394,6.425,4
24,-0.0323,22.5729,2
96,-0.1191,0.0572,3
96,-0.1596,0.0492,4
96,-0.1178,0.0509,3
96,-0.1358,0.0518,3
96,-0.1548,0.0601,2
96,-0.1881,0.055,3
96,-0.0296,0.0131,4
96,-0.0164,0.0178,4
24,-0.0054,4.4953,2
24,-0.0062,4.2788,3
24,-0.0026,4.3366,4
24,-0.0261,4.7288,2
24,-0.0127,5.4633,3
24,-0.0084,5.5997,3
24,-0.0029,4.5231,3
24,-0.0045,2.4692,2
24,-0.0143,3.7323,3
60,-0.0064,2.6031,2
60,-0.0016,2.6121,2
60,-0.0041,2.5726,2
60,-0.0082,2.5409,2
60,-0.0014,2.8625,2
120,-0.1188,0.0951,4
120,-0.1236,0.0911,4
120,-0.1267,0.0871,3
120,-0.1344,0.1135,3
120,-0.1593,0.1216,2
120,-0.1905,0.0853,3
89,-0.0089,5.9482,2
89,-0.0025,2.9528,2
89,-0.0024,5.4894,2
89,-0.0054,4.5936,2
89,-0.011,5.2236,3
89,-0.0059,4.3424,2
89,-0.0244,5.0609,2
89,-0.0144,3.6712,2
89,-0.0044,2.3371,2
89,-0.0064,2.7001,3
89,-0.0016,2.2021,3
89,-0.0016,3.3683,3
89,-0.0081,2.844,3
89,-0.0013,3.3966,3
89,-0.004,2.93,3
120,-0.0928,0.1264,3
120,-0.0778,0.152,3
120,-0.081,0.125,3
120,-0.0704,0.1332,3
120,-0.08,0.1359,2
120,-0.08,0.1228,2
120,-0.1239,0.1245,2
120,-0.1072,0.1339,3
120,-0.0446,0.1147,4
120,-0.0862,0.1062,2
72,-0.2503,0.1044,1
72,-0.2333,0.0985,1
72,-0.2971,0.095,1
72,-0.2637,0.0968,1
72,-0.2209,0.1184,1
72,-0.211,0.0916,1
72,-0.2396,0.1109,1
72,-0.2635,0.0887,1
72,-0.0061,2.8041,2
72,-0.0017,2.6724,2
72,-0.0018,2.8117,2
72,-0.0112,2.2052,2
72,-0.0018,2.3105,2
72,-0.0055,1.8834,2
120,-0.1346,0.1004,3
120,-0.1337,0.1062,2
120,-0.1399,0.101,2
120,-0.135,0.1057,2
120,-0.1366,0.1087,2
120,-0.1618,0.1123,2
120,-0.2072,0.098,2
120,-0.2316,0.1068,2
120,-0.1619,0.1125,4
120,-0.1768,0.0962,2
120,-0.1645,0.1017,2
120,-0.1676,0.0994,2
120,-0.1815,0.1081,2
120,-0.1565,0.1016,2
120,-0.2398,0.0964,2
120,-0.2853,0.1158,2
48,-0.2345,0.0744,2
48,-0.2345,0.0744,2
48,-0.1243,0.1231,2
48,-0.0789,0.1291,2
48,-0.0788,0.1355,2
48,-0.0585,0.1459,2
48,-0.0662,0.1319,2
48,-0.1315,0.021,4
48,-0.1401,0.0169,4
48,-0.0989,0.0182,3
48,-0.102,0.0178,2
48,-0.1017,0.0211,3
48,-0.1004,0.0191,3
24,-0.0064,7.9072,2
24,-0.0043,4.1121,2
24,-0.0245,9.4048,2
24,-0.0122,9.8502,2
24,-0.0024,6.7088,2
24,-0.003,4.3425,2
24,-0.0096,7.5371,2
24,-0.0069,4.0788,2
24,-0.0099,4.1799,2
24,-0.0025,3.669,2
24,-0.0037,4.6244,2
24,-0.054,0.4996,4
24,-0.0063,4.1925,2
24,-0.0574,0.4647,3
24,-0.0071,3.59,2
24,-0.058,0.4782,4
24,-0.013,2.0576,4
24,-0.02,4.0682,3
24,-0.0101,2.6419,4
24,-0.087,0.3011,4
24,-0.0304,0.4727,4
24,-0.0038,13.7864,4
24,-0.0044,4.4823,3
24,-0.1079,0.5211,4
24,-0.0125,4.2473,2
24,-0.1102,0.5117,2
24,-0.0128,4.3228,2
24,-0.1213,0.4255,4
24,-0.0133,4.165,3
24,-0.1079,0.5202,3
24,-0.014,3.648,4
24,-0.0842,0.6259,2
24,-0.0466,1.1646,2
24,-0.0441,2.0667,3
24,-0.084,0.6553,3
24,-0.0453,1.1981,4
24,-0.0487,1.8943,4
24,-0.0781,0.6935,2
24,-0.0498,1.064,2
24,-0.0463,2.0619,2
24,-0.0752,0.7831,3
24,-0.0435,1.3959,3
24,-0.0533,1.6543,3
24,-0.0125,1.0577,4
24,-0.0216,0.6196,4
24,-0.0132,1.7465,3
24,-0.0139,1.0874,4
24,-0.0222,0.688,4
24,-0.0123,2.2993,4
24,-0.0395,0.7037,2
24,-0.0263,1.1242,2
24,-0.0242,1.8748,2
24,-0.0393,0.6758,2
24,-0.0217,1.2297,2
24,-0.0262,1.8328,2
24,-0.0386,0.756,2
24,-0.0256,1.0781,2
24,-0.0324,1.4172,2
60,-0.0227,9.6155,3
60,-0.0131,10.1044,3
60,-0.02,9.7415,4
60,-0.0189,7.1435,2
60,-0.0088,7.6315,3
60,-0.0136,9.8226,3
60,-0.0072,9.4136,3
60,-0.0196,9.8578,3
60,-0.015,9.7506,2
60,-0.0164,9.4924,3
60,-0.0154,9.9191,4
60,-0.014,10.5127,4
60,-0.019,9.8744,4
60,-0.0087,7.8422,2
60,-0.0167,11.0806,4
60,-0.0113,9.9929,2
60,-0.0164,10.405,4
60,-0.017,10.2801,4
60,-0.0137,9.623,3
60,-0.022,8.0374,2
60,-0.0132,10.5434,2
60,-0.019,7.3727,3
60,-0.0222,7.085,3
60,-0.0174,10.3631,4
48,-0.0203,1.3178,3
48,-0.0112,1.2705,3
48,-0.0175,1.1572,4
48,-0.0119,1.0415,4
48,-0.0071,0.9491,3
48,-0.0124,1.0095,3
48,-0.0067,1.054,3
48,-0.0169,2.3514,3
48,-0.0141,1.1495,3
48,-0.0129,1.0443,3
48,-0.0122,1.34,3
48,-0.0117,0.9178,3
48,-0.0157,1.0862,3
48,-0.0081,0.7906,3
48,-0.0164,1.1212,4
48,-0.0116,0.8896,3
48,-0.0148,1.1579,4
48,-0.0169,0.8548,4
48,-0.0143,0.7812,3
48,-0.0148,0.7925,3
48,-0.0119,1.5346,3
48,-0.0155,0.9945,3
48,-0.0145,1.0104,3
48,-0.018,1.1266,3
48,-0.0064,1.0064,3
48,-0.0191,1.0561,4
48,-0.0125,0.9922,3
48,-0.019,0.8951,3
48,-0.0153,0.9469,3
48,-0.0149,0.8476,3
48,-0.0222,0.4255,4
48,-0.015,0.8967,3
48,-0.0125,1.9645,3
48,-0.0196,0.8372,3
48,-0.0112,1.5312,4
48,-0.0141,1.5299,3
48,-0.0089,1.191,3
48,-0.0046,0.8828,3
48,-0.0423,1.7902,4
48,-0.025,0.3463,4
48,-0.0412,1.0911,4
48,-0.0111,1.3445,3
48,-0.0435,1.2511,2
48,-0.0471,1.05,4
24,-0.0165,9.7886,4
24,-0.0182,9.0365,4
24,-0.0074,9.3639,4
24,-0.0144,7.0805,4
24,-0.016,10.6719,4
24,-0.0202,8.5124,2
24,-0.0163,10.3653,4
24,-0.0163,10.6832,1
24,-0.0156,10.3777,1
24,-0.018,9.2633,4
24,-0.0129,10.4439,3
24,-0.0149,8.9829,4
24,-0.0175,8.0096,4
24,-0.0147,9.2131,3
24,-0.0095,10.0181,3
24,-0.0152,8.8024,3
24,-0.0125,10.3237,1
24,-0.0158,8.2189,3
24,-0.0096,10.9543,2
24,-0.009,10.7109,3
24,-0.0133,9.8043,4
24,-0.0037,9.7183,3
24,-0.0198,8.9403,3
24,-0.0142,9.0172,3
24,-0.0151,11.5638,1
48,-0.0314,0.3632,3
48,-0.0571,0.3849,3
48,-0.0368,0.5211,3
48,-0.0241,0.2314,3
48,-0.0516,0.2284,3
48,-0.0658,0.2813,4
48,-0.0226,0.2585,3
48,-0.0637,0.1929,2
48,-0.053,0.2275,3
48,-0.0474,0.2759,3
48,-0.0337,0.3608,3
48,-0.0332,0.4104,3
24,-0.017,11.9114,3
24,-0.0208,9.8085,2
24,-0.0185,10.8419,1
24,-0.0141,7.0718,4
24,-0.0184,7.4347,2
24,-0.024,8.7445,2
24,-0.0063,9.8694,4
24,-0.0196,6.5379,3
24,-0.0126,11.0185,4
24,-0.0143,9.0169,3
24,-0.0172,10.1682,4
24,-0.0132,10.3945,3
24,-0.0122,11.2296,3
48,-0.039,0.4385,4
48,-0.1721,0.368,4
48,-0.0227,0.6127,3
48,-0.1108,0.9197,3
48,-0.0796,0.1428,3
48,-0.3507,0.1677,3
48,-0.0175,0.2888,3
48,-0.0744,0.2964,3
48,-0.0961,0.1485,3
48,-0.0493,0.1654,3
48,-0.089,0.1645,3
48,-0.0606,0.2457,3
48,-0.093,0.1458,3
48,-0.0928,0.1623,3
48,-0.0257,0.2207,3
48,-0.0538,0.2107,3
48,-0.0708,0.2407,3
48,-0.0727,0.1546,3
48,-0.0519,0.2262,3
48,-0.0419,0.3263,3
48,-0.0552,0.4169,3
48,-0.1026,0.1272,3
48,-0.009,1.2502,3
48,-0.1008,0.1266,3
48,-0.0475,0.2317,3
48,-0.0151,0.3497,3
48,-0.0112,0.2821,3
48,-0.046,0.2357,3
48,-0.0287,0.3405,3
48,-0.0058,2.0482,3
48,-0.0457,0.2851,4
48,-0.0447,0.1846,3
48,-0.0079,1.413,4
24,-0.1241,4.6023,4
24,-0.0763,6.5989,3
