@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R39,41,85,96,164,240,254,267,274'

@attribute orgvanderwaalsMin numeric
@attribute orgASA+Min numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute oxlikevanderwaalsMax numeric
@attribute orgacc-waterdonratio numeric
@attribute PaulingElectronegMean numeric
@attribute hardnessMaxWeighted numeric
@attribute AtomicRadiusMeanWeighted numeric
@attribute outcome {1,2}

@data
273.23,244.65,0.97,-1,-0.004,2.09,4.5344,0.7132,2
207.08,189.33,6,-1,0,2.09,3.927,0.631,2
207.08,189.33,6,-1,0,2.09,4.5734,0.7203,2
273.23,244.65,0.97,-1,-0.0033,2.09,3.933,0.6246,2
273.23,244.65,0.97,-1,-0.0034,2.09,4.639,0.7332,2
207.08,189.33,6,-1,0,2.09,3.8604,0.614,2
207.08,189.33,6,-1,0,2.09,4.5085,0.707,2
281.27,216.3,0.73,-1,-0.0061,2.09,1.4683,0.294,2
281.27,216.3,0.73,-1,-0.0039,2.09,0.7893,0.1971,2
207.08,189.33,6,-1,0,2.09,1.5251,0.2951,2
207.08,189.33,6,-1,0,2.09,0.8064,0.1975,2
203.38,203.38,4,220.06,0,2.09,1.1318,0.2432,2
203.38,203.38,4,220.06,0,2.09,0.9201,0.2153,2
281.27,216.3,0.73,220.06,-0.0044,2.09,1.1597,0.2507,2
281.27,216.3,0.73,220.06,-0.0046,2.09,0.4508,0.1581,2
258.23,222.38,4,220.06,0,2.09,1.1201,0.2441,2
258.23,222.38,4,220.06,0,2.09,0.3597,0.1373,2
295.52,244.26,4,220.06,0,2.09,1.0932,0.241,2
295.52,244.26,4,220.06,0,2.09,0.7869,0.1986,2
295.52,244.26,4,220.06,0,2.09,0.4027,0.1402,2
203.38,203.38,4,-1,0,2.09,7.3501,1.1024,2
273.23,244.65,0.97,-1,-0.0032,2.09,5.4911,0.8467,2
295.52,244.26,4,-1,0,2.09,1.622,0.3087,2
295.52,244.26,4,-1,0,2.09,3.8255,0.6158,2
340.09,267.29,2,-1,0,2.09,1.5305,0.303,2
340.09,267.29,2,-1,0,2.09,2.2889,0.404,2
340.09,267.29,2,-1,0,2.09,3.7317,0.6022,2
275.81,239.3,2,-1,0,2.09,3.9451,0.6326,2
273.23,244.65,0.97,-1,-0.0034,2.09,3.774,0.6082,2
273.23,244.65,0.97,-1,-0.005,2.09,3.734,0.6016,2
273.23,244.65,0.97,-1,-0.0069,2.09,3.728,0.6062,2
203.38,203.38,4,-1,0,2.09,3.7431,0.6044,2
203.38,203.38,4,-1,0,2.09,3.7075,0.5995,2
203.38,203.38,4,-1,0,2.09,3.726,0.6013,2
203.38,203.38,4,-1,0,2.09,3.805,0.6123,2
281.27,216.3,0.73,-1,-0.0062,2.09,3.8517,0.6227,2
281.27,216.3,0.73,-1,-0.0083,2.09,4.0305,0.6481,2
203.38,203.38,4,-1,0,2.09,3.77,0.6083,1
203.38,203.38,4,-1,0,2.09,3.8631,0.6226,1
203.38,203.38,4,-1,0,2.09,3.8551,0.6228,1
203.38,203.38,4,-1,0,2.09,3.8376,0.6169,1
281.27,216.3,0.73,-1,-0.0045,2.09,3.8302,0.6136,1
281.27,216.3,0.73,-1,-0.011,2.09,3.7697,0.6107,1
281.27,216.3,0.73,-1,-0.0111,2.09,3.9061,0.625,1
273.23,244.65,0.97,-1,-0.0094,2.09,0.794,0.1942,2
273.23,244.65,0.97,-1,-0.0091,2.09,2.2593,0.3971,2
273.23,244.65,0.97,-1,-0.0079,2.09,3.0476,0.513,2
203.38,203.38,4,-1,0,2.09,2.9871,0.4993,2
203.38,203.38,4,-1,0,2.09,3.0873,0.5109,2
203.38,203.38,4,-1,0,2.09,3.0785,0.513,2
203.38,203.38,4,-1,0,2.09,1.989,0.4497,2
203.38,203.38,4,-1,0,2.09,3.1404,0.6018,2
203.38,203.38,4,-1,0,2.09,3.061,0.6006,2
273.23,244.65,0.97,-1,-0.0049,2.09,2.977,0.5032,2
273.23,244.65,0.97,-1,-0.0049,2.09,3.0789,0.5144,2
273.23,244.65,0.97,-1,-0.0049,2.09,2.981,0.5858,2
273.23,244.65,0.97,-1,-0.0055,2.09,2.9915,0.5847,2
273.23,244.65,0.97,-1,-0.0047,2.09,3.0207,0.5943,2
353.93,337.12,10,211.65,0,2.09,2.9763,0.4985,2
353.93,337.12,10,220.06,0,2.09,2.9931,0.5011,2
353.93,337.12,9.99,220.06,0,2.09,2.9884,0.4979,2
353.93,337.12,10,211.65,0,2.09,3.2022,0.5281,2
353.93,337.12,9.99,220.06,0,2.09,3.0913,0.5133,2
353.93,337.12,9.92,227.57,-0.0003,2.09,3.5851,0.5855,2
238.74,220.5,3,211.65,0,2.09,0.3456,0.135,2
238.74,220.5,3,211.65,0,2.09,0.3057,0.1129,2
238.74,220.5,3,211.65,0,2.09,0.3037,0.0989,2
275.81,239.3,2,211.65,0,2.09,0.3567,0.1377,2
275.81,239.3,2,211.65,0,2.09,0.2993,0.116,2
275.81,239.3,2,211.65,0,2.09,0.3173,0.1035,2
353.93,337.12,10,211.65,0,2.09,2.9911,0.4977,2
353.93,337.12,9.92,227.57,-0.0003,2.09,2.9918,0.4983,2
289.27,244.99,1.56,227.57,-0.0014,2.09,2.9911,0.506,2
238.74,220.5,2.99,227.57,0,2.09,2.9851,0.4966,2
295.52,244.26,4,227.57,0,2.09,3.0456,0.5098,2
340.09,267.29,2,227.57,0,2.09,3.0439,0.5048,2
203.38,203.38,3.99,227.57,0,2.09,3.0513,0.5095,2
353.93,337.12,10,211.65,0,2.09,3.7028,0.5963,2
353.93,337.12,9.92,227.57,-0.0003,2.09,3.0513,0.5085,2
282.76,265.65,8,227.57,0,2.09,2.267,0.4005,2
282.76,265.65,8,227.57,0,2.09,1.547,0.2994,2
289.27,244.99,1.56,227.57,-0.0013,2.09,1.5201,0.2965,2
289.27,244.99,1.56,227.57,-0.0013,2.09,0.7664,0.1966,2
340.09,267.29,2,227.57,0,2.09,2.2459,0.3974,2
340.09,267.29,2,227.57,0,2.09,1.6337,0.3122,2
340.09,267.29,2,227.57,0,2.09,0.7332,0.186,2
405.37,358.69,7.05,227.57,-0.0029,2.09,1.4811,0.291,2
405.37,358.69,7.05,227.57,-0.003,2.09,0.7083,0.1872,2
346.48,293.38,9.31,227.57,-0.0028,2.09,1.5524,0.3023,2
346.48,293.38,10,211.65,0,2.09,3.014,0.5012,2
-1,-1,-1,220.06,0,1.9967,3.0456,0.3571,2
397.24,351.09,7.98,211.65,-0.0001,2.09,3.2043,0.5294,2
405.37,358.69,7.05,227.57,-0.0028,2.09,2.939,0.4907,2
506.82,489.62,14,220.06,0,2.09,2.9431,0.4918,2
506.82,489.62,13.78,227.57,-0.0005,2.09,3.0681,0.5125,2
433.7,416.6,12,211.65,0,2.09,3.0268,0.5049,2
433.7,416.6,12,220.06,0,2.09,3.0039,0.5022,2
203.38,203.38,4,-1,0,2.09,2.9585,0.5008,2
238.74,220.5,3,-1,0,2.09,3.0026,0.5024,2
275.81,239.3,1.99,-1,0,2.09,2.973,0.4955,2
258.23,222.38,4,-1,0,2.09,3.1693,0.5266,2
352.43,277.8,3,-1,0,2.09,2.9874,0.5006,2
258.23,222.38,4,-1,0,2.09,2.9851,0.5004,1
340.09,267.29,2,-1,0,2.09,2.9431,0.4938,1
203.38,203.38,4,-1,0,2.09,3.2584,0.5415,2
258.23,222.38,4,-1,0,2.09,3.0654,0.5169,1
346.48,293.38,9.04,-1,-0.0423,2.16,0.5746,0.3565,2
346.48,293.38,9.04,-1,-0.026,2.16,0.8656,0.5371,2
346.48,293.38,9.04,-1,-0.0131,2.16,0.5839,0.3623,2
346.48,293.38,9.04,-1,-0.0092,2.16,0.8619,0.5348,2
429.38,332.38,6,-1,0,2.16,0.2909,0.1805,1
429.38,332.38,6,-1,0,2.16,0.563,0.3493,1
429.38,332.38,6,-1,0,2.16,0.8613,0.5344,1
429.38,332.38,6,-1,0,2.16,1.146,0.7111,1
429.38,332.38,6,-1,0,2.16,0.2903,0.1801,1
429.38,332.38,6,-1,0,2.16,0.5726,0.3553,1
429.38,332.38,6,-1,0,2.16,0.8752,0.5431,1
429.38,332.38,6,-1,0,2.16,1.1485,0.7127,1
461.51,357.17,6,-1,0,2.16,0.859,0.533,1
461.51,357.17,6,-1,0,2.16,1.1514,0.7144,1
461.51,357.17,6,-1,0,2.16,0.2883,0.1789,1
461.51,357.17,6,-1,0,2.16,0.5655,0.3509,1
461.51,357.17,6,-1,0,2.16,0.8629,0.5354,1
237.57,194.24,6,-1,0,2.16,0.2427,0.1506,1
237.57,194.24,6,-1,0,2.16,0.2455,0.1523,1
237.57,194.24,6,-1,0,2.16,0.2397,0.1488,1
211.8,211.8,1.95,-1,-0.0007,2.16,0.5752,0.3569,1
211.8,211.8,1.95,-1,-0.0002,2.16,1.1585,0.7189,1
211.8,211.8,1.95,-1,-0.0009,2.16,0.2876,0.1784,1
211.8,211.8,1.95,-1,-0.0005,2.16,0.5786,0.359,1
211.8,211.8,1.95,-1,-0.0005,2.16,0.8608,0.5341,1
211.8,211.8,1.95,-1,-0.0002,2.16,1.1459,0.711,1
351.22,279.83,4,-1,0,2.16,0.8623,0.5351,1
351.22,279.83,4,-1,0,2.16,0.8653,0.5369,1
351.22,279.83,4,-1,0,2.16,0.869,0.5392,1
351.22,279.83,4,-1,0,2.16,0.2916,0.1809,1
351.22,279.83,4,-1,0,2.16,0.2871,0.1782,1
351.22,279.83,4,-1,0,2.16,0.2828,0.1755,1
352.43,277.8,3,-1,0,2.16,0.2964,0.1839,1
352.43,277.8,3,-1,0,2.16,0.2845,0.1765,1
352.43,277.8,3,-1,0,2.16,0.2874,0.1784,1
340.09,267.29,1.96,-1,-0.0004,2.16,0.8605,0.534,1
340.09,267.29,1.96,-1,-0.0004,2.16,0.8541,0.53,1
340.09,267.29,1.96,-1,-0.0004,2.16,0.8555,0.5308,1
340.09,267.29,1.96,-1,-0.0004,2.16,0.8541,0.53,1
351.22,279.83,4,-1,0,2.16,0.8613,0.5344,1
351.22,279.83,4,-1,0,2.16,0.8651,0.5368,1
351.22,279.83,4,-1,0,2.16,0.8625,0.5352,1
351.22,279.83,4,-1,0,2.16,0.8636,0.5359,1
351.22,279.83,4,-1,0,2.16,0.2897,0.1797,1
351.22,279.83,4,-1,0,2.16,0.2906,0.1803,1
351.22,279.83,4,-1,0,2.16,0.287,0.1781,1
352.43,277.8,3,-1,0,2.16,0.2871,0.1782,1
352.43,277.8,3,-1,0,2.16,0.284,0.1762,1
352.43,277.8,3,-1,0,2.16,0.2855,0.1772,1
352.43,277.8,3,-1,0,2.16,0.8651,0.5368,1
352.43,277.8,3,-1,0,2.16,0.8635,0.5358,1
352.43,277.8,3,-1,0,2.16,0.8626,0.5353,1
351.22,279.83,4,-1,0,2.16,0.865,0.5367,1
351.22,279.83,4,-1,0,2.16,0.8632,0.5356,1
351.22,279.83,4,-1,0,2.16,0.287,0.1781,1
351.22,279.83,4,-1,0,2.16,0.2877,0.1785,1
352.43,277.8,3,-1,0,2.16,0.2952,0.1832,1
352.43,277.8,3,-1,0,2.16,0.2892,0.1795,1
352.43,277.8,3,-1,0,2.16,0.2889,0.1793,1
352.43,277.8,3,-1,0,2.16,0.572,0.355,1
340.09,267.29,1.96,-1,-0.0004,2.16,0.862,0.5349,1
340.09,267.29,1.96,-1,-0.0004,2.16,0.8654,0.537,1
340.09,267.29,1.96,-1,-0.0004,2.16,0.8635,0.5358,1
346.48,293.38,9.04,-1,-0.0187,2.16,0.2888,0.1792,1
346.48,293.38,9.04,-1,-0.019,2.16,0.2928,0.1817,1
351.22,279.83,4,-1,0,2.16,0.8617,0.5347,1
351.22,279.83,4,-1,0,2.16,0.8565,0.5315,1
351.22,279.83,4,-1,0,2.16,0.8717,0.5409,1
351.22,279.83,4,-1,0,2.16,0.2904,0.1802,1
351.22,279.83,4,-1,0,2.16,0.291,0.1806,1
331.52,309.3,9.98,220.06,-0.0001,2.09,3.016,0.5129,2
268.43,225.91,6,220.06,0,2.09,3.4029,0.5588,2
238.74,220.5,3,220.06,0,2.09,3.0089,0.5076,2
218.1,185.23,2,220.06,0,2.09,3.0036,0.5097,1
405.37,358.69,7.85,220.06,-0.0005,2.09,3.4533,0.5694,2
269.22,261.51,5.99,220.06,0,2.09,3.0695,0.5164,2
301.3,233.22,6,220.06,0,2.09,2.9968,0.503,1
333.62,258.26,6,220.06,0,2.09,3.0368,0.511,1
207.08,189.33,6,220.06,0,2.09,3.091,0.5128,2
331.52,309.3,9.98,220.06,-0.0001,2.09,3.9408,0.6373,2
237.57,194.24,6,220.06,0,2.09,3.7562,0.6082,1
238.74,220.5,3,220.06,0,2.09,3.7529,0.6102,2
405.37,358.69,7.85,220.06,-0.0005,2.09,3.735,0.6019,2
269.22,261.51,5.99,220.06,0,2.09,3.8154,0.6208,2
301.3,233.22,6,220.06,0,2.09,3.7448,0.6117,1
333.62,258.26,6,220.06,0,2.09,3.7313,0.6063,1
207.08,189.33,6,220.06,0,2.09,3.728,0.6052,1
264.05,236.52,3,220.06,0,2.09,3.9041,0.6282,2
397.7,307.78,6,220.06,0,2.09,4.0288,0.6483,1
281.27,216.3,0.73,220.06,-0.0039,2.09,3.7713,0.6368,1
218.32,205.41,3.13,-1,-0.0033,2.09,1.906,0.4405,2
324.05,236.4,0,-1,-0.0194,2.09,1.9867,0.45,1
289.27,244.99,1,-1,-0.0092,2.09,1.8522,0.4336,1
253.52,224.12,2.12,-1,-0.008,2.09,1.906,0.4536,1
281.27,216.3,0,-1,-0.0214,2.09,1.8724,0.4353,1
268.43,225.91,6,-1,0,2.09,1.8892,0.456,1
301.3,233.22,6,-1,0,2.09,2.0606,0.4828,1
333.62,258.26,6,-1,0,2.09,1.8791,0.4782,1
268.43,225.91,6,-1,0,2.09,1.9665,0.4792,1
301.3,233.22,6,-1,0,2.09,1.9665,0.4478,1
333.62,258.26,6,-1,0,2.09,2.138,0.4935,1
211.8,211.8,1.99,-1,-0.0001,2.09,2.2489,0.5067,1
218.1,185.23,2,-1,0,2.09,1.8959,0.4732,1
218.32,205.41,3.13,-1,-0.0034,2.09,3.2943,0.6435,2
324.05,236.4,0,-1,-0.0215,2.09,1.8553,0.4499,2
289.27,244.99,1,-1,-0.0103,2.09,1.8667,0.4327,1
281.27,216.3,0,-1,-0.0196,2.09,1.905,0.4567,1
346.48,293.38,9,-1,-0.0112,2.09,1.9561,0.4558,2
219.31,214.35,1.15,-1,-0.0077,2.09,1.9037,0.4341,2
218.1,185.23,1.9,-1,-0.0014,2.09,1.979,0.4662,1
258.23,222.38,4,-1,0,2.09,2.1528,0.5498,1
324.05,236.4,0.12,-1,-0.0185,2.09,2.1262,0.4938,1
289.27,244.99,1.56,-1,-0.0042,2.09,1.9487,0.5775,1
281.27,216.3,0.03,-1,-0.0214,2.09,1.9679,0.5659,1
238.74,220.5,2.99,-1,-0.0001,2.09,1.8361,0.4443,1
203.38,203.38,3.99,-1,-0.0001,2.09,2.0132,0.4518,1
258.23,222.38,4,-1,0,2.09,2.0173,0.5016,1
310.74,287.07,1.01,-1,-0.01,2.09,2.0042,0.473,1
273.23,244.65,0.97,-1,-0.0103,2.09,1.9628,0.4445,2
238.74,220.5,3,-1,0,2.09,1.863,0.4524,1
203.38,203.38,4,-1,0,2.09,2.0247,0.4768,1
268.43,225.91,6,211.65,0,2.09,3.9465,0.641,1
301.3,233.22,6,211.65,0,2.09,3.7683,0.6093,1
333.62,258.26,6,211.65,0,2.09,3.7582,0.6143,1
218.1,185.23,2,211.65,0,2.09,3.7347,0.6082,1
282.76,265.65,8,211.65,0,2.09,3.7683,0.6171,2
239.3,132.96,0,211.65,0,2.09,3.775,0.6201,2
197.94,181.77,5,211.65,0,2.09,3.849,0.6289,2
237.57,194.24,6,211.65,0,2.09,3.7347,0.6026,2
295.52,244.26,4,211.65,0,2.09,4.0003,0.6449,2
397.24,351.09,7.98,211.65,-0.0001,2.09,4.1818,0.7148,2
269.22,261.51,6,211.65,0,2.09,3.7818,0.6301,2
224.06,200.28,6,211.65,0,2.09,4.1784,0.6695,2
397.7,307.78,6,211.65,0,2.09,4.0776,0.6506,1
239.3,132.96,0,211.65,0,2.09,3.0883,0.5465,2
197.94,181.77,5,211.65,0,2.09,3.6369,0.6,2
237.57,194.24,6,211.65,0,2.09,3.3659,0.5512,1
295.52,244.26,4,211.65,0,2.09,3.053,0.5172,1
397.24,351.09,7.98,211.65,-0.0001,2.09,3.0318,0.5102,2
238.74,220.5,3,211.65,0,2.09,3.6749,0.6006,2
224.06,200.28,6,211.65,0,2.09,3.8268,0.6924,1
207.08,189.33,6,-1,0,2.09,3.771,0.6124,1
203.38,203.38,4,-1,0,2.09,3.5303,0.5821,2
237.57,194.24,6,-1,0,2.09,3.5054,0.571,2
211.8,211.8,2,211.65,0,2.09,3.7414,0.6351,2
211.8,211.8,2,211.65,0,2.09,3.7313,0.593,2
211.8,211.8,2,211.65,0,2.09,3.7582,0.6164,2
211.8,211.8,2,211.65,0,2.09,3.8221,0.6238,2
211.8,211.8,2,211.65,0,2.09,3.8288,0.6261,2
211.8,211.8,2,211.65,0,2.09,3.8087,0.6142,2
282.76,265.65,8,211.65,0,2.09,3.7357,0.6209,2
282.76,265.65,8,211.65,0,2.09,4.5472,0.7143,2
282.76,265.65,8,211.65,0,2.09,2.9989,0.5014,2
282.76,265.65,8,211.65,0,2.09,3.7613,0.6061,2
282.76,265.65,8,211.65,0,2.09,3.7397,0.6029,2
237.57,194.24,6,211.65,0,2.09,3.7895,0.5926,2
237.57,194.24,6,211.65,0,2.09,4.5559,0.7154,2
237.57,194.24,6,211.65,0,2.09,3.7367,0.6026,2
237.57,194.24,6,211.65,0,2.09,3.812,0.6129,2
237.57,194.24,6,211.65,0,2.09,3.7754,0.6084,2
237.57,194.24,6,211.65,0,2.09,3.774,0.6078,2
239.3,132.96,0,-1,0,2.09,3.49,0.5719,1
397.24,351.09,7.98,-1,-0.0001,2.09,3.9448,0.7224,2
346.48,293.38,10,-1,0,2.09,3.8016,0.6173,1
218.1,185.23,2,-1,0,2.09,3.7522,0.6094,2
282.76,265.65,8,-1,0,2.09,3.9848,0.6355,1
310.74,287.07,1.01,-1,-0.0032,2.09,5.4481,0.8448,2
275.81,239.3,2,-1,0,2.09,4.607,0.731,2
273.23,244.65,0.97,-1,-0.0028,2.09,3.6443,0.6076,2
211.8,211.8,2,211.65,0,2.09,3.7599,0.6231,2
211.8,211.8,2,211.65,0,2.09,4.5038,0.7093,2
211.8,211.8,2,211.65,0,2.09,2.9894,0.4994,2
211.8,211.8,2,211.65,0,2.09,3.8124,0.6133,2
211.8,211.8,2,211.65,0,2.09,3.7519,0.6046,2
282.76,265.65,8,211.65,0,2.09,4.5132,0.7096,2
282.76,265.65,8,211.65,0,2.09,2.9982,0.5013,2
282.76,265.65,8,211.65,0,2.09,3.7643,0.6061,2
282.76,265.65,8,211.65,0,2.09,3.7394,0.6029,2
282.76,265.65,8,211.65,0,2.09,3.7656,0.6073,2
282.76,265.65,8,211.65,0,2.09,3.7401,0.6035,2
237.57,194.24,6,211.65,0,2.09,3.7542,0.6223,1
237.57,194.24,6,211.65,0,2.09,3.7542,0.5869,1
237.57,194.24,6,211.65,0,2.09,4.4843,0.7067,1
237.57,194.24,6,211.65,0,2.09,3.7428,0.6049,1
237.57,194.24,6,211.65,0,2.09,3.7562,0.6055,1
237.57,194.24,6,211.65,0,2.09,3.7364,0.6042,1
237.57,194.24,6,211.65,0,2.09,3.7488,0.6217,1
237.57,194.24,6,211.65,0,2.09,3.7374,0.5859,1
237.57,194.24,6,211.65,0,2.09,4.4924,0.708,1
237.57,194.24,6,211.65,0,2.09,3.7438,0.6037,1
237.57,194.24,6,211.65,0,2.09,3.7519,0.6073,1
237.57,194.24,6,211.65,0,2.09,3.7552,0.6066,1
237.57,194.24,6,211.65,0,2.09,3.7892,0.6276,2
237.57,194.24,6,211.65,0,2.09,4.5052,0.7084,1
237.57,194.24,6,211.65,0,2.09,3.0089,0.5021,1
237.57,194.24,6,211.65,0,2.09,3.7522,0.6048,1
237.57,194.24,6,211.65,0,2.09,3.7609,0.6077,1
237.57,194.24,6,211.65,0,2.09,3.7468,0.6046,1
237.57,194.24,6,211.65,0,2.09,3.7791,0.6089,1
237.57,194.24,6,211.65,0,2.09,3.7438,0.6217,1
237.57,194.24,6,211.65,0,2.09,3.7562,0.6296,1
237.57,194.24,6,211.65,0,2.09,4.5018,0.7086,1
237.57,194.24,6,211.65,0,2.09,3.0184,0.5082,1
237.57,194.24,6,211.65,0,2.09,3.7592,0.6065,1
237.57,194.24,6,211.65,0,2.09,3.7532,0.6099,1
237.57,194.24,6,211.65,0,2.09,3.7505,0.61,1
237.57,194.24,6,211.65,0,2.09,3.8073,0.613,1
211.8,211.8,2,211.65,0,2.09,3.7532,0.6232,2
211.8,211.8,2,211.65,0,2.09,3.7609,0.5893,1
211.8,211.8,2,211.65,0,2.09,4.4884,0.7062,1
211.8,211.8,2,211.65,0,2.09,3.0039,0.503,1
211.8,211.8,2,211.65,0,2.09,3.7408,0.6042,1
211.8,211.8,2,211.65,0,2.09,3.7445,0.6041,1
211.8,211.8,2,211.65,0,2.09,3.7596,0.6234,1
211.8,211.8,2,211.65,0,2.09,4.5015,0.709,1
211.8,211.8,2,211.65,0,2.09,3.0227,0.5042,1
211.8,211.8,2,211.65,0,2.09,3.7559,0.6063,1
211.8,211.8,2,211.65,0,2.09,3.7451,0.604,1
211.8,211.8,2,211.65,0,2.09,3.7707,0.6099,1
211.8,211.8,2,211.65,0,2.09,3.7458,0.6219,1
211.8,211.8,2,211.65,0,2.09,4.5132,0.7099,1
211.8,211.8,2,211.65,0,2.09,2.9931,0.501,1
211.8,211.8,2,211.65,0,2.09,3.766,0.608,1
211.8,211.8,2,211.65,0,2.09,3.7559,0.6059,1
211.8,211.8,2,211.65,0,2.09,3.767,0.6068,1
211.8,211.8,2,211.65,0,2.09,3.7619,0.6239,1
211.8,211.8,2,211.65,0,2.09,3.773,0.5903,1
211.8,211.8,2,211.65,0,2.09,3.013,0.5028,1
211.8,211.8,2,211.65,0,2.09,3.7438,0.6058,1
211.8,211.8,2,211.65,0,2.09,3.7589,0.6055,1
211.8,211.8,2,211.65,0,2.09,3.7465,0.6038,1
397.24,351.09,7.98,-1,-0.0001,2.09,3.6197,0.6107,1
397.24,351.09,7.98,-1,-0.0001,2.09,4.2436,0.6713,1
397.24,351.09,7.98,-1,-0.0001,2.09,3.9909,0.6172,1
397.24,351.09,7.98,-1,-0.0001,2.09,2.9131,0.4899,2
295.52,244.26,4,211.65,0,2.09,3.687,0.5949,2
295.52,244.26,4,211.65,0,2.09,3.5818,0.579,2
295.52,244.26,4,211.65,0,2.09,3.5491,0.5751,2
295.52,244.26,4,211.65,0,2.09,3.4342,0.5676,2
295.52,244.26,4,211.65,0,2.09,3.5858,0.5855,2
295.52,244.26,4,211.65,0,2.09,3.8984,0.6263,2
295.52,244.26,4,211.65,0,2.09,3.7734,0.6111,2
295.52,244.26,4,211.65,0,2.09,3.8463,0.6172,2
211.8,211.8,2,211.65,0,2.09,4.4897,0.7081,1
211.8,211.8,2,211.65,0,2.09,3.7613,0.6058,1
211.8,211.8,2,211.65,0,2.09,3.8379,0.6175,1
211.8,211.8,2,211.65,0,2.09,3.7354,0.6038,1
211.8,211.8,2,211.65,0,2.09,3.7603,0.6058,1
211.8,211.8,1.95,-1,-0.0004,1.865,0.0867,0.0362,1
211.8,211.8,1.95,-1,-0.0001,1.865,0.6637,0.1408,1
237.57,194.24,6,-1,0,1.865,0.0843,0.0362,1
237.57,194.24,6,-1,0,1.865,0.2769,0.0708,1
237.57,194.24,6,-1,0,1.865,0.0838,0.036,1
237.57,194.24,6,-1,0,1.865,0.0811,0.0353,2
237.57,194.24,6,-1,0,1.865,0.2755,0.0709,1
405.37,358.69,6.97,-1,-0.0061,1.865,0.2432,0.0842,1
405.37,358.69,7.01,-1,-0.0077,1.865,0.087,0.0367,1
207.08,189.33,5.91,-1,-0.0007,1.865,0.089,0.0377,2
207.08,189.33,5.91,-1,-0.0008,1.865,0.2749,0.0726,1
207.08,189.33,6,-1,0,1.865,0.6659,0.1412,1
207.08,189.33,6,-1,0,1.865,0.5873,0.1821,2
207.08,189.33,6,-1,0,1.865,0.6628,0.1419,1
207.08,189.33,6,-1,0,1.865,0.6625,0.1414,1
207.08,189.33,6,-1,0,1.865,0.5845,0.1823,1
281.27,216.3,0,-1,-0.0172,1.865,0.0829,0.0363,1
281.27,216.3,0,-1,-0.009,1.865,0.4686,0.1085,1
281.27,216.3,0,-1,-0.0162,1.865,0.087,0.0369,1
281.27,216.3,0,-1,-0.0132,1.865,0.2439,0.0848,1
281.27,216.3,0.21,-1,-0.0153,1.865,0.0872,0.0368,1
273.23,244.65,0.97,-1,-0.001,1.865,0.0829,0.0374,1
295.52,244.26,4,211.65,0,2.09,3.7051,0.5992,2
295.52,244.26,4,211.65,0,2.09,3.7875,0.6095,2
295.52,244.26,4,211.65,0,2.09,3.6769,0.5934,2
295.52,244.26,4,211.65,0,2.09,3.7132,0.6023,2
295.52,244.26,4,211.65,0,2.09,3.6823,0.5981,2
295.52,244.26,4,211.65,0,2.09,3.73,0.6047,2
295.52,244.26,4,211.65,0,2.09,3.7145,0.6049,2
295.52,244.26,4,211.65,0,2.09,3.8114,0.6114,2
295.52,244.26,4,211.65,0,2.09,3.7118,0.5981,2
397.24,351.09,7.98,-1,-0.0001,2.09,3.3979,0.5561,1
397.24,351.09,7.98,-1,-0.0001,2.09,3.415,0.5609,1
397.24,351.09,7.98,-1,-0.0001,2.09,3.5888,0.5815,1
397.24,351.09,7.98,-1,-0.0001,2.09,3.4759,0.5712,2
397.24,351.09,7.98,-1,-0.0001,2.09,3.5051,0.5806,1
397.24,351.09,7.98,-1,-0.0001,2.09,3.5807,0.5827,2
446.89,341.49,2,-1,-0.0026,2.09,3.1222,0.517,2
258.23,222.38,4,-1,0,2.09,4.4944,0.7083,2
258.23,222.38,4,-1,0,2.09,1.8821,0.433,2
281.27,216.3,0.73,-1,-0.0039,1.9467,1.9685,0.4897,2
281.27,216.3,0.73,-1,-0.0045,2.09,1.9161,0.4363,1
284.53,259.02,5,-1,-0.0015,1.865,0.3676,0.1424,2
284.53,259.02,5,-1,-0.0019,1.865,0.3833,0.1485,2
284.53,259.02,5,-1,-0.0015,1.865,0.3797,0.1477,2
405.37,358.69,6.97,-1,-0.0077,2.09,0.1953,0.0418,1
405.37,358.69,6.97,-1,-0.0007,2.09,0.579,0.2033,2
301.3,233.22,6,-1,0,2.09,0.4264,0.1644,1
301.3,233.22,6,-1,0,2.09,0.4266,0.1547,1
301.3,233.22,6,-1,0,2.09,0.5476,0.148,2
301.3,233.22,6,-1,0,2.09,0.3432,0.0649,1
301.3,233.22,6,-1,0,2.09,0.3432,0.0649,1
301.3,233.22,6,-1,0,2.09,0.3432,0.0649,1
301.3,233.22,6,-1,0,2.09,0.8025,0.2551,1
301.3,233.22,6,-1,0,2.09,0.4946,0.1632,1
237.57,194.24,6,-1,0,1.63,0.3444,0.1962,1
237.57,194.24,6,-1,0,1.63,1.1372,0.648,1
237.57,194.24,6,-1,0,1.63,3.5298,2.0113,2
237.57,194.24,6,-1,0,1.63,0.3568,0.2033,1
237.57,194.24,6,-1,0,1.63,0.3535,0.2014,1
301.3,233.22,6,-1,0,1.865,0.3717,0.1448,2
301.3,233.22,6,-1,0,1.865,0.393,0.1495,1
301.3,233.22,6,-1,0,1.865,0.3717,0.1448,2
301.3,233.22,6,-1,0,1.865,0.393,0.1495,1
301.3,233.22,6,-1,0,1.865,0.374,0.1442,2
405.37,358.69,6.97,-1,-0.0018,1.865,0.374,0.1454,2
