@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R39,41,85,96,164,240,254,267,274'

@attribute orgvanderwaalsMin numeric
@attribute orgASA+Min numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute oxlikevanderwaalsMax numeric
@attribute orgacc-waterdonratio numeric
@attribute PaulingElectronegMean numeric
@attribute hardnessMaxWeighted numeric
@attribute AtomicRadiusMeanWeighted numeric
@attribute outcome {1,2}

@data
237.57,194.24,6,-1,0,2.16,0.9424,0.5848,2
237.57,194.24,6,-1,0,2.16,0.809,0.502,2
237.57,194.24,6,-1,0,2.16,0.8043,0.4991,2
237.57,194.24,6,-1,0,2.16,0.4631,0.2874,2
237.57,194.24,6,-1,0,2.16,0.9279,0.5758,2
237.57,194.24,6,-1,0,2.16,0.4946,0.3069,2
237.57,194.24,6,-1,0,2.16,0.6792,0.4215,2
237.57,194.24,6,-1,0,2.16,0.682,0.4232,2
237.57,194.24,6,-1,0,2.16,0.2453,0.1522,2
237.57,194.24,6,-1,0,2.16,0.8073,0.5009,2
301.3,233.22,6,-1,0,2.16,1.2817,0.7953,2
365.55,282.95,6,-1,0,2.16,0.5973,0.3707,2
365.55,282.95,6,-1,0,2.16,0.2668,0.1655,2
397.7,307.78,6,-1,0,2.16,0.5997,0.3721,2
397.7,307.78,6,-1,0,2.16,0.2682,0.1665,2
268.43,225.91,6,-1,0,2.16,1.3049,0.8097,2
268.43,225.91,6,-1,0,2.16,0.2882,0.1789,2
268.43,225.91,6,-1,0,2.16,1.3049,0.8097,2
268.43,225.91,6,-1,0,2.16,0.6137,0.3808,2
268.43,225.91,6,-1,0,2.16,0.2693,0.1671,2
268.43,225.91,6,-1,0,2.16,1.2825,0.7958,2
268.43,225.91,6,-1,0,2.16,0.2744,0.1703,2
268.43,225.91,6,-1,0,2.16,1.291,0.8011,2
237.57,194.24,6,-1,0,2.16,0.6001,0.3724,2
237.57,194.24,6,-1,0,2.16,0.2138,0.1327,2
237.57,194.24,6,-1,0,2.16,0.2108,0.1308,2
237.57,194.24,6,-1,0,2.16,0.6041,0.3749,2
237.57,194.24,6,-1,0,2.16,0.9951,0.6175,2
237.57,194.24,6,-1,0,2.16,0.6146,0.3813,2
237.57,194.24,6,-1,0,2.16,0.2125,0.1319,2
237.57,194.24,6,-1,0,2.16,0.9926,0.6159,2
237.57,194.24,6,-1,0,2.16,0.6088,0.3778,2
237.57,194.24,6,-1,0,2.16,0.9919,0.6155,2
237.57,194.24,6,-1,0,2.16,0.6061,0.3761,2
237.57,194.24,6,-1,0,2.16,1.0013,0.6213,2
268.43,225.91,6,-1,0,2.16,0.1855,0.1151,2
268.43,225.91,6,-1,0,2.16,0.4842,0.3004,2
268.43,225.91,6,-1,0,2.16,0.739,0.4586,2
268.43,225.91,6,-1,0,2.16,0.1844,0.1144,2
268.43,225.91,6,-1,0,2.16,1.0362,0.643,2
268.43,225.91,6,-1,0,2.16,0.4959,0.3077,2
268.43,225.91,6,-1,0,2.16,1.0324,0.6406,2
268.43,225.91,6,-1,0,2.16,0.488,0.3028,1
268.43,225.91,6,-1,0,2.16,0.1806,0.1121,2
268.43,225.91,6,-1,0,2.16,1.0268,0.6372,2
268.43,225.91,6,-1,0,2.16,0.7328,0.4547,2
268.43,225.91,6,-1,0,2.16,0.3533,0.2193,1
268.43,225.91,6,-1,0,2.16,0.8462,0.5251,2
268.43,225.91,6,-1,0,2.16,0.5973,0.3707,2
268.43,225.91,6,-1,0,2.16,0.1164,0.0722,2
268.43,225.91,6,-1,0,2.16,1.0843,0.6728,2
268.43,225.91,6,-1,0,2.16,0.3725,0.2311,1
268.43,225.91,6,-1,0,2.16,0.8584,0.5326,2
268.43,225.91,6,-1,0,2.16,0.6069,0.3766,2
268.43,225.91,6,-1,0,2.16,0.1198,0.0743,2
268.43,225.91,6,-1,0,2.16,0.358,0.2222,1
268.43,225.91,6,-1,0,2.16,0.8435,0.5234,2
301.3,233.22,6,-1,0,2.16,0.1761,0.1093,2
301.3,233.22,6,-1,0,2.16,0.1785,0.1107,2
301.3,233.22,6,-1,0,2.16,1.0232,0.6349,2
301.3,233.22,6,-1,0,2.16,0.1949,0.1209,2
301.3,233.22,6,-1,0,2.16,1.0256,0.6364,2
301.3,233.22,6,-1,0,2.16,0.1806,0.1121,2
301.3,233.22,6,-1,0,2.16,0.3589,0.2227,2
301.3,233.22,6,-1,0,2.16,0.4791,0.2973,2
301.3,233.22,6,-1,0,2.16,0.7388,0.4584,2
301.3,233.22,6,-1,0,2.16,0.8481,0.5263,2
301.3,233.22,6,-1,0,2.16,0.725,0.4499,2
301.3,233.22,6,-1,0,2.16,0.8424,0.5227,2
301.3,233.22,6,-1,0,2.16,0.3599,0.2233,2
301.3,233.22,6,-1,0,2.16,0.4937,0.3064,2
301.3,233.22,6,-1,0,2.16,0.7214,0.4476,2
237.57,194.24,6,-1,0,2.16,0.4084,0.2534,2
237.57,194.24,6,-1,0,2.16,0.405,0.2513,2
237.57,194.24,6,-1,0,2.16,0.4033,0.2503,2
237.57,194.24,6,-1,0,2.16,0.4127,0.2561,2
237.57,194.24,6,-1,0,2.16,0.4823,0.2992,2
333.62,258.26,6,-1,0,2.16,0.1849,0.1147,2
333.62,258.26,6,-1,0,2.16,0.3687,0.2288,2
333.62,258.26,6,-1,0,2.16,0.7297,0.4528,2
333.62,258.26,6,-1,0,2.16,0.8437,0.5235,2
333.62,258.26,6,-1,0,2.16,1.0392,0.6448,2
333.62,258.26,6,-1,0,2.16,0.4903,0.3043,2
333.62,258.26,6,-1,0,2.16,0.3731,0.2315,2
333.62,258.26,6,-1,0,2.16,0.495,0.3072,2
333.62,258.26,6,-1,0,2.16,0.6093,0.378,2
333.62,258.26,6,-1,0,2.16,0.7211,0.4475,2
333.62,258.26,6,-1,0,2.16,1.0366,0.6432,2
333.62,258.26,6,-1,0,2.16,0.485,0.301,2
333.62,258.26,6,-1,0,2.16,0.6075,0.377,2
333.62,258.26,6,-1,0,2.16,0.7205,0.4471,2
333.62,258.26,6,-1,0,2.16,0.8454,0.5246,2
333.62,258.26,6,-1,0,2.16,0.1823,0.1131,2
333.62,258.26,6,-1,0,2.16,0.3599,0.2233,2
333.62,258.26,6,-1,0,2.16,0.4865,0.3019,2
333.62,258.26,6,-1,0,2.16,0.7226,0.4484,2
333.62,258.26,6,-1,0,2.16,0.8409,0.5218,2
365.55,282.95,6,-1,0,2.16,0.18,0.1117,2
365.55,282.95,6,-1,0,2.16,0.3565,0.2212,1
365.55,282.95,6,-1,0,2.16,0.6103,0.3787,1
365.55,282.95,6,-1,0,2.16,0.7322,0.4543,2
365.55,282.95,6,-1,0,2.16,0.8588,0.5329,2
365.55,282.95,6,-1,0,2.16,0.3627,0.2251,1
365.55,282.95,6,-1,0,2.16,0.4935,0.3062,2
365.55,282.95,6,-1,0,2.16,0.7254,0.4501,2
365.55,282.95,6,-1,0,2.16,0.8462,0.5251,2
365.55,282.95,6,-1,0,2.16,1.0449,0.6484,2
365.55,282.95,6,-1,0,2.16,0.181,0.1123,1
365.55,282.95,6,-1,0,2.16,0.3587,0.2226,1
365.55,282.95,6,-1,0,2.16,0.7367,0.4571,2
365.55,282.95,6,-1,0,2.16,0.8452,0.5244,2
282.76,265.65,8,220.06,0,2.09,2.2086,0.3911,2
275.81,239.3,1.99,220.06,0,2.09,2.2311,0.4036,2
340.09,267.29,2,211.65,0,2.09,0.4148,0.1444,1
294.5,268.62,0.88,220.06,-0.0038,2.09,0.7456,0.1884,1
340.09,267.29,2,-1,0,2.09,2.2815,0.3998,2
340.09,267.29,2,-1,0,2.09,2.2317,0.3936,2
282.76,265.65,8,-1,0,2.09,2.2391,0.3937,2
310.74,287.07,1.01,-1,-0.0021,2.09,2.3003,0.4019,1
310.74,287.07,1.01,-1,-0.0037,2.09,2.5118,0.4343,1
275.81,239.3,2,-1,0,2.09,2.2112,0.3915,2
258.23,222.38,4,220.06,0,2.09,2.2311,0.3925,2
281.27,216.3,0.73,220.06,-0.003,2.09,2.2176,0.3932,2
310.74,287.07,0.93,220.06,-0.0022,2.09,2.2233,0.3937,2
275.81,239.3,1.99,220.06,0,2.09,2.2549,0.3962,1
294.5,268.62,0.88,220.06,-0.0035,2.09,2.2435,0.3938,2
197.94,181.77,5,220.06,0,2.09,2.2667,0.3985,1
207.08,189.33,6,220.06,0,2.09,2.2993,0.4038,2
281.27,216.3,0.73,-1,-0.0036,2.09,1.0942,0.2429,2
281.27,216.3,0.03,-1,-0.0052,2.09,1.0707,0.2404,1
258.23,222.38,4,-1,0,2.09,2.3208,0.4048,2
258.23,222.38,4,-1,0,2.09,1.1799,0.2514,2
258.23,222.38,4,-1,0,2.09,1.0885,0.2369,1
258.23,222.38,4,-1,0,2.09,0.3903,0.1402,1
282.76,265.65,8,-1,0,2.09,2.2408,0.4067,2
282.76,265.65,8,-1,0,2.09,0.4592,0.1465,1
275.81,239.3,1.99,-1,0,2.09,0.4125,0.1433,2
275.81,239.3,1.99,-1,0,2.09,0.4088,0.1364,2
282.76,265.65,8,-1,0,2.09,2.22,0.3883,2
282.76,265.65,8,-1,0,2.09,3.8164,0.6119,2
282.76,265.65,8,-1,0,2.09,3.7169,0.5953,2
258.23,222.38,4,220.06,0,2.09,2.258,0.396,2
275.81,239.3,1.99,220.06,0,2.09,2.2711,0.3986,2
269.22,261.51,5.99,220.06,0,2.09,2.3672,0.4117,2
211.8,211.8,2,220.06,0,2.09,2.22,0.3915,2
340.09,267.29,2,220.06,0,2.09,2.178,0.3864,2
294.5,268.62,0.88,220.06,-0.0035,2.09,2.2109,0.3881,1
207.08,189.33,6,220.06,0,2.09,2.1864,0.3867,2
239.3,132.96,0,220.06,0,2.09,2.2486,0.3947,2
237.57,194.24,6,220.06,0,2.09,2.217,0.3919,2
275.81,239.3,1.99,-1,0,2.09,2.2428,0.409,2
282.76,265.65,8,-1,0,2.09,1.9285,0.3543,2
282.76,265.65,8,-1,0,2.09,1.5003,0.2911,2
211.8,211.8,2,220.06,0,2.09,1.4804,0.2882,2
207.08,189.33,6,220.06,0,2.09,1.5009,0.2919,2
275.81,239.3,1.99,220.06,0,2.09,1.5191,0.302,1
238.74,220.5,3,220.06,0,2.09,1.5255,0.2956,2
281.27,216.3,0.73,-1,-0.0053,2.09,3.7569,0.6009,2
238.74,220.5,3,-1,0,2.09,3.7848,0.6098,1
275.81,239.3,1.99,-1,0,2.09,3.9825,0.6376,2
294.5,268.62,0.88,-1,-0.005,2.09,3.8268,0.6129,2
282.76,265.65,8,-1,0,2.09,2.9538,0.4939,2
282.76,265.65,8,-1,0,2.09,3.7344,0.6057,2
365.55,282.95,6,-1,0,2.16,0.1757,0.109,1
365.55,282.95,6,-1,0,2.16,0.3565,0.2212,1
365.55,282.95,6,-1,0,2.16,0.4797,0.2977,2
365.55,282.95,6,-1,0,2.16,0.6039,0.3747,2
365.55,282.95,6,-1,0,2.16,0.8537,0.5297,2
365.55,282.95,6,-1,0,2.16,1.0447,0.6482,2
237.57,194.24,6,-1,0,2.16,0.2155,0.1337,2
237.57,194.24,6,-1,0,2.16,0.2134,0.1324,2
237.57,194.24,6,-1,0,2.16,0.9845,0.6109,2
237.57,194.24,6,-1,0,2.16,0.9847,0.611,2
237.57,194.24,6,-1,0,2.16,0.3082,0.1913,2
237.57,194.24,6,-1,0,2.16,0.2982,0.1851,2
268.43,225.91,6,-1,0,2.16,0.1096,0.068,2
268.43,225.91,6,-1,0,2.16,0.1038,0.0644,2
301.3,233.22,6,-1,0,2.16,0.6046,0.3751,2
301.3,233.22,6,-1,0,2.16,1.0317,0.6402,2
333.62,258.26,6,-1,0,2.16,0.6101,0.3786,1
333.62,258.26,6,-1,0,2.16,0.5954,0.3695,2
284.53,259.02,4.99,-1,-0.0014,1.865,0.4211,0.1301,2
284.53,259.02,4.99,-1,-0.0025,1.865,0.2116,0.0923,2
284.53,259.02,4.99,-1,-0.0008,1.865,0.5941,0.1422,2
284.53,259.02,4.99,-1,-0.0008,1.865,0.5203,0.1711,2
284.53,259.02,4.99,-1,-0.0035,1.865,0.1286,0.0552,2
284.53,259.02,4.99,-1,-0.002,1.865,0.2973,0.1154,2
284.53,259.02,4.99,-1,-0.0016,1.865,0.2824,0.1224,2
289.27,244.99,0.99,-1,-0.0015,1.865,0.352,0.1343,2
281.27,216.3,0,-1,-0.0026,1.865,0.3771,0.1456,2
281.27,216.3,0,-1,-0.0076,1.865,0.2095,0.0908,2
281.27,216.3,0,-1,-0.0022,1.865,0.3384,0.1535,2
281.27,216.3,0,-1,-0.0041,1.865,0.3387,0.105,2
281.27,216.3,0,-1,-0.0041,1.865,0.2989,0.1158,2
281.27,216.3,0,-1,-0.0015,1.865,0.5902,0.1429,2
281.27,216.3,0,-1,-0.0016,1.865,0.5334,0.1748,2
281.27,216.3,0,-1,-0.0014,1.865,0.4789,0.1503,2
281.27,216.3,0,-1,-0.0014,1.865,0.4205,0.1655,2
281.27,216.3,0,-1,-0.006,1.865,0.2559,0.0743,2
281.27,216.3,0,-1,-0.0032,1.865,0.4202,0.1414,2
284.53,259.02,4.99,-1,-0.0013,1.865,0.4207,0.1289,2
284.53,259.02,4.99,-1,-0.0013,1.865,0.3707,0.1433,2
284.53,259.02,4.99,-1,-0.0026,1.865,0.2106,0.0911,2
284.53,259.02,4.99,-1,-0.0011,1.865,0.3398,0.1463,2
284.53,259.02,4.99,-1,-0.002,1.865,0.3368,0.1039,2
284.53,259.02,4.99,-1,-0.0017,1.865,0.2883,0.1227,2
284.53,259.02,4.99,-1,-0.0009,1.865,0.5309,0.1755,2
284.53,259.02,4.99,-1,-0.0035,1.865,0.1408,0.0584,2
284.53,259.02,4.99,-1,-0.0008,1.865,0.4268,0.1671,2
284.53,259.02,4.99,-1,-0.0017,1.865,0.426,0.1415,2
284.53,259.02,4.99,-1,-0.0029,1.865,0.2496,0.0919,1
289.27,244.99,0.99,-1,-0.0013,1.865,0.3707,0.1447,2
237.57,194.24,5.98,-1,-0.0001,1.865,0.2156,0.0931,2
224.64,205.02,3.7,-1,-0.0005,1.865,0.2752,0.1282,2
224.64,205.02,3.7,-1,-0.0009,1.865,0.3699,0.1426,2
224.64,205.02,3.7,-1,-0.0005,1.865,0.3328,0.142,2
212.76,186.94,4.7,-1,-0.0005,1.865,0.3525,0.1483,2
221.19,182.64,4.71,-1,-0.0005,1.865,0.3362,0.1428,2
221.19,182.64,4.71,-1,-0.0005,1.865,0.2764,0.1278,2
221.19,182.64,4.71,-1,-0.0004,1.865,0.335,0.1411,2
352.79,269.11,1.02,-1,-0.0034,1.865,0.4063,0.1776,2
352.79,269.11,1.02,-1,-0.0037,1.865,0.404,0.1748,2
352.79,269.11,1.02,-1,-0.0033,1.865,0.4063,0.1765,2
352.79,269.11,1.02,-1,-0.0033,1.865,0.4083,0.1775,2
352.79,269.11,1.02,-1,-0.0023,1.865,0.4112,0.1766,2
352.79,269.11,1.02,-1,-0.0023,1.865,0.4127,0.1742,2
352.79,269.11,1.02,-1,-0.0022,1.865,0.4073,0.1886,2
352.79,269.11,1.02,-1,-0.0023,1.865,0.4052,0.1768,2
352.79,269.11,1.02,-1,-0.0023,1.865,0.4467,0.2018,2
352.79,269.11,1.02,-1,-0.0023,1.865,0.4024,0.1747,2
213.24,174.09,5.49,-1,-0.0055,1.865,1.0369,0.2968,2
239.3,132.96,0,-1,0,1.865,1.0041,0.2932,2
215.61,200.73,4.96,-1,-0.0001,1.865,0.3677,0.1499,2
203.38,203.38,3.94,-1,-0.0056,2.16,0.3614,0.2243,2
203.38,203.38,3.94,-1,-0.0047,2.16,0.485,0.301,2
203.38,203.38,3.94,-1,-0.0034,2.16,0.7443,0.4619,2
203.38,203.38,3.94,-1,-0.0023,2.16,0.8492,0.5269,2
203.38,203.38,3.94,-1,-0.0011,2.16,1.0305,0.6394,2
203.38,203.38,3.94,-1,-0.0024,2.16,0.4871,0.3023,2
203.38,203.38,3.94,-1,-0.0015,2.16,0.729,0.4524,2
203.38,203.38,3.94,-1,-0.0011,2.16,0.8522,0.5288,2
203.38,203.38,3.94,-1,-0.0006,2.16,1.0332,0.6411,2
203.38,203.38,3.94,-1,-0.0022,2.16,0.1795,0.1114,2
203.38,203.38,3.94,-1,-0.0016,2.16,0.4929,0.3058,2
203.38,203.38,3.94,-1,-0.0014,2.16,0.6199,0.3846,2
203.38,203.38,3.94,-1,-0.0011,2.16,0.7352,0.4562,2
203.38,203.38,3.94,-1,-0.0007,2.16,0.843,0.5231,2
203.38,203.38,3.94,-1,-0.0014,2.16,0.3529,0.219,2
203.38,203.38,3.94,-1,-0.0012,2.16,0.4903,0.3043,2
203.38,203.38,3.94,-1,-0.0007,2.16,0.7267,0.4509,2
203.38,203.38,3.94,-1,-0.0006,2.16,0.846,0.525,2
310.93,253.77,6,-1,0,2.16,0.1812,0.1125,2
310.93,253.77,6,-1,0,2.16,0.5914,0.367,1
310.93,253.77,6,-1,0,2.16,0.859,0.533,2
310.93,253.77,6,-1,0,2.16,1.0413,0.6461,2
203.38,203.38,3.94,-1,-0.0095,2.16,0.1242,0.0771,2
203.38,203.38,3.94,-1,-0.0001,2.16,1.1066,0.6867,2
301.3,233.22,6,-1,0,2.16,0.7286,0.4521,2
301.3,233.22,6,-1,0,2.16,0.7265,0.4508,2
301.3,233.22,6,-1,0,2.16,0.4803,0.2981,2
301.3,233.22,6,-1,0,2.16,0.4861,0.3016,2
301.3,233.22,6,-1,0,2.16,1.0813,0.671,2
301.3,233.22,6,-1,0,2.16,0.1293,0.0803,2
301.3,233.22,6,-1,0,2.16,0.1266,0.0785,2
301.3,233.22,6,-1,0,2.16,0.612,0.3798,2
301.3,233.22,6,-1,0,2.16,1.1598,0.7197,2
301.3,233.22,6,-1,0,2.16,1.1677,0.7245,2
301.3,233.22,6,-1,0,2.16,1.1575,0.7182,2
301.3,233.22,6,-1,0,2.16,1.1672,0.7243,2
333.62,258.26,6,-1,0,2.16,1.1281,0.7,2
333.62,258.26,6,-1,0,2.16,1.1219,0.6962,2
237.57,194.24,6,-1,0,2.16,1.0945,0.6791,2
237.57,194.24,6,-1,0,2.16,1.0894,0.676,2
237.57,194.24,6,-1,0,2.16,0.1272,0.0789,2
237.57,194.24,6,-1,0,2.16,0.1157,0.0718,2
237.57,194.24,6,-1,0,2.16,0.1189,0.0738,2
237.57,194.24,6,-1,0,2.16,0.4827,0.2995,2
237.57,194.24,6,-1,0,2.16,0.2378,0.1476,2
237.57,194.24,6,-1,0,2.16,0.4882,0.3029,2
237.57,194.24,6,-1,0,2.16,0.377,0.2339,1
237.57,194.24,6,-1,0,2.16,0.2423,0.1503,2
237.57,194.24,6,-1,0,2.16,0.2429,0.1507,2
333.62,258.26,6,-1,0,2.16,0.484,0.3003,2
237.57,194.24,6,-1,0,2.16,0.0606,0.0376,2
237.57,194.24,6,-1,0,2.16,0.0589,0.0366,1
237.57,194.24,6,-1,0,2.16,0.0634,0.0393,2
301.3,233.22,6,-1,0,2.16,0.846,0.525,2
301.3,233.22,6,-1,0,2.16,0.8454,0.5246,2
301.3,233.22,6,-1,0,2.16,0.8469,0.5255,2
301.3,233.22,6,-1,0,2.16,0.966,0.5994,2
301.3,233.22,6,-1,0,2.16,0.963,0.5976,2
301.3,233.22,6,-1,0,2.16,0.9664,0.5997,2
237.57,194.24,6,-1,0,2.16,0.1749,0.1085,2
237.57,194.24,6,-1,0,2.16,0.1829,0.1135,2
237.57,194.24,6,-1,0,2.16,0.1802,0.1118,2
237.57,194.24,6,-1,0,2.16,0.1827,0.1134,2
237.57,194.24,6,-1,0,2.16,0.1857,0.1152,2
310.93,253.77,6,-1,0,2.16,0.4765,0.2957,2
310.93,253.77,6,-1,0,2.16,0.7207,0.4472,2
310.93,253.77,6,-1,0,2.16,0.2404,0.1492,2
310.93,253.77,6,-1,0,2.16,0.4946,0.3069,2
310.93,253.77,6,-1,0,2.16,0.7284,0.452,2
310.93,253.77,6,-1,0,2.16,0.9864,0.6121,2
313.93,203.76,6.05,-1,-0.6109,2.16,0.1781,0.1105,1
313.93,203.76,6.05,-1,-0.0522,2.16,0.1793,0.1113,1
313.93,203.76,6.05,-1,-0.0855,2.16,0.3665,0.2274,2
313.93,203.76,6.05,-1,-0.3593,2.16,0.6167,0.3827,2
313.93,203.76,6.05,-1,-0.0393,2.16,0.8498,0.5273,1
313.93,203.76,6.05,-1,-0.0874,2.16,1.0322,0.6405,1
228.42,128.5,3.03,-1,-0.053,2.16,0.1895,0.1176,1
228.42,128.5,3.03,-1,-0.0816,2.16,0.3584,0.2224,1
228.42,128.5,3.03,-1,-0.0308,2.16,0.6218,0.3858,1
228.42,128.5,3.03,-1,-0.0957,2.16,1.039,0.6447,1
228.42,128.5,3.03,-1,-0.0105,2.16,1.0334,0.6413,2
228.42,128.5,3.03,-1,-0.014,2.16,1.644,1.0201,1
228.42,128.5,3.03,-1,-0.0724,2.16,0.3944,0.2447,2
228.42,128.5,3.03,-1,-0.0506,2.16,1.0296,0.6389,2
228.42,128.5,3.03,-1,-0.0202,2.16,1.561,0.9686,2
228.42,128.5,3.03,-1,-0.0484,2.16,1.0022,0.6218,2
365.55,282.95,6,-1,0,2.16,0.7241,0.4493,2
365.55,282.95,6,-1,0,2.16,0.8416,0.5222,2
365.55,282.95,6,-1,0,2.16,0.9839,0.6105,2
365.55,282.95,6,-1,0,2.16,1.1072,0.6871,2
365.55,282.95,6,-1,0,2.16,0.6065,0.3763,1
365.55,282.95,6,-1,0,2.16,0.7467,0.4633,2
365.55,282.95,6,-1,0,2.16,0.8533,0.5294,2
365.55,282.95,6,-1,0,2.16,0.9751,0.6051,2
365.55,282.95,6,-1,0,2.16,1.1055,0.686,2
365.55,282.95,6,-1,0,2.16,0.605,0.3754,2
365.55,282.95,6,-1,0,2.16,0.8518,0.5285,2
365.55,282.95,6,-1,0,2.16,0.9671,0.6001,2
365.55,282.95,6,-1,0,2.16,0.618,0.3835,2
365.55,282.95,6,-1,0,2.16,0.7235,0.4489,2
365.55,282.95,6,-1,0,2.16,0.8416,0.5222,2
365.55,282.95,6,-1,0,2.16,0.9671,0.6001,2
365.55,282.95,6,-1,0,2.16,1.0953,0.6797,1
365.55,282.95,6,-1,0,2.16,0.4808,0.2983,1
365.55,282.95,6,-1,0,2.16,0.4791,0.2973,2
365.55,282.95,6,-1,0,2.16,0.3691,0.229,1
365.55,282.95,6,-1,0,2.16,0.3701,0.2297,1
365.55,282.95,6,-1,0,2.16,0.3708,0.2301,1
365.55,282.95,6,-1,0,2.16,0.3593,0.2229,2
237.57,194.24,6,-1,0,2.16,1.107,0.6869,1
237.57,194.24,6,-1,0,2.16,1.0873,0.6746,1
237.57,194.24,6,-1,0,2.16,1.083,0.672,1
237.57,194.24,6,-1,0,2.16,0.9709,0.6024,1
237.57,194.24,6,-1,0,2.16,0.959,0.5951,1
237.57,194.24,6,-1,0,2.16,0.8592,0.5331,1
365.55,282.95,6,-1,0,2.16,1.0964,0.6803,2
365.55,282.95,6,-1,0,2.16,1.1802,0.7323,2
365.55,282.95,6,-1,0,2.16,1.1098,0.6886,2
365.55,282.95,6,-1,0,2.16,0.2287,0.1419,1
365.55,282.95,6,-1,0,2.16,0.2334,0.1448,1
365.55,282.95,6,-1,0,2.16,0.2334,0.1448,1
365.55,282.95,6,-1,0,2.16,0.6199,0.3846,2
237.57,194.24,6,-1,0,2.16,0.8581,0.5325,2
237.57,194.24,6,-1,0,2.16,0.8494,0.5271,2
237.57,194.24,6,-1,0,2.16,0.8435,0.5234,2
237.57,194.24,6,-1,0,2.16,0.7335,0.4551,2
237.57,194.24,6,-1,0,2.16,0.7275,0.4514,2
237.57,194.24,6,-1,0,2.16,0.756,0.4691,2
237.57,194.24,6,-1,0,2.16,0.6069,0.3766,2
237.57,194.24,6,-1,0,2.16,0.5954,0.3695,2
237.57,194.24,6,-1,0,2.16,0.5805,0.3602,2
237.57,194.24,6,-1,0,2.16,0.6046,0.3751,2
237.57,194.24,6,-1,0,2.16,0.4899,0.304,2
237.57,194.24,6,-1,0,2.16,0.4825,0.2994,2
237.57,194.24,6,-1,0,2.16,0.4952,0.3073,2
237.57,194.24,6,-1,0,2.16,0.4903,0.3043,2
237.57,194.24,6,-1,0,2.16,0.3629,0.2252,2
237.57,194.24,6,-1,0,2.16,0.3621,0.2247,2
237.57,194.24,6,-1,0,2.16,0.3674,0.228,2
237.57,194.24,6,-1,0,2.16,0.3618,0.2245,2
237.57,194.24,6,-1,0,2.16,0.8541,0.53,2
237.57,194.24,6,-1,0,2.16,0.4246,0.2635,2
237.57,194.24,6,-1,0,2.16,0.4935,0.3062,2
237.57,194.24,6,-1,0,2.16,0.367,0.2277,2
365.55,282.95,6,-1,0,2.16,1.0951,0.6795,2
365.55,282.95,6,-1,0,2.16,0.9724,0.6034,2
365.55,282.95,6,-1,0,2.16,0.8513,0.5283,2
365.55,282.95,6,-1,0,2.16,0.6673,0.4141,2
365.55,282.95,6,-1,0,2.16,0.5452,0.3383,2
365.55,282.95,6,-1,0,2.16,0.5484,0.3403,1
207.08,189.33,6,-1,0,2.16,1.0924,0.6778,2
207.08,189.33,6,-1,0,2.16,1.0853,0.6735,2
207.08,189.33,6,-1,0,2.16,1.0853,0.6735,2
207.08,189.33,6,-1,0,2.16,1.0943,0.679,2
207.08,189.33,6,-1,0,2.16,0.9675,0.6003,2
207.08,189.33,6,-1,0,2.16,0.9698,0.6018,2
207.08,189.33,6,-1,0,2.16,0.8396,0.521,2
207.08,189.33,6,-1,0,2.16,0.8535,0.5296,2
207.08,189.33,6,-1,0,2.16,0.8494,0.5271,2
207.08,189.33,6,-1,0,2.16,0.7267,0.4509,2
207.08,189.33,6,-1,0,2.16,0.7367,0.4571,2
207.08,189.33,6,-1,0,2.16,0.725,0.4499,2
207.08,189.33,6,-1,0,2.16,0.7254,0.4501,2
207.08,189.33,6,-1,0,2.16,0.6154,0.3819,2
207.08,189.33,6,-1,0,2.16,0.6071,0.3767,2
207.08,189.33,6,-1,0,2.16,0.6016,0.3733,2
207.08,189.33,6,-1,0,2.16,0.4991,0.3097,2
207.08,189.33,6,-1,0,2.16,0.4835,0.3,2
207.08,189.33,6,-1,0,2.16,0.3636,0.2256,2
207.08,189.33,6,-1,0,2.16,0.378,0.2346,1
207.08,189.33,6,-1,0,2.16,0.3614,0.2243,1
207.08,189.33,6,-1,0,2.16,0.2453,0.1522,1
207.08,189.33,6,-1,0,2.16,0.2457,0.1525,1
207.08,189.33,6,-1,0,2.16,0.1183,0.0734,1
207.08,189.33,6,-1,0,2.16,0.1247,0.0774,1
207.08,189.33,6,-1,0,2.16,0.1219,0.0756,1
237.57,194.24,6,-1,0,2.16,0.1776,0.1102,2
237.57,194.24,6,-1,0,2.16,0.1785,0.1107,2
237.57,194.24,6,-1,0,2.16,0.2285,0.1418,2
268.43,225.91,6,-1,0,2.16,0.8484,0.5264,2
301.3,233.22,6,-1,0,2.16,0.8396,0.521,2
333.62,258.26,6,-1,0,2.16,0.1889,0.1172,2
310.93,253.77,6,-1,0,2.16,0.1836,0.1139,2
310.93,253.77,6,-1,0,2.16,0.7318,0.4541,2
237.57,194.24,6,-1,0,2.16,0.1825,0.1133,2
237.57,194.24,6,-1,0,2.16,0.1778,0.1104,2
237.57,194.24,6,-1,0,2.16,0.2878,0.1786,2
310.93,253.77,6,-1,0,2.16,0.1793,0.1113,2
310.93,253.77,6,-1,0,2.16,0.6141,0.3811,2
365.55,282.95,6,-1,0,2.16,0.8983,0.5574,2
365.55,282.95,6,-1,0,2.16,0.7222,0.4481,2
365.55,282.95,6,-1,0,2.16,0.7239,0.4492,2
310.93,253.77,6,-1,0,2.16,0.1268,0.0787,2
365.55,282.95,6,-1,0,2.16,0.8996,0.5582,2
