@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R1,3,5-6,33,63,100,165,168,170,172,180,184,231,274'

@attribute Temp_max numeric
@attribute slowCool {yes,no}
@attribute leak {yes,no}
@attribute numberInorg numeric
@attribute orgmaximalprojectionsizeMin numeric
@attribute orgASA_PArithAvg numeric
@attribute oxlikeASA_HMax numeric
@attribute orgdon-wateraccratio numeric
@attribute Na {yes,no}
@attribute Te {yes,no}
@attribute K {yes,no}
@attribute S {yes,no}
@attribute Co {yes,no}
@attribute AtomicRadiusMax numeric
@attribute outcome {1,2,3,4}

@data
120,yes,no,1,5.54,64.1,-1,-0.0121,no,no,no,no,yes,152,4
120,yes,no,1,5.18,33.93,-1,0,no,no,no,no,yes,152,3
180,yes,no,1,5.18,33.93,-1,0,no,no,no,no,no,136,3
180,yes,no,1,5.18,33.93,-1,0,no,no,no,no,no,136,4
180,yes,no,1,5.18,33.93,-1,0,no,no,no,no,no,136,3
180,yes,no,1,5.54,64.1,-1,-0.0969,no,no,no,no,no,136,4
180,yes,no,1,5.54,64.1,-1,-0.0977,no,no,no,no,no,136,4
180,yes,no,1,5.54,64.1,-1,-0.0966,no,no,no,no,no,136,2
180,yes,no,1,5.54,64.1,-1,-0.097,no,no,no,no,no,136,3
180,yes,no,1,5.54,64.1,-1,-0.097,no,no,no,no,no,136,3
180,yes,no,1,5.54,64.1,-1,-0.0977,no,no,no,no,no,136,3
180,yes,no,1,5.54,64.1,-1,-0.0971,no,no,no,no,no,136,3
180,yes,no,1,5.54,64.1,-1,-0.0976,no,no,no,no,no,136,3
180,yes,no,1,5.54,64.1,-1,-0.097,no,no,no,no,no,136,2
180,yes,no,1,5.54,64.1,-1,-0.0972,no,no,no,no,no,136,4
180,yes,no,1,5.54,64.1,-1,-0.0975,no,no,no,no,no,136,4
180,yes,no,1,5.54,64.1,-1,-0.0985,no,no,no,no,no,136,2
180,yes,no,1,5.18,33.93,-1,0,no,no,no,no,no,136,3
180,yes,no,1,5.18,33.93,-1,0,no,no,no,no,no,136,3
180,yes,no,1,5.18,33.93,-1,0,no,no,no,no,no,136,3
180,yes,no,1,5.18,33.93,-1,0,no,no,no,no,no,136,3
180,yes,no,1,4.91,44.53,-1,-0.0629,no,no,no,no,no,136,4
180,yes,no,1,4.91,44.53,-1,-0.0652,no,no,no,no,no,136,4
180,yes,no,1,5.55,72.75,-1,-0.0812,no,no,no,no,no,136,4
180,yes,no,1,5.92,27.89,-1,-0.048,no,no,no,no,no,136,4
180,yes,no,1,5.93,119.9,-1,-0.1421,no,no,no,no,no,136,4
180,yes,no,1,4.91,44.53,-1,-0.0159,no,no,no,no,no,136,1
180,yes,no,1,4.91,44.53,-1,-0.0244,no,no,no,no,no,136,2
180,yes,no,1,5.55,72.75,-1,-0.0216,no,no,no,no,no,136,3
180,yes,no,1,5.92,27.89,-1,-0.0121,no,no,no,no,no,136,4
180,yes,no,1,5.93,119.9,-1,-0.0384,no,no,no,no,no,136,4
180,yes,no,1,4.91,44.53,-1,-0.0652,no,no,no,no,no,136,3
180,yes,no,1,4.91,44.53,-1,-0.0646,no,no,no,no,no,136,3
180,yes,no,1,5.55,72.41,-1,-0.0964,no,no,no,no,no,136,3
180,yes,no,1,5.92,27.89,-1,-0.0491,no,no,no,no,no,136,3
180,yes,no,1,5.93,128.75,-1,-0.1607,no,no,no,no,no,136,4
180,yes,no,1,4.91,44.53,-1,-0.0164,no,no,no,no,no,136,3
180,yes,no,1,4.91,44.53,-1,-0.0163,no,no,no,no,no,136,3
180,yes,no,1,5.55,72.41,-1,-0.0244,no,no,no,no,no,136,3
180,yes,no,1,5.92,27.89,-1,-0.0122,no,no,no,no,no,136,3
180,yes,no,1,5.93,128.75,-1,-0.0411,no,no,no,no,no,136,3
90,no,no,2,5.25,13.86,0,-0.0072,yes,no,no,no,no,171,3
90,no,no,2,5.52,32.37,0,-0.0118,yes,no,no,no,no,171,3
90,no,no,2,5.4,112.14,0,-0.0247,yes,no,no,no,no,171,3
90,no,no,2,4.65,45.39,0,-0.0029,yes,no,no,no,no,171,3
90,no,no,2,4.08,31.24,0,-0.0039,yes,no,no,no,no,171,3
90,no,no,2,5.71,0,0,0,yes,no,no,no,no,171,3
90,no,no,2,5.3,96.11,0,-0.0209,yes,no,no,no,no,171,3
90,no,no,2,5.69,64.03,0,-0.0152,yes,no,no,no,no,171,3
90,no,no,2,6.62,17.76,0,-0.0069,yes,no,no,no,no,171,4
90,no,no,2,5.18,33.93,0,-0.0025,yes,no,no,no,no,171,4
90,no,no,2,5.62,26.03,0,-0.0069,yes,no,no,no,no,171,3
90,no,no,2,5.54,64.1,0,-0.0184,yes,no,no,no,no,171,3
90,no,no,2,5.18,33.93,0,-0.0023,yes,no,no,no,no,171,3
90,no,no,2,4.43,27.56,0,-0.0023,yes,no,no,no,no,171,3
90,no,no,2,5.55,72.41,0,-0.0233,yes,no,no,no,no,171,3
90,no,no,2,7.39,104.58,0,-0.0236,yes,no,no,no,no,171,3
90,no,no,2,5.73,142.75,0,-0.031,yes,no,no,no,no,171,3
90,no,no,2,7.03,90.41,0,-0.0109,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,0,-0.0288,yes,no,no,no,no,171,3
90,no,no,2,5.25,13.86,0,-0.0061,yes,no,no,no,no,171,4
90,no,no,2,5.52,32.37,0,-0.0153,yes,no,no,no,no,171,4
90,no,no,2,5.4,112.14,0,-0.0257,yes,no,no,no,no,171,3
90,no,no,2,4.65,45.39,0,-0.003,yes,no,no,no,no,171,1
90,no,no,2,4.08,31.24,0,-0.0041,yes,no,no,no,no,171,3
90,no,no,2,5.71,0,0,0,yes,no,no,no,no,171,1
90,no,no,2,5.3,96.11,0,-0.0211,yes,no,no,no,no,171,3
90,no,no,2,5.69,64.03,0,-0.0149,yes,no,no,no,no,171,3
90,no,no,2,6.62,17.76,0,-0.0069,yes,no,no,no,no,171,3
90,no,no,2,5.18,33.93,0,-0.0025,yes,no,no,no,no,171,4
90,no,no,2,5.62,26.03,0,-0.0053,yes,no,no,no,no,171,4
90,no,no,2,5.54,64.1,0,-0.0226,yes,no,no,no,no,171,3
90,no,no,2,5.18,33.93,0,-0.0021,yes,no,no,no,no,171,3
90,no,no,2,5.56,96.02,0,-0.0194,yes,no,no,no,no,171,4
90,no,no,2,5.55,72.41,0,-0.0198,yes,no,no,no,no,171,4
90,no,no,2,7.39,104.58,0,-0.0234,yes,no,no,no,no,171,3
90,no,no,2,5.73,142.75,0,-0.0301,yes,no,no,no,no,171,4
90,no,no,2,7.03,90.41,0,-0.0106,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,0,-0.0414,yes,no,no,no,no,171,4
90,no,no,2,5.4,112.14,0,-0.3279,yes,no,no,no,no,171,3
90,no,no,2,5.4,112.14,0,-0.023,yes,no,no,no,no,171,1
90,no,no,2,6.62,17.76,0,-0.0059,yes,no,no,no,no,171,3
90,no,no,2,6.62,17.76,0,-0.006,yes,no,no,no,no,171,4
90,no,no,2,7.39,104.58,0,-0.0245,yes,no,no,no,no,171,4
90,no,no,2,7.39,104.58,0,-0.0258,yes,no,no,no,no,171,3
90,no,no,2,7.03,90.41,0,-0.0096,yes,no,no,no,no,171,1
90,no,no,2,7.03,90.41,0,-0.0097,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,0,-0.0278,yes,no,no,no,no,171,4
90,no,no,2,5.93,128.75,0,-0.0315,yes,no,no,no,no,171,4
90,no,no,2,5.4,112.14,0,-0.0274,yes,no,no,no,no,171,4
90,no,no,2,5.4,112.14,0,-0.0272,yes,no,no,no,no,171,4
90,no,no,2,6.62,17.76,0,-0.0069,yes,no,no,no,no,171,4
90,no,no,2,6.62,17.76,0,-0.0066,yes,no,no,no,no,171,4
90,no,no,2,7.39,104.58,0,-0.0245,yes,no,no,no,no,171,3
90,no,no,2,7.39,104.58,0,-0.0241,yes,no,no,no,no,171,3
90,no,no,2,7.03,90.41,0,-0.0098,yes,no,no,no,no,171,3
90,no,no,2,7.03,90.41,0,-0.0104,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,0,-0.0378,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,0,-0.0318,yes,no,no,no,no,171,4
90,no,no,2,5.4,112.14,0,-0.0259,yes,no,no,no,no,171,4
90,no,no,2,5.4,112.14,0,-0.0261,yes,no,no,no,no,171,4
90,no,no,2,5.4,112.14,0,-0.0273,yes,no,no,no,no,171,4
90,no,no,2,6.62,17.76,0,-0.0059,yes,no,no,no,no,171,4
90,no,no,2,6.62,17.76,0,-0.0068,yes,no,no,no,no,171,4
90,no,no,2,6.62,17.76,0,-0.0073,yes,no,no,no,no,171,4
90,no,no,2,7.39,104.58,0,-0.0236,yes,no,no,no,no,171,4
90,no,no,2,7.39,104.58,0,-0.0231,yes,no,no,no,no,171,4
90,no,no,2,7.39,104.58,0,-0.0229,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,0,-0.0333,yes,no,no,no,no,171,4
90,no,no,2,5.93,128.75,0,-0.0311,yes,no,no,no,no,171,4
90,no,no,2,5.93,128.75,0,-0.0326,yes,no,no,no,no,171,4
90,no,no,2,7.03,90.41,0,-0.0101,yes,no,no,no,no,171,4
90,no,no,2,7.03,90.41,0,-0.0101,yes,no,no,no,no,171,4
90,no,no,2,7.03,90.41,0,-0.0118,yes,no,no,no,no,171,4
90,no,no,2,6.62,17.76,0,-0.0063,yes,no,no,no,no,171,1
90,no,no,2,6.62,17.76,0,-0.0065,yes,no,no,no,no,171,4
90,no,no,2,6.62,17.76,0,-0.0062,yes,no,no,no,no,171,4
90,no,no,2,5.93,128.75,0,-0.0288,yes,no,no,no,no,171,4
90,no,no,2,5.93,128.75,0,-0.0357,yes,no,no,no,no,171,4
90,no,no,2,5.93,128.75,0,-0.0363,yes,no,no,no,no,171,3
90,no,no,2,7.39,107.52,0,-0.0172,yes,no,no,no,no,171,1
90,no,no,2,7.39,107.52,0,-0.0259,yes,no,no,no,no,171,3
90,no,no,2,7.39,107.52,0,-0.0223,yes,no,no,no,no,171,3
90,no,no,2,5.4,112.14,0,-0.0242,yes,no,no,no,no,171,1
90,no,no,2,5.4,112.14,0,-0.027,yes,no,no,no,no,171,3
90,no,no,2,5.4,112.14,0,-0.0263,yes,no,no,no,no,171,4
90,no,no,2,7.03,90.41,0,-0.0116,yes,no,no,no,no,171,1
90,no,no,2,7.03,90.41,0,-0.0113,yes,no,no,no,no,171,3
90,no,no,2,7.03,90.41,0,-0.012,yes,no,no,no,no,171,3
90,no,no,2,5.4,112.14,0,-0.0244,yes,no,no,no,no,171,4
90,no,no,2,5.4,112.14,0,-0.0265,yes,no,no,no,no,171,4
90,no,no,2,5.93,128.75,0,-0.0305,yes,no,no,no,no,171,4
90,no,no,2,5.93,128.75,0,-0.0353,yes,no,no,no,no,171,4
90,no,no,2,7.39,104.58,0,-0.0251,yes,no,no,no,no,171,3
90,no,no,2,7.39,104.58,0,-0.0224,yes,no,no,no,no,171,4
90,no,no,2,7.03,90.41,0,-0.0112,yes,no,no,no,no,171,1
90,no,no,2,7.03,90.41,0,-0.0104,yes,no,no,no,no,171,1
90,no,no,2,5.4,112.14,0,-0.0255,yes,no,no,no,no,171,3
90,no,no,2,5.4,112.14,0,-0.0246,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,0,-0.0292,yes,no,no,no,no,171,4
90,no,no,2,5.93,128.75,0,-0.0291,yes,no,no,no,no,171,4
90,no,no,2,7.39,104.58,0,-0.0248,yes,no,no,no,no,171,3
90,no,no,2,7.39,104.58,0,-0.0228,yes,no,no,no,no,171,1
90,no,no,2,7.03,90.41,0,-0.0098,yes,no,no,no,no,171,1
90,no,no,2,7.03,90.41,0,-0.0097,yes,no,no,no,no,171,3
90,no,no,2,5.4,112.14,0,-0.0261,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,0,-0.0292,yes,no,no,no,no,171,3
90,no,no,2,7.39,104.58,0,-0.0241,yes,no,no,no,no,171,3
90,no,no,2,7.03,90.41,0,-0.0102,yes,no,no,no,no,171,1
90,no,no,2,5.4,112.14,0,-0.026,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,0,-0.031,yes,no,no,no,no,171,4
90,no,no,2,7.39,104.58,0,-0.028,yes,no,no,no,no,171,3
90,no,no,2,7.03,90.41,0,-0.0097,yes,no,no,no,no,171,1
90,no,no,2,5.69,64.03,0,-0.0142,yes,no,no,no,no,171,3
90,no,no,2,5.55,72.41,0,-0.0225,yes,no,no,no,no,171,4
90,no,no,2,4.08,31.24,0,-0.0038,yes,no,no,no,no,171,3
90,no,no,2,5.25,13.86,0,-0.0059,yes,no,no,no,no,171,4
90,no,no,2,5.88,16.6,0,-0.0059,yes,no,no,no,no,171,3
90,no,no,2,4.91,44.53,0,-0.0116,yes,no,no,no,no,171,4
90,no,no,2,5.18,33.93,0,-0.0027,yes,no,no,no,no,171,4
90,yes,no,2,5.4,112.14,0,-0.0164,yes,no,no,no,no,171,4
90,yes,no,2,5.93,128.75,0,-0.0245,yes,no,no,no,no,171,4
90,yes,no,2,7.39,104.58,0,-0.0157,yes,no,no,no,no,171,3
90,yes,no,2,7.03,90.41,0,-0.0072,yes,no,no,no,no,171,3
90,no,no,2,4.91,44.53,0,-0.0122,yes,no,no,no,no,171,4
90,no,no,2,4.91,44.53,0,-0.0139,yes,no,no,no,no,171,4
90,no,no,2,5.62,26.03,0,-0.0086,yes,no,no,no,no,171,4
90,no,no,2,5.69,36.59,0,-0.0222,yes,no,no,no,no,171,3
90,no,no,2,4.65,45.39,0,-0.0031,yes,no,no,no,no,171,3
90,no,no,2,5.71,0,0,0,yes,no,no,no,no,171,4
90,no,no,2,5.4,112.14,0,-0.027,yes,no,no,no,no,171,4
90,no,no,2,7.39,107.52,0,-0.0218,yes,no,no,no,no,171,4
90,no,no,2,5.93,128.75,0,-0.0298,yes,no,no,no,no,171,4
90,no,no,2,7.03,90.41,0,-0.0113,yes,no,no,no,no,171,1
90,no,no,2,5.54,64.1,0,-0.0206,yes,no,no,no,no,171,3
90,no,no,2,5.56,96.02,0,-0.0229,yes,no,no,no,no,171,3
90,no,no,2,5.92,27.89,0,-0.0109,yes,no,no,no,no,171,4
90,no,no,2,5.69,64.03,0,-0.0155,yes,no,no,no,no,171,1
90,no,no,2,5.93,128.75,0,-0.0341,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,0,-0.0317,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,0,-0.0356,yes,no,no,no,no,171,1
90,no,no,2,5.93,128.75,17.64,-0.0342,yes,no,no,no,no,171,3
90,no,no,2,7.39,107.52,0,-0.0251,yes,no,no,no,no,171,3
90,no,no,2,7.39,107.52,0,-0.0244,yes,no,no,no,no,171,4
90,no,no,2,5.54,64.1,0,-0.018,yes,no,no,no,no,171,3
90,no,no,2,5.54,64.1,0,-0.021,yes,no,no,no,no,171,3
90,no,no,2,5.69,64.03,0,-0.0152,yes,no,no,no,no,171,1
90,no,no,2,5.69,64.03,0,-0.0141,yes,no,no,no,no,171,3
90,no,no,2,4.65,45.39,0,-0.0033,yes,no,no,no,no,171,1
90,no,no,2,4.65,45.39,0,-0.0034,yes,no,no,no,no,171,3
90,no,no,2,5.71,0,0,0,yes,no,no,no,no,171,3
90,no,no,2,5.71,0,0,0,yes,no,no,no,no,171,4
90,no,no,2,7.03,90.41,0,-0.0118,yes,no,no,no,no,171,3
90,no,no,2,5.69,36.59,0,-0.0143,yes,no,no,no,no,171,3
90,no,no,2,6.57,96.39,0,-0.0173,yes,no,no,no,no,171,3
90,no,no,2,5.54,36.99,0,-0.0132,yes,no,no,no,no,171,4
90,no,no,2,5.54,36.99,0,-0.0132,yes,no,no,no,no,171,4
90,no,no,2,5.54,64.1,0,-0.0194,yes,no,no,no,no,171,3
90,no,no,2,5.54,64.1,0,-0.0168,yes,no,no,no,no,171,3
90,no,no,2,5.54,64.1,0,-0.0179,yes,no,no,no,no,171,3
90,no,no,2,5.69,36.59,0,-0.0201,yes,no,no,no,no,171,3
90,no,no,2,5.69,36.59,0,-0.0111,yes,no,no,no,no,171,4
90,no,no,2,5.69,36.59,0,-0.0125,yes,no,no,no,no,171,4
90,no,no,2,7.39,107.52,0,-0.0243,yes,no,no,no,no,171,3
90,no,no,2,7.39,107.52,0,-0.0247,yes,no,no,no,no,171,4
90,no,no,2,7.39,107.52,0,-0.0215,yes,no,no,no,no,171,3
90,no,no,2,5.73,143.27,0,-0.0397,yes,no,no,no,no,171,3
90,no,no,2,5.73,143.27,0,-0.029,yes,no,no,no,no,171,3
90,no,no,2,5.73,143.27,0,-0.0316,yes,no,no,no,no,171,3
90,no,no,2,5.4,112.14,0,-0.0216,yes,no,no,no,no,171,3
90,no,no,2,5.4,112.14,0,-0.0282,yes,no,no,no,no,171,4
90,no,no,2,5.4,112.14,0,-0.024,yes,no,no,no,no,171,3
75,no,no,2,5.71,0,0,0,yes,no,no,no,no,171,4
75,no,no,2,5.71,0,0,0,yes,no,no,no,no,171,3
75,no,no,2,5.71,0,0,0,yes,no,no,no,no,171,3
75,no,no,2,5.69,36.59,0,-0.0121,yes,no,no,no,no,171,3
75,no,no,2,5.69,36.59,0,-0.0114,yes,no,no,no,no,171,3
75,no,no,2,5.69,36.59,0,-0.0121,yes,no,no,no,no,171,1
75,no,no,2,5.73,143.27,0,-0.0317,yes,no,no,no,no,171,3
75,no,no,2,5.73,143.27,0,-0.0304,yes,no,no,no,no,171,3
75,no,no,2,5.73,143.27,0,-0.0287,yes,no,no,no,no,171,3
75,no,no,2,7.03,90.41,0,-0.0109,yes,no,no,no,no,171,1
75,no,no,2,7.03,90.41,0,-0.0119,yes,no,no,no,no,171,1
75,no,no,2,7.03,90.41,0,-0.0117,yes,no,no,no,no,171,1
90,no,no,2,5.56,41.81,0,-0.0131,yes,no,no,no,no,171,3
90,no,no,2,5.18,33.93,0,-0.0025,yes,no,no,no,no,171,3
90,no,no,2,5.25,13.86,0,-0.0055,yes,no,no,no,no,171,3
90,no,no,2,4.91,44.53,0,-0.0124,yes,no,no,no,no,171,3
90,no,no,2,5.4,112.14,0,-0.0241,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,0,-0.0331,yes,no,no,no,no,171,3
90,no,no,2,4.08,31.24,0,-0.0042,yes,no,no,no,no,171,3
90,no,no,2,6.62,17.76,0,-0.0077,yes,no,no,no,no,171,3
90,no,no,2,5.88,16.6,0,-0.0074,yes,no,no,no,no,171,3
90,no,no,2,5.62,26.03,0,-0.0088,yes,no,no,no,no,171,3
90,no,no,2,5.73,142.75,0,-0.0306,yes,no,no,no,no,171,3
90,no,no,2,7.39,104.58,0,-0.0812,yes,no,no,no,no,171,3
90,no,no,2,5.69,64.03,0,-0.0147,yes,no,no,no,no,171,3
90,no,no,2,5.55,72.41,0,-0.018,yes,no,no,no,no,171,2
90,no,no,2,5.52,32.37,0,-0.0131,yes,no,no,no,no,171,4
90,no,no,2,5.3,96.11,0,-0.0252,yes,no,no,no,no,171,3
90,no,no,2,5.71,0,0,0,yes,no,no,no,no,171,3
90,no,no,2,6.57,96.39,0,-0.0196,yes,no,no,no,no,171,3
90,no,no,2,5.92,27.89,0,-0.0091,yes,no,no,no,no,171,3
90,no,no,2,5.69,36.59,0,-0.0188,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0117,yes,no,no,no,no,171,4
90,no,no,2,5.56,41.81,0,-0.0137,yes,no,no,no,no,171,4
90,no,no,2,5.56,41.81,0,-0.0122,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,17.64,-0.0124,yes,no,no,no,no,171,3
90,no,no,2,5.18,59.99,0,-0.0034,yes,no,no,no,no,171,3
90,no,no,2,5.18,33.93,0,-0.0026,yes,no,no,no,no,171,3
90,no,no,2,5.18,33.93,0,-0.0007,yes,no,no,no,no,171,3
90,no,no,2,5.18,33.93,17.64,-0.0001,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0126,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0127,yes,no,no,no,no,171,4
90,no,no,2,5.18,33.93,0,-0.0041,yes,no,no,no,no,171,3
90,no,no,2,5.18,33.93,0,-0.0038,yes,no,no,no,no,171,4
90,no,no,2,5.56,41.81,0,-0.0139,yes,no,no,yes,no,171,3
90,no,no,2,5.56,41.81,0,-0.0124,yes,no,no,yes,no,171,3
90,no,no,2,5.18,59.99,0,-0.0035,yes,no,no,yes,no,171,3
90,no,no,2,5.18,59.99,0,-0.0035,yes,no,no,yes,no,171,3
90,no,no,2,5.56,41.81,0,-0.0133,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0135,yes,no,no,no,no,171,3
90,no,no,2,5.18,59.99,0,-0.0042,yes,no,no,no,no,171,3
90,no,no,2,5.18,59.99,0,-0.0038,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0191,yes,no,yes,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0159,yes,no,yes,no,no,171,4
90,no,no,2,5.18,59.99,0,-0.004,yes,no,yes,no,no,171,3
90,no,no,2,5.18,59.99,0,-0.0028,yes,no,yes,no,no,171,4
90,no,no,2,5.56,41.81,0,-0.0131,yes,no,no,no,no,171,4
90,no,no,2,5.56,41.81,0,-0.0122,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0136,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0122,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0122,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0166,yes,no,no,no,no,171,4
90,no,no,2,5.56,41.81,0,-0.0117,yes,no,no,no,no,171,4
90,no,no,2,5.56,41.81,0,-0.0124,yes,no,no,no,no,171,4
90,no,no,2,5.56,41.81,0,-0.0119,yes,no,no,no,no,171,4
90,no,no,2,5.56,41.81,0,-0.0149,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0119,yes,no,no,no,no,171,4
90,no,no,2,5.56,41.81,0,-0.0146,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0132,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0134,yes,no,no,no,no,171,4
90,no,no,2,5.56,41.81,0,-0.0144,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,0,-0.0117,yes,no,no,no,no,171,4
90,no,no,2,5.62,26.03,0,-0.0094,yes,no,no,no,no,171,4
90,no,no,2,5.62,26.03,0,-0.0089,yes,no,no,no,no,171,3
90,no,no,2,5.71,0,0,0,yes,no,no,no,no,171,3
90,no,no,2,5.71,0,0,0,yes,no,no,no,no,171,3
90,no,no,2,5.54,36.99,0,-0.0126,yes,no,no,no,no,171,3
90,no,no,2,5.54,36.99,0,-0.012,yes,no,no,no,no,171,3
90,no,no,2,5.54,36.99,0,-0.016,yes,no,no,no,no,171,3
90,no,no,2,5.54,36.99,0,-0.0127,yes,no,no,no,no,171,3
90,no,no,2,5.62,26.03,0,-0.0081,yes,no,no,no,no,171,4
90,no,no,2,5.92,27.89,0,-0.0095,yes,no,no,no,no,171,4
90,no,no,2,5.54,36.99,0,-0.0119,yes,no,no,no,no,171,1
90,no,no,2,5.54,36.99,0,-0.0239,yes,no,no,no,no,171,1
90,no,no,2,5.54,36.99,0,-0.0111,yes,no,no,no,no,171,4
90,no,no,2,5.54,36.99,0,-0.0137,yes,no,no,no,no,171,1
90,no,no,2,4.91,44.53,0,-0.0149,yes,no,no,no,no,171,4
90,no,no,2,5.25,13.86,0,-0.0058,yes,no,no,no,no,171,4
90,no,no,2,4.91,44.53,0,-0.0127,yes,no,no,no,no,171,1
90,no,no,2,5.88,16.6,0,-0.006,yes,no,no,no,no,171,1
75,no,no,2,5.56,41.81,-1,-0.0119,no,no,no,no,no,171,3
75,no,no,2,5.56,41.81,-1,-0.0122,no,no,no,no,no,171,3
75,no,no,2,5.56,41.81,-1,-0.0128,no,no,no,no,no,171,3
75,no,no,2,5.56,41.81,-1,-0.0127,no,no,no,no,no,171,3
75,no,no,2,5.56,41.81,-1,-0.0134,no,no,no,no,no,171,3
75,no,no,2,5.56,41.81,-1,-0.0112,no,no,no,yes,no,171,3
75,no,no,2,5.56,41.81,-1,-0.0132,no,no,no,yes,no,171,3
75,no,no,2,5.56,41.81,-1,-0.0122,no,no,no,yes,no,171,3
75,no,no,2,5.56,41.81,-1,-0.0132,no,no,no,yes,no,171,4
75,no,no,2,5.56,41.81,-1,-0.0129,no,no,no,yes,no,171,4
75,no,no,2,5.56,41.81,-1,-0.0117,no,no,yes,no,no,171,3
75,no,no,2,5.56,41.81,-1,-0.0138,no,no,yes,no,no,171,3
75,no,no,2,5.56,41.81,-1,-0.0135,no,no,yes,no,no,171,3
75,no,no,2,5.56,41.81,-1,-0.0137,no,no,yes,no,no,171,3
75,no,no,2,5.56,41.81,-1,-0.0113,no,no,yes,no,no,171,3
60,yes,no,2,5.56,41.81,-1,-0.0087,yes,no,no,no,no,171,4
60,yes,no,2,5.56,41.81,-1,-0.0121,yes,no,no,no,no,171,3
60,yes,no,2,5.56,41.81,-1,-0.0081,yes,no,no,no,no,171,3
60,yes,no,2,5.56,41.81,-1,-0.0077,yes,no,no,no,no,171,3
60,yes,no,2,5.56,41.81,-1,-0.0092,yes,no,no,no,no,171,3
60,yes,no,2,5.56,41.81,-1,-0.0079,yes,no,no,no,no,171,3
90,no,no,3,5.56,41.81,-1,-0.0235,yes,no,no,yes,no,171,3
90,no,no,3,5.56,41.81,-1,-0.0193,yes,no,no,yes,no,171,3
90,no,no,3,5.56,41.81,-1,-0.017,yes,no,no,yes,no,171,3
90,no,no,3,5.56,41.81,-1,-0.0135,yes,no,no,yes,no,171,3
90,no,no,3,5.18,59.99,-1,-0.0056,yes,no,no,yes,no,171,3
90,no,no,3,5.18,59.99,-1,-0.0043,yes,no,no,yes,no,171,3
90,no,no,3,5.18,59.99,-1,-0.0036,yes,no,no,yes,no,171,3
90,no,no,3,5.18,59.99,-1,-0.0055,yes,no,no,yes,no,171,3
90,no,no,2,5.18,33.93,0,-0.0021,yes,no,no,no,no,171,4
90,no,no,2,5.54,36.99,0,-0.0116,yes,no,no,no,no,171,4
90,no,no,2,5.54,36.99,0,-0.0141,yes,no,no,no,no,171,4
90,no,no,2,5.56,41.81,-1,-0.0136,yes,no,no,no,no,171,3
90,no,no,2,5.18,59.99,-1,-0.0044,yes,no,no,no,no,171,3
90,no,no,2,5.52,32.37,-1,-0.0122,yes,no,no,no,no,171,3
90,no,no,2,5.25,13.86,-1,-0.0062,yes,no,no,no,no,171,3
90,no,no,2,5.3,96.11,-1,-0.0262,yes,no,no,no,no,171,3
90,no,no,2,4.91,44.53,-1,-0.0112,yes,no,no,no,no,171,3
90,no,no,2,5.88,16.6,-1,-0.0063,yes,no,no,no,no,171,3
90,no,no,2,6.62,17.76,-1,-0.0072,yes,no,no,no,no,171,3
90,no,no,2,5.4,112.14,-1,-0.0265,yes,no,no,no,no,171,3
90,no,no,2,5.46,36.08,-1,-0.0089,yes,no,no,no,no,171,3
90,no,no,2,5.93,128.75,-1,-0.0344,yes,no,no,no,no,171,3
90,no,no,2,4.65,45.39,-1,-0.0031,yes,no,no,no,no,171,3
90,no,no,2,7.39,107.52,-1,-0.025,yes,no,no,no,no,171,3
90,no,no,2,5.73,143.27,-1,-0.03,yes,no,no,no,no,171,3
90,no,no,2,3.45,60.38,-1,-0.0105,yes,no,no,no,no,171,3
90,no,no,2,5.56,41.81,-1,-0.0136,no,no,no,yes,no,171,4
90,no,no,2,5.56,41.81,-1,-0.0127,no,no,no,yes,no,171,4
