Reaction number,Reactant 1 name,Reactant 1 mass (g),Reactant 2 name,Reactant 2 mass (g),Reactant 3 name,Reactant 3 mass (g),Reactant 4 name,Reactant 4 mass (g),Reactant 5 name,Reactant 5 mass (g),Temp (ºC),Time (h),Slow cool,pH (x = unknown),Leak,purity (0 = no data in notebook; 1 = multiphase; 2 = single phase),"outcome (0 = no data in notebook, 1 = no solid; 2 = noncrystalline/brown; 3 = powder/crystallites; 4 = large single crystals)",Notes
dh50.12,V2O5,0.1825,Na2TeO3,0.129,"1,4-dab",0.1695,EtOH,3.945,water,5.2411,180,72,no,5,no,1,4,
dh50.13,V2O5,0.1835,Na2TeO3,0.1354,2-mpip,0.1023,EtOH,3.945,water,5.2807,180,x,no,5,no,0,0,
dh50.14,V2O5,0.185,Na2TeO3,0.1121,2-mpip,0.1017,EtOH,3.945,water,5.4346,180,72,no,5,no,2,2,
dh50.15,V2O5,0.1827,Na2TeO3,0.1191,2-mpip,0.1727,EtOH,3.945,water,5.0495,180,48,no,5,no,2,2,
dh50.16,V2O5,0.181,Na2TeO3,0.1136,tmed,0.1155,EtOH,3.945,water,5.0524,180,x,no,5,no,0,0,
dh50.17,V2O5,0.1845,Na2TeO3,0.1224,tmed,0.1213,EtOH,3.945,water,5.3756,180,72,no,5,no,2,2,
dh50.18,V2O5,0.1819,Na2TeO3,0.1206,tmed,0.1325,EtOH,3.945,water,5.5635,180,48,no,4,no,1,3,
dh50.19,V2O5,0.1831,Na2TeO3,0.1135,"1,5-dap",0.1202,EtOH,3.945,water,5.233,180,x,no,5,no,0,0,
dh50.20,V2O5,0.1811,Na2TeO3,0.1139,"1,5-dap",0.101,EtOH,3.945,water,5.143,180,72,no,x,no,2,2,
dh56.1,V2O5,0.1804,Na2TeO3,0.1129,"1,3-dap",0.0791,EtOH,4.0371,water,5.5383,110,120,no,10,no,1,4,
dh56.2,V2O5,0.1808,Na2TeO3,0.1142,"1,3-dap",0.0793,EtOH,3.994,water,5.0679,110,120,no,5,no,1,3,
dh56.3,V2O5,0.1798,Na2TeO3,0.1195,"1,3-dap",0.1054,EtOH,3.9838,water,5.042,110,120,no,9,no,1,4,
dh56.4,V2O5,0.1809,Na2TeO3,0.1112,"1,3-dap",0.0479,EtOH,4.0808,water,6.0078,110,120,no,10,no,1,4,
dh56.5,V2O5,0.1811,Na2TeO3,0.1133,"1,3-dap",0.0362,EtOH,3.9562,water,5.0949,110,120,no,5,no,1,3,
dh56.6,V2O5,0.1823,Na2TeO3,0.1185,"1,4-dab",0.087,EtOH,3.9434,water,5.0981,110,120,no,10,no,1,4,
dh56.7,V2O5,0.1809,Na2TeO3,0.117,"1,4-dab",0.0976,EtOH,3.9609,water,5.0898,110,120,no,5,no,1,3,
dh56.8,V2O5,0.1806,Na2TeO3,0.1146,"1,4-dab",0.0426,EtOH,3.9538,water,5.221,110,120,no,5,no,2,3,
dh56.9,V2O5,0.1851,Na2TeO3,0.1131,"1,4-dab",0.0594,EtOH,3.9756,water,5.3154,110,120,no,9,no,1,4,
dh58.1,V2O5,0.186,Na2TeO3,0.1158,"1,4-dab",0.0968,EtOH,4.1544,water,5.2236,110,120,no,10,no,1,4,
dh58.2,V2O5,0.1864,Na2TeO3,0.1141,"1,4-dab",0.0967,EtOH,2.5155,water,2.7302,110,120,no,10,no,1,3,
dh58.3,V2O5,0.1844,Na2TeO3,0.1159,"1,4-dab",0.0647,EtOH,4.0275,water,5.1203,110,120,no,10,no,1,4,
dh58.4,V2O5,0.1814,Na2TeO3,0.116,"1,4-dab",0.0518,EtOH,2.0403,water,2.6711,110,120,no,11,no,1,3,
dh58.5,V2O5,0.181,Na2TeO3,0.1147,"1,5-dap",0.1074,EtOH,3.9748,water,5.2011,110,120,no,11,no,1,3,
dh58.6,V2O5,0.1801,Na2TeO3,0.1142,"1,5-dap",0.116,EtOH,1.978,water,2.547,110,120,no,11,no,1,3,
dh58.7,V2O5,0.1818,Na2TeO3,0.1136,"1,5-dap",0.0663,EtOH,4.0338,water,5.0019,110,120,no,10,no,1,3,
dh58.8,V2O5,0.1825,Na2TeO3,0.1164,"1,5-dap",0.0627,EtOH,2.019,water,2.7387,110,120,no,11,no,1,3,
dh58.9,V2O5,0.1808,Na2TeO3,0.1165,"1,6-dah",0.123,EtOH,4.0005,water,5.0965,110,120,no,11,no,1,3,
dh58.10,V2O5,0.1807,Na2TeO3,0.1155,"1,6-dah",0.1288,EtOH,1.9668,water,2.5399,110,120,no,10,no,1,3,
dh58.11,V2O5,0.183,Na2TeO3,0.114,"1,6-dah",0.0696,EtOH,3.9622,water,5.0454,110,120,no,10,no,1,4,
dh58.12,V2O5,0.1825,Na2TeO3,0.1145,"1,6-dah",0.09,EtOH,1.9681,water,2.8772,110,120,no,10,no,1,3,
dh60.1,V2O5,0.1844,Na2TeO3,0.231,2-ahep,0.2263,EtOH,4.037,water,5.0267,110,120,no,10,no,0,0,
dh60.2,V2O5,0.1801,Na2TeO3,0.2288,2-ahep,0.2279,EtOH,1.996,water,2.5192,110,120,no,11,no,0,0,
dh60.3,V2O5,0.1805,Na2TeO3,0.1141,2-ahep,0.1176,EtOH,4.0934,water,5.3775,110,120,no,9,no,0,0,
dh60.4,V2O5,0.1845,Na2TeO3,0.1138,2-ahep,0.1305,EtOH,1.9836,water,0.2724,110,120,no,9,no,0,0,
dh60.5,V2O5,0.1838,Na2TeO3,0.2293,2-ahep,0.1204,EtOH,3.9804,water,5.0762,110,120,no,9,no,0,0,
dh60.6,V2O5,0.1808,Na2TeO3,0.2283,1-methylheptamine,0.2598,EtOH,3.995,water,5.0147,110,120,no,9,no,0,0,
dh60.7,V2O5,0.18,Na2TeO3,0.23,1-methylheptamine,0.2627,EtOH,2.4736,water,2.5701,110,120,no,11,no,0,0,
dh60.8,V2O5,0.184,Na2TeO3,0.1175,1-methylheptamine,0.1264,EtOH,3.9455,water,5.0479,110,120,no,9,no,0,0,
dh60.9,V2O5,0.1859,Na2TeO3,0.136,1-methylheptamine,0.1301,EtOH,1.9722,water,2.5629,110,120,no,9,no,0,0,
dh60.10,V2O5,0.1832,Na2TeO3,0.25,1-methylheptamine,0.1331,EtOH,4.6343,water,5.0415,110,120,no,10,no,0,0,
dh64.1,V2O5,0.1852,TeO2,0.0906,"1,4-dab",0.064,EtOH,3.9941,water,5.0185,110,144,no,9,no,2,3,
dh64.2,V2O5,0.1809,TeO2,0.0893,"1,4-dab",0.0513,EtOH,2.098,water,5.0582,110,144,no,9,no,1,3,
dh64.3,NaVO3,0.25,TeO2,0.0825,"1,4-dab",0.0575,EtOH,4.0211,water,5.0298,110,144,no,9,no,1,3,
dh64.4,NaVO3,0.25,TeO2,0.0844,"1,4-dab",0.0485,EtOH,1.9883,water,2.5761,110,144,no,11,no,2,4,
dh64.5,V2O5,0.1811,TeO2,0.0807,"1,6-dah",0.1197,EtOH,4.1169,water,5.0932,110,144,no,10,no,2,4,
dh64.6,V2O5,0.1828,TeO2,0.0983,"1,6-dah",0.1218,EtOH,3.9908,water,5.0269,110,144,no,10,no,1,4,
dh64.7,NaVO3,0.2472,TeO2,0.0865,"1,6-dah",0.1386,EtOH,3.9628,water,5.0208,110,144,no,11,no,2,3,
dh64.8,NaVO3,0.2451,TeO2,0.0856,"1,6-dah",0.0675,EtOH,4.088,water,5.1022,110,144,no,11,no,2,3,
dh64.9,V2O5,0.182,TeO2,0.0803,2-ahep,0.128,EtOH,3.9476,water,5.2177,110,144,no,8,no,1,3,
dh64.10,V2O5,0.1821,TeO2,0.104,2-ahep,0.1175,EtOH,1.9722,water,2.5611,110,144,no,8,no,1,3,
dh64.11,NaVO3,0.2469,TeO2,0.0886,2-ahep,0.1128,EtOH,4.0627,water,5.1545,110,144,no,10,no,1,4,
dh64.12,NaVO3,0.2408,TeO2,0.1254,2-ahep,0.1188,EtOH,1.9851,water,2.5384,110,144,no,11,no,1,4,
dh64.13,V2O5,0.1811,TeO2,0.0856,2-aoct,0.1306,EtOH,4.0056,water,5.0302,110,144,no,8,no,1,3,
dh64.14,V2O5,0.1818,TeO2,0.086,2-aoct,0.1244,EtOH,1.9876,water,3.6038,110,144,no,8,no,1,3,
dh64.15,NaVO3,0.2466,TeO2,0.0807,2-aoct,0.1323,EtOH,4.031,water,5.0587,110,144,no,10,no,1,4,
dh64.16,NaVO3,0.2436,TeO2,0.0897,2-aoct,0.1267,EtOH,1.9788,water,2.543,110,144,no,11,no,1,4,
dh67.1,V2O5,0.1829,Na2TeO3,0.1171,aqnHCl,0.2002,EtOH,3.9743,water,5.1485,x,x,no,7,no,1,3,
dh67.2,V2O5,0.1829,Na2TeO3,0.1148,aqnHCl,0.1993,EtOH,2.0573,water,2.5836,x,x,no,7,no,1,3,
