Reaction number,Reactant 1 name,Reactant 1 mass (g),Reactant 2 name,Reactant 2 mass (g),Reactant 3 name,Reactant 3 mass (g),Reactant 4 name,Reactant 4 mass (g),Reactant 5 name,Reactant 5 mass (g),Temp (ºC),Time (h),Slow cool,pH (x = unknown),Leak,purity (0 = no data in notebook; 1 = multiphase; 2 = single phase),"outcome (0 = no data in notebook, 1 = no solid; 2 = noncrystalline/brown; 3 = powder/crystallites; 4 = large single crystals)",Notes
jn36.6,MoO3,0.2857,"1,5-dap",0.2042,H2SO4,0.2068,water,1.0038,Ac,2d,x,72,no,5,no,1,4,
jn37.1,MoO3,0.0916,"1,5-dap",0.3408,H2SO4,0.2067,water,1.4975,Ac,30d,x,72,no,5,no,1,3,
jn37.2,MoO3,0.4821,"1,5-dap",0.055,H2SO4,0.1997,water,1.497,Ac,1d,x,72,no,5,no,1,3,
jn37.3,MoO3,0.2886,"1,5-dap",0.1976,H2SO4,0.2043,water,1.5033,Ac,1d,x,72,no,5,no,1,3,
jn37.4,MoO3,0.0849,"1,5-dap",0.3424,H2SO4,0.2115,water,2,Ac,30d,x,72,no,5,no,2,4,
jn37.5,MoO3,0.4829,"1,5-dap",0.058,H2SO4,0.2071,water,2.0004,Ac,0d,x,72,no,5,no,2,3,
jn37.6,MoO3,0.2826,"1,5-dap",0.2009,H2SO4,0.2126,water,1.9981,Ac,1d,x,72,no,5,no,1,3,
jn38.1,MoO3,0.1687,"1,5-dap",0.2869,H2SO4,0.2228,water,0.5,Ac,6d,x,48,no,5,no,2,3,
jn38.2,MoO3,0.2252,"1,5-dap",0.1714,H2SO4,0.2029,water,0.4955,Ac,2d,x,48,no,5,no,1,3,
jn38.3,MoO3,0.3473,"1,5-dap",0.1246,H2SO4,0.2328,water,0.5001,Ac,1d,x,48,no,5,no,2,3,
jn38.4,MoO3,0.3987,"1,5-dap",0.1207,H2SO4,0.2058,water,0.5032,Ac,0d,x,48,no,5,no,1,3,
jn38.5,MoO3,0.1744,"1,5-dap",0.277,H2SO4,0.1994,water,0.9989,Ac,11d,x,48,no,5,no,2,3,
jn38.6,MoO3,0.23,"1,5-dap",0.1784,H2SO4,0.203,water,0.9968,Ac,2d,x,48,no,5,no,2,2,
jn38.7,MoO3,0.3408,"1,5-dap",0.1344,H2SO4,0.2,water,0.999,Ac,3d,x,48,no,5,no,1,3,
jn38.8,MoO3,0.396,"1,5-dap",0.119,H2SO4,0.1949,water,1.0022,Ac,1d,x,48,no,5,no,1,4,
jn39.1,MoO3,0.1692,"1,5-dap",0.2842,H2SO4,0.206,water,2.0012,Ac,11d,x,48,no,5,no,1,3,
jn39.2,MoO3,0.2321,"1,5-dap",0.1708,H2SO4,0.204,water,2.001,Ac,3d,x,48,no,5,no,1,3,
jn39.3,MoO3,0.3391,"1,5-dap",0.1171,H2SO4,0.2016,water,2.0069,Ac,2d,x,48,no,5,no,1,4,
jn39.4,MoO3,0.3979,"1,5-dap",0.1441,H2SO4,0.1947,water,1.9963,Ac,1d,x,48,no,5,no,1,4,
jn40.1,MoO3,0.1902,"1,3-dap",0.1913,H2SO4,0.1971,water,0.4964,Ac,5d,x,96,no,5,no,2,3,
jn40.2,MoO3,0.192,"1,3-dap",0.1928,H2SO4,0.2042,water,0.5177,Ac,5d,x,96,no,5,no,2,3,
jn40.3,MoO3,0.1904,"1,3-dap",0.2321,H2SO4,0.1978,water,0.5073,Ac,12d,x,96,no,5,no,2,4,
jn40.4,MoO3,0.1896,"1,3-dap",0.1982,H2SO4,0.2036,water,0.7031,Ac,5d,x,96,no,5,no,2,3,
jn40.5,MoO3,0.194,"1,3-dap",0.202,H2SO4,0.199,water,0.2998,Ac,7d,x,96,no,5,no,1,4,
jn40.6,MoO3,0.1493,"1,3-dap",0.2294,H2SO4,0.1971,water,0.5122,Ac,12d,x,96,no,5,no,2,4,
jn40.7,MoO3,0.2267,"1,3-dap",0.173,H2SO4,0.1947,water,0.5065,Ac,3d,x,96,no,5,no,1,4,
jn42.1,MoO3,0.0869,"1,6-dah",0.5732,H2SO4,0.206,water,0.51,Ac,40d,x,48,no,5,no,1,4,
jn42.2,MoO3,0.1733,"1,6-dah",0.5584,H2SO4,0.2002,water,0.5068,Ac,37d,x,48,no,5,no,1,4,
jn42.3,MoO3,0.2258,"1,6-dah",0.5607,H2SO4,0.21,water,0.5009,Ac,30d,x,48,no,5,no,1,3,
jn42.4,MoO3,0.2878,"1,6-dah",0.332,H2SO4,0.2051,water,0.5108,Ac,3d,x,48,no,5,no,2,3,
jn42.5,MoO3,0.343,"1,6-dah",0.2645,H2SO4,0.2161,water,0.5118,Ac,2d,x,48,no,5,no,1,3,
jn42.6,MoO3,0.3966,"1,6-dah",0.1959,H2SO4,0.207,water,0.5132,Ac,1d,x,48,no,5,no,1,3,
jn42.7,MoO3,0.4885,"1,6-dah",0.0958,H2SO4,0.1992,water,0.5055,Ac,2d,x,48,no,5,no,2,4,
jn42.8,MoO3,0.2305,"1,6-dah",0.3882,H2SO4,0.201,water,0.5008,Ac,5d,x,48,no,5,no,1,3,
jn43.1,MoO3,0.0848,"1,6-dah",0.5845,H2SO4,0.206,water,1.006,Ac,38d,x,48,no,5,no,2,4,
jn43.2,MoO3,0.1754,"1,6-dah",0.4564,H2SO4,0.2003,water,1.0142,Ac,18d,x,48,no,5,no,2,3,
jn43.3,MoO3,0.2327,"1,6-dah",0.396,H2SO4,0.2038,water,0.9997,Ac,4d,x,48,no,5,no,1,3,
jn43.4,MoO3,0.2864,"1,6-dah",0.3252,H2SO4,0.2045,water,0.9948,Ac,3d,x,48,no,5,no,1,3,
jn43.5,MoO3,0.339,"1,6-dah",0.3241,H2SO4,0.1981,water,0.9974,Ac,1d,x,48,no,5,no,1,3,
jn43.6,MoO3,0.4,"1,6-dah",0.204,H2SO4,0.1989,water,1.0042,Ac,3d,x,48,no,5,no,1,3,
jn43.7,MoO3,0.4873,"1,6-dah",0.0969,H2SO4,0.2002,water,0.9947,Ac,1d,x,48,no,5,no,2,4,
jn44.1,MoO3,0.0844,"1,6-dah",0.5538,H2SO4,0.202,water,1.4977,Ac,36d,x,48,no,5,no,2,3,
jn44.2,MoO3,0.1693,"1,6-dah",0.4596,H2SO4,0.199,water,1.5,Ac,16d,x,48,no,5,no,2,3,
jn44.3,MoO3,0.228,"1,6-dah",0.3875,H2SO4,0.2051,water,1.5077,Ac,3d,x,48,no,5,no,1,4,
jn44.4,MoO3,0.2856,"1,6-dah",0.3569,H2SO4,0.2014,water,1.5044,Ac,3d,x,48,no,5,no,1,4,
jn44.5,MoO3,0.3387,"1,6-dah",0.2576,H2SO4,0.2035,water,1.4965,Ac,1d,x,48,no,5,no,1,3,
jn44.6,MoO3,0.3974,"1,6-dah",0.1942,H2SO4,0.1961,water,1.4938,Ac,2d,x,48,no,5,no,1,3,
jn44.7,MoO3,0.4836,"1,6-dah",0.1349,H2SO4,0.1953,water,1.5091,Ac,1d,x,48,no,5,no,1,3,
jn45.1,MoO3,0.0857,"1,6-dah",0.5532,H2SO4,0.2046,water,2.015,Ac,37d,x,48,no,5,no,2,4,
jn45.2,MoO3,0.1692,"1,6-dah",0.4713,H2SO4,0.2039,water,1.9942,Ac,19d,x,48,no,5,no,1,3,
jn45.3,MoO3,0.2287,"1,6-dah",0.3941,H2SO4,0.2028,water,1.9978,Ac,4d,x,48,no,5,no,1,3,
jn45.4,MoO3,0.2845,"1,6-dah",0.3257,H2SO4,0.199,water,2.1777,Ac,1d,x,48,no,5,no,1,4,
jn45.5,MoO3,0.3397,"1,6-dah",0.2578,H2SO4,0.208,water,2.0082,Ac,0d,x,48,no,5,no,1,3,
jn45.6,MoO3,0.3953,"1,6-dah",0.1976,H2SO4,0.1974,water,2.0023,Ac,2d,x,48,no,5,no,1,3,
jn45.7,MoO3,0.4868,"1,6-dah",0.0963,H2SO4,0.2005,water,1.9991,Ac,1d,x,48,no,5,no,2,4,
jn46.1,MoO3,0.0846,"1,7-dah",0.4481,H2SO4,0.1996,water,0.4961,Ac,50d,x,48,no,5,no,1,3,
jn46.2,MoO3,0.1676,"1,7-dah",0.3815,H2SO4,0.2063,water,0.4961,Ac,20d,x,48,no,5,no,1,2,
jn46.3,MoO3,0.2279,"1,7-dah",0.3245,H2SO4,0.1956,water,0.499,Ac,8d,x,48,no,5,no,1,3,
jn46.4,MoO3,0.2869,"1,7-dah",0.2769,H2SO4,0.1969,water,0.5003,Ac,1d,x,48,no,5,no,2,2,
jn46.5,MoO3,0.3442,"1,7-dah",0.2138,H2SO4,0.2097,water,0.5017,Ac,1d,x,48,no,5,no,1,3,
jn46.6,MoO3,0.4037,"1,7-dah",0.1533,H2SO4,0.2025,water,0.5002,Ac,2d,x,48,no,5,no,1,3,
jn46.7,MoO3,0.4987,"1,7-dah",0.0731,H2SO4,0.2051,water,0.4963,Ac,4d,x,48,no,5,no,1,3,
jn47.1,MoO3,0.0841,"1,7-dah",0.4466,H2SO4,0.2124,water,1.0005,Ac,41d,x,48,no,5,no,1,2,
jn47.2,MoO3,0.1705,"1,7-dah",0.3775,H2SO4,0.2097,water,1.0009,Ac,20d,x,48,no,5,no,1,2,
jn47.3,MoO3,0.232,"1,7-dah",0.3136,H2SO4,0.2043,water,1.0085,Ac,8d,x,48,no,5,no,1,3,
jn47.4,MoO3,0.2887,"1,7-dah",0.2697,H2SO4,0.2043,water,1.0047,Ac,0d,x,48,no,5,no,1,2,
jn47.5,MoO3,0.341,"1,7-dah",0.2207,H2SO4,0.2011,water,1.0084,Ac,3d,x,48,no,5,no,1,4,
jn47.6,MoO3,0.3978,"1,7-dah",0.1532,H2SO4,0.1969,water,1.0017,Ac,2d,x,48,no,5,no,1,3,
jn47.7,MoO3,0.4912,"1,7-dah",0.0748,H2SO4,0.2068,water,1.0178,Ac,5d,x,48,no,5,no,1,3,
jn48.1,MoO3,0.0851,"1,7-dah",0.4551,H2SO4,0.2032,water,1.5066,Ac,40d,x,48,no,5,no,2,2,
jn48.2,MoO3,0.1686,"1,7-dah",0.3783,H2SO4,0.2258,water,1.512,Ac,20d,x,48,no,5,no,2,2,
jn48.3,MoO3,0.2297,"1,7-dah",0.3105,H2SO4,0.2016,water,1.5042,Ac,10d,x,48,no,5,no,1,2,
jn48.4,MoO3,0.2823,"1,7-dah",0.2885,H2SO4,0.2197,water,1.504,Ac,0d,x,48,no,5,no,1,2,
jn48.5,MoO3,0.3463,"1,7-dah",0.2447,H2SO4,0.1989,water,1.4958,Ac,6d,x,48,no,5,no,2,3,
jn48.6,MoO3,0.3973,"1,7-dah",0.1602,H2SO4,0.1973,water,1.4973,Ac,2d,x,48,no,5,no,2,3,
jn48.7,MoO3,0.4992,"1,7-dah",0.0775,H2SO4,0.2039,water,1.5319,Ac,3d,x,48,no,5,no,1,3,
"jho137.1
",NaVO3,0.1209,SeO2,0.6572,"2,5-dmpip",0.1485,water,8.9872,Na2C2O4,0.1405,150,20,yes,2,no,1,3,
jho137.2,NaVO3,0.1318,SeO2,0.6618,2-mpip,0.123,water,8.9331,Na2C2O4,0.123,150,20,yes,2,no,2,4,
jho137.3,NaVO3,0.1229,SeO2,0.657,deta,0.1085,water,8.9808,Na2C2O4,0.1085,150,20,yes,2,no,1,3,
jho137.4,NaVO3,0.1216,SeO2,0.6842,"2,6-dmpip",0.1191,water,9.0447,Na2C2O4,0.1191,150,20,yes,1,no,1,2,
jho137.5,NaVO3,0.1363,SeO2,0.6637,"1,4-dmpip",0.1158,water,9.0171,Na2C2O4,0.1158,150,20,yes,2,no,1,3,
jho137.6,NaVO3,0.1242,SeO2,0.1234,tmed,0.1234,water,8.9876,Na2C2O4,0.1206,150,20,yes,1,no,1,2,
jho137.7,NaVO3,0.1219,SeO2,0.2218,aqnHCl,0.2218,water,9.0595,Na2C2O4,0.1261,150,20,yes,2,no,1,2,
jho137.8,NaVO3,0.1215,SeO2,0.1601,3-apyr,0.1601,water,8.9688,Na2C2O4,0.1258,150,20,yes,1,yes,0,0,
jho137.9,NaVO3,0.1222,SeO2,0.227,tmed,0.227,water,9.1254,Na2C2O4,0.1279,150,20,yes,1,no,2,2,
jho137.10,NaVO3,0.1229,SeO2,0.0627,en,0.0627,water,8.9283,Na2C2O4,0.1412,150,20,yes,2,no,1,2,
jho139.1,NH4VO3,0.1215,SeO2,0.6602,2-mpip,0.1077,water,9.0262,x,x,130,48,yes,2,no,1,2,
jho139.2,NH4VO3,0.1222,SeO2,0.6651,2-mpip,0.2024,water,9.0757,x,x,130,48,yes,1,no,2,3,
jho139.3,NH4VO3,0.116,SeO2,0.6787,tmed,0.1176,water,8.9487,x,x,130,48,yes,2,no,2,3,
jho139.4,NH4VO3,0.1169,SeO2,0.6639,tmed,0.23,water,8.9387,x,x,130,48,yes,2,no,2,3,
jho139.5,NH4VO3,0.1156,SeO2,0.6661,deta,0.1115,water,9.0241,x,x,130,48,yes,2,no,2,4,
jho139.6,NH4VO3,0.1208,SeO2,0.6687,deta,0.2104,water,8.9369,x,x,130,48,yes,2,no,2,3,
jho139.7,NH4VO3,0.1153,SeO2,0.6843,"2,6-dmpip",0.1129,water,8.9731,x,x,130,48,yes,1,yes,0,0,
jho139.8,NH4VO3,0.1197,SeO2,0.7472,"2,6-dmpip",0.2014,water,9.0359,x,x,130,48,yes,1,yes,0,0,
jho139.9,NH4VO3,0.1201,SeO2,0.6646,"1,4-dmpip",0.1112,water,8.9724,x,x,130,48,yes,1,yes,0,0,
jho139.10,NH4VO3,0.1179,SeO2,0.6578,"1,4-dmpip",0.2399,water,9.323,x,x,130,48,yes,1,no,2,3,
jho141.1,"NaVO3
",0.1204,SeO2,0.6637,"2,5-dmpip",0.1227,water,9.1386,Na2C2O4,0.1316,130,20,yes,2,no,1,3,
jho141.2,NaVO3,0.1241,SeO2,0.6597,2-mpip,0.1089,water,8.9291,Na2C2O4,0.1383,130,20,yes,2,no,1,3,
jho141.3,NaVO3,0.1208,SeO2,0.6616,deta,0.113,water,9.0629,Na2C2O4,0.1417,130,20,yes,2,no,1,3,
jho141.4,NaVO3,0.1237,SeO2,0.6614,"2,6-dmpip",0.1192,water,9.5247,Na2C2O4,0.1313,130,20,yes,2,no,1,3,
jho141.5,NaVO3,0.121,SeO2,0.6708,"1,4-dmpip",0.118,water,8.9961,Na2C2O4,0.13,130,20,yes,2,no,2,2,
jho141.6,NaVO3,0.1232,SeO2,0.6636,ted,0.1234,water,9.0666,Na2C2O4,0.1363,130,20,yes,2,no,2,2,
jho141.7,NaVO3,0.1198,SeO2,0.6674,aqnHCl,0.2004,water,8.9745,Na2C2O4,0.1292,130,20,yes,2,no,1,3,
jho141.8,NaVO3,0.122,SeO2,0.6743,3-apyr,0.1643,water,9.003,Na2C2O4,0.1258,130,20,yes,2,no,1,2,
jho141.9,NaVO3,0.1299,SeO2,0.6552,"1,2-dap",0.0932,water,8.9951,Na2C2O4,0.1313,130,20,yes,2,no,1,2,
jho141.10,NaVO3,0.1231,SeO2,0.684,en,0.0971,water,9.0105,Na2C2O4,0.1293,130,20,yes,2,no,2,3,
jho143.1,NH4VO3,0.1142,SeO2,0.6525,2-mpip,0.1138,water,8.8688,x,x,125,20,yes,2,yes,0,0,
jho143.2,NH4VO3,0.1191,SeO2,0.6589,2-mpip,0.1265,water,9.0581,x,x,125,20,yes,3,no,2,3,
jho143.3,NH4VO3,0.1256,SeO2,0.3255,2-mpip,0.1345,water,9.1019,x,x,125,20,yes,2,no,2,3,
jho143.4,NH4VO3,0.1267,SeO2,0.3185,2-mpip,0.1263,water,9.0808,x,x,125,20,yes,4,no,2,2,
jho143.5,NH4VO3,0.119,SeO2,0.1135,2-mpip,0.123,water,9.0527,x,x,125,20,yes,1,no,2,3,
jho143.6,NH4VO3,0.1154,SeO2,0.6904,"2,5-dmpip",0.1322,water,8.9421,x,x,125,20,yes,2,no,1,3,
jho143.7,NH4VO3,0.1188,SeO2,0.6629,"2,5-dmpip",0.1325,water,8.976,x,x,125,20,yes,3,no,2,3,
jho143.8,NH4VO3,0.1211,SeO2,0.351,"2,5-dmpip",0.1214,water,9.2491,x,x,125,20,yes,2,no,2,3,
jho143.9,NH4VO3,0.1185,SeO2,0.3238,"2,5-dmpip",0.1268,water,9.0735,x,x,125,20,yes,3,yes,0,0,
jho143.10,NH4VO3,0.1181,SeO2,0.1161,"2,5-dmpip",0.1234,water,8.9706,x,x,125,20,yes,2,yes,0,0,
jho143.11,NH4VO3,0.1175,SeO2,0.6752,deta,0.1153,water,9.0267,x,x,125,20,yes,2,no,2,2,
jho143.12,NH4VO3,0.1332,SeO2,0.6666,deta,0.1125,water,9.002,x,x,125,20,yes,3,no,1,3,
jho143.13,NH4VO3,0.1161,SeO2,0.3194,deta,0.137,water,9.1657,x,x,125,20,yes,2,no,2,3,
jho143.14,NH4VO3,0.1196,SeO2,0.3144,deta,0.1244,water,8.9143,x,x,125,20,yes,3,no,2,3,
jho143.15,NH4VO3,0.1137,SeO2,0.1366,deta,0.1266,water,9.0813,x,x,125,20,yes,2,no,2,2,
jho147.1,NaVO3,0.1551,SeO2,0.1195,"1,4-dmpip",0.1195,water,9.0211,x,x,130,60,yes,2,no,2,4,
jho147.2,NaVO3,0.1231,SeO2,0.1227,"1,4-dmpip",0.1227,water,6.2866,x,x,130,60,yes,2,no,2,4,
jho147.3,NaVO3,0.1141,SeO2,0.1216,"1,4-dmpip",0.1216,water,9.6145,x,x,130,60,yes,2,no,2,4,
jho147.4,NaVO3,0.1199,SeO2,0.1123,"1,4-dmpip",0.1123,water,6.0885,x,x,130,60,yes,2,no,1,3,
jho148.1,NH4VO3,0.1119,SeO2,0.6604,deta,0.1408,water,9.0122,x,x,110,60,yes,2,no,2,3,
jho148.2,NH4VO3,0.1163,SeO2,1.1353,deta,0.1116,water,8.9645,x,x,110,60,yes,2,no,2,4,
jho148.3,NH4VO3,0.1129,SeO2,0.6868,deta,0.1291,water,5.9688,x,x,110,60,yes,2,no,2,4,
jho148.4,NH4VO3,0.1123,SeO2,1.1057,deta,0.1258,water,6.0986,x,x,110,60,yes,2,no,2,4,
jho149.1,NH4VO3,0.1153,SeO2,0.6717,"2,5-dmpip",0.1386,water,9.0585,Na2C2O4,0.1073,110,60,yes,2,no,2,4,
jho149.2,NH4VO3,0.115,SeO2,0.6708,"2,5-dmpip",0.1311,water,8.9664,Na2C2O4,0.0981,110,60,yes,2,no,2,3,
jho149.3,NH4VO3,0.113,SeO2,0.6581,"2,6-dmpip",0.1254,water,9.0169,Na2C2O4,0.1071,110,60,yes,2,no,2,4,
jho149.4,NH4VO3,0.1142,SeO2,0.6631,1-mpip,0.1132,water,9.0015,Na2C2O4,0.1049,110,60,yes,2,no,2,3,
jho149.5,NH4VO3,0.1164,SeO2,0.6756,"1,4-dmpip",0.128,water,8.9922,Na2C2O4,0.1301,110,60,yes,2,no,2,3,
jho149.6,NH4VO3,0.1161,SeO2,0.7042,aep,0.1297,water,9.19,Na2C2O4,0.1061,110,60,yes,2,no,2,4,
jho149.7,NH4VO3,0.1163,SeO2,0.6604,dabco,0.1216,water,9.1674,Na2C2O4,0.1034,110,60,yes,2,no,2,3,
jho149.8,NH4VO3,0.1172,SeO2,0.6479,tmed,0.1258,water,9.0085,Na2C2O4,0.1141,110,60,yes,2,no,2,4,
jho149.9,NH4VO3,0.1133,SeO2,0.6577,aqnHCl,0.2041,water,8.9957,Na2C2O4,0.104,110,60,yes,2,no,2,2,
jho149.10,NH4VO3,0.1161,SeO2,0.6504,en,0.0762,water,9.0177,Na2C2O4,0.1053,110,60,yes,2,no,2,3,
jho149.11,NH4VO3,0.1153,SeO2,0.6689,"1,2-dap",0.0851,water,9.0218,Na2C2O4,0.106,110,60,yes,2,no,2,3,
jho149.12,NH4VO3,0.1174,SeO2,0.6595,"1,3-dap",0.1627,water,9.0399,Na2C2O4,0.1071,110,60,yes,2,no,2,4,
jho152.1,NaVO3,0.1416,SeO2,0.6672,"1,4-dmpip",0.115,water,7.0196,x,x,120,4,yes,2,no,2,4,
jho152.2,NaVO3,0.1197,SeO2,0.5669,"1,4-dmpip",0.1259,water,6.2066,x,x,120,4,yes,2,no,2,4,
jho152.3,NaVO3,0.129,SeO2,0.4428,"1,4-dmpip",0.1179,water,6.0931,x,x,120,4,yes,2,no,2,3,
jho152.4,NaVO3,0.1204,SeO2,0.6955,deta,0.117,water,6.1892,x,x,120,4,yes,2,no,2,3,
jho152.5,NaVO3,0.1255,SeO2,0.5737,deta,0.1222,water,6.0339,x,x,120,4,yes,2,no,2,3,
jho152.6,NaVO3,0.1198,SeO2,0.4463,deta,0.1223,water,6.1207,x,x,120,4,yes,2,no,1,3,
jho152.7,"NH4VO3
",0.1179,SeO2,0.6556,deta,0.1212,water,6.0987,x,x,120,4,yes,2,no,2,4,
jho152.8,NH4VO3,0.1167,SeO2,0.5688,deta,0.1151,water,6.0411,x,x,120,4,yes,2,no,2,3,
jho152.9,NH4VO3,0.1217,SeO2,0.4467,deta,0.117,water,6.0921,x,x,120,4,yes,2,no,2,2,
jho154.1,NH4VO3,0.1188,SeO2,0.4487,"2,5-dmpip",0.1264,water,9.6832,Na2C2O4,0.1005,110,60,yes,2,no,2,3,
jho154.2,NH4VO3,0.1147,SeO2,0.4404,dabco,0.1175,water,9.0087,Na2C2O4,0.1035,110,60,yes,2,no,2,3,
jho154.3,NH4VO3,0.1159,SeO2,0.4465,en,0.0653,water,8.9924,Na2C2O4,0.1014,110,60,yes,2,no,2,3,
jho154.4,NH4VO3,0.1135,SeO2,0.4421,tmed,0.1152,water,8.9202,Na2C2O4,0.1104,110,60,yes,2,no,2,4,
jho154.5,NH4VO3,0.1262,SeO2,0.4519,"1,4-dmpip",0.1135,water,8.9566,Na2C2O4,0.1034,110,60,yes,2,yes,0,0,
jho154.6,NH4VO3,0.1162,SeO2,0.4538,1-mpip,0.1059,water,8.9403,Na2C2O4,0.1163,110,60,yes,2,no,2,3,
jho154.7,NH4VO3,0.1168,SeO2,0.4464,2-mpip,0.1188,water,9,Na2C2O4,0.1022,110,60,yes,2,no,2,4,
jho155.1,NH4VO3,0.1125,SeO2,1.1176,2-mpip,0.1309,water,6.0375,x,x,110,24,yes,2,no,2,3,
jho155.2,NH4VO3,0.1193,SeO2,1.1259,1-mpip,0.1111,water,6.0151,x,x,110,24,yes,2,yes,0,0,
jho155.3,NH4VO3,0.12,SeO2,1.1847,"1,4-dmpip",0.1214,water,6.0146,x,x,110,24,yes,2,no,2,3,
jho155.4,NH4VO3,0.1157,SeO2,1.1384,aqnHCl,0.1952,water,6.0241,x,x,110,24,yes,2,no,2,3,
jho155.5,NH4VO3,0.1155,SeO2,1.1049,deta,0.1208,water,6.0336,x,x,110,24,yes,2,no,2,3,
jho155.6,NH4VO3,0.1152,SeO2,1.1139,deta,0,water,6.0821,x,x,110,24,yes,2,no,2,4,
jho155.7,NH4VO3,0.1177,SeO2,0.8787,deta,0.1131,water,6.0273,x,x,110,24,yes,2,no,2,3,
jho155.8,NaVO3,0.1233,SeO2,1.1163,deta,0.1406,water,6.0646,x,x,110,24,yes,2,no,2,2,
jho155.9,NaVO3,0.1285,SeO2,1.1109,deta,0,water,6.13,x,x,110,24,yes,2,no,2,3,
jho155.10,NaVO3,0.1202,SeO2,0.8782,deta,0.1438,water,6.1325,x,x,110,24,yes,2,no,2,3,
jn49.1,MoO3,0.0826,"1,7-dah",0.4471,H2SO4,0.2124,water,2.005,Ac,40d,x,48,no,5,no,2,2,
jn49.2,MoO3,0.1676,"1,7-dah",0.3759,H2SO4,0.1987,water,2.0133,Ac,23d,x,48,no,5,no,1,2,
jn49.3,MoO3,0.2255,"1,7-dah",0.3164,H2SO4,0.2033,water,2.0032,Ac,10d,x,48,no,5,no,1,3,
jn49.4,MoO3,0.2839,"1,7-dah",0.2672,H2SO4,0.1978,water,2.0222,Ac,3d,x,48,no,5,no,1,4,
jn49.5,MoO3,0.3408,"1,7-dah",0.2336,H2SO4,0.2084,water,1.9987,Ac,4d,x,48,no,5,no,1,3,
jn49.6,MoO3,0.4013,"1,7-dah",0.1623,H2SO4,0.2004,water,1.9951,Ac,2d,x,48,no,5,no,1,4,
jn49.7,MoO3,0.4911,"1,7-dah",0.0844,H2SO4,0.1969,water,2.0194,Ac,6d,x,48,no,5,no,1,3,
jn50.1,MoO3,0.4928,"[1,7-dahH2^2+][SO4^2-]*nMeOH",0.2201,water,2.0218,H2SO4,x,Ac,2d,x,48,no,5,no,2,4,"These reactions include a strange complex, not sure if needed in data"
jn50.2,MoO3,0.2399,"[1,7-dahH2^2+][SO4^2-]*nMeOH",0.4279,water,2.0602,H2SO4,x,Ac,2d,x,48,no,5,no,1,3,
jn50.3,MoO3,0.0927,"[1,7-dahH2^2+][SO4^2-]*nMeOH",1.1471,water,2.0129,H2SO4,x,Ac,2d,x,48,no,5,no,1,2,
jn51.1,MoO3,0.1013,"1,3-dap",0.2488,H2SO4,0.1988,water,1.9974,Ac,25d,x,48,no,5,no,2,4,
jn51.2,MoO3,0.1003,"1,3-dap",0.2469,H2SO4,0.1963,water,2.0104,Ac,27d,x,48,no,5,no,2,4,
jn51.3,MoO3,0.4628,"1,3-dap",0.0498,H2SO4,0.2008,water,2.039,Ac,1d,x,48,no,5,no,1,4,
jn51.4,MoO3,0.4629,"1,3-dap",0.0533,H2SO4,0.2061,water,2.0045,Ac,1d,x,48,no,5,no,1,4,
jn51.5,MoO3,0.1449,"1,3-dap",0.2183,H2SO4,0.21,water,0.504,Ac,12d,x,48,no,5,no,2,4,
jn51.6,MoO3,0.1402,"1,3-dap",0.22,H2SO4,0.2054,water,0.503,Ac,12d,x,48,no,5,no,2,4,
jn51.7,MoO3,0.5108,"1,4-dab",0.032,H2SO4,0.2059,water,0.5586,Ac,2d,x,48,no,5,no,1,3,
jn51.8,MoO3,0.5121,"1,4-dab",0.039,H2SO4,0.2024,water,0.505,Ac,2d,x,48,no,5,no,1,4,
jn51.9,MoO3,0.0515,"1,4-dab",0.3216,H2SO4,0.1988,water,1.0016,Ac,40d,x,48,no,5,no,2,3,
jn51.10,MoO3,0.0488,"1,4-dab",0.3103,H2SO4,0.199,water,1.0157,Ac,40d,x,48,no,5,no,2,4,
jn52.1,MoO3,0.4029,"1,4-dab",0.1032,H2SO4,0.1953,water,0.5002,Ac,3d,x,48,no,5,no,1,3,
jn52.2,MoO3,0.3954,"1,4-dab",0.1117,H2SO4,0.1955,water,0.5054,Ac,2d,x,48,no,5,no,1,3,
jn52.3,MoO3,0.2842,"1,5-dap",0.2045,H2SO4,0.1965,water,0.4957,Ac,9d,x,48,no,5,no,1,3,
jn52.4,MoO3,0.2791,"1,5-dap",0.1969,H2SO4,0.22,water,0.5041,Ac,12d,x,48,no,5,no,1,4,
jn52.5,MoO3,0.4827,"1,5-dap",0.0674,H2SO4,0.2038,water,1.0021,Ac,3d,x,48,no,5,no,1,4,
jn52.6,MoO3,0.485,"1,5-dap",0.0612,H2SO4,0.2308,water,1.0114,Ac,3d,x,48,no,5,no,1,4,
jn52.7,MoO3,0.284,"1,6-dah",0.322,H2SO4,0.2252,water,2.9913,Ac,3d,x,48,no,5,no,1,2,
jn52.8,MoO3,0.2868,"1,6-dah",0.3278,H2SO4,0.2328,water,3.9903,Ac,5d,x,48,no,5,no,1,2,
jn52.9,MoO3,0.2799,"1,6-dah",0.3334,H2SO4,0.2028,water,5.1225,Ac,8d,x,48,no,5,no,2,4,
jn52.10,MoO3,0.2837,"1,6-dah",0.3342,H2SO4,0.22,water,6.0084,Ac,5d,x,48,no,5,no,1,3,
jn54.1,MoO3,0.0848,LD:1,0.4081,H2SO4,0.2021,water,0.4997,Ac,3d,x,48,no,5,no,2,1,"LD:1 follows abbreviation scheme from jn where LD:2 is en, LD:3 is 1,3-dap and so on"
