@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R5,25,60,164,172,175,180,241,274'

@attribute leak {yes,no}
@attribute orgASA_PMax numeric
@attribute orgASA+ArithAvg numeric
@attribute orgacc-waterdonratio numeric
@attribute K {yes,no}
@attribute I {yes,no}
@attribute S {yes,no}
@attribute PearsonElectronegMean numeric
@attribute outcome {1,2}

@data
no,59.99,244.65,-0.004,no,no,no,459.35,2
no,59.99,244.65,-0.0036,no,no,no,459.35,2
no,59.99,244.65,-0.0043,no,no,no,459.35,2
no,96.11,189.33,0,no,no,no,459.35,2
no,96.11,189.33,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,59.99,244.65,-0.0034,no,no,no,459.35,2
no,59.99,244.65,-0.0034,no,no,no,459.35,2
no,59.99,244.65,-0.004,no,no,no,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,59.99,244.65,-0.0033,no,no,no,459.35,2
no,33.93,216.3,-0.0057,no,no,no,459.35,2
no,33.93,216.3,-0.0073,no,no,no,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,33.93,216.3,-0.0034,no,no,no,459.35,2
no,59.99,244.65,-0.0026,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,59.99,244.65,-0.0035,no,no,no,459.35,2
no,59.99,244.65,-0.004,no,no,no,459.35,2
no,96.11,189.33,0,no,no,no,459.35,2
no,96.11,189.33,0,no,no,no,459.35,2
no,59.99,244.65,-0.0033,no,no,no,459.35,2
no,59.99,244.65,-0.0034,no,no,no,459.35,2
no,96.11,189.33,0,no,no,no,459.35,2
no,96.11,189.33,0,no,no,no,459.35,2
no,33.93,216.3,-0.0061,no,no,no,459.35,2
no,33.93,216.3,-0.0039,no,no,no,459.35,2
no,96.11,189.33,0,no,no,no,459.35,2
no,96.11,189.33,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,33.93,216.3,-0.0044,no,no,no,459.35,2
no,33.93,216.3,-0.0046,no,no,no,459.35,2
no,32.37,222.38,0,no,no,no,459.35,2
no,32.37,222.38,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,59.99,244.65,-0.0032,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,16.6,267.29,0,no,no,no,459.35,2
no,16.6,267.29,0,no,no,no,459.35,2
no,16.6,267.29,0,no,no,no,459.35,2
no,13.86,239.3,0,no,no,no,459.35,2
no,59.99,244.65,-0.0034,no,no,no,459.35,2
no,59.99,244.65,-0.005,no,no,no,459.35,2
no,59.99,244.65,-0.0069,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,33.93,216.3,-0.0062,no,no,no,459.35,2
no,33.93,216.3,-0.0083,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,1
no,41.81,203.38,0,no,no,no,459.35,1
no,41.81,203.38,0,no,no,no,459.35,1
no,41.81,203.38,0,no,no,no,459.35,1
no,33.93,216.3,-0.0045,no,no,no,459.35,1
no,33.93,216.3,-0.011,no,no,no,459.35,1
no,33.93,216.3,-0.0111,no,no,no,459.35,1
no,59.99,244.65,-0.0094,no,no,yes,459.35,2
no,59.99,244.65,-0.0091,no,no,yes,459.35,2
no,59.99,244.65,-0.0079,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,59.99,244.65,-0.0049,no,no,yes,459.35,2
no,59.99,244.65,-0.0049,no,no,yes,459.35,2
no,59.99,244.65,-0.0049,no,no,yes,459.35,2
no,59.99,244.65,-0.0055,no,no,yes,459.35,2
no,59.99,244.65,-0.0047,no,no,yes,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,128.75,337.12,-0.0003,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,13.86,239.3,0,no,no,no,459.35,2
no,13.86,239.3,0,no,no,no,459.35,2
no,13.86,239.3,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,128.75,337.12,-0.0003,no,no,no,459.35,2
no,12.27,244.99,-0.0014,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,16.6,267.29,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,128.75,337.12,-0.0003,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,12.27,244.99,-0.0013,no,no,no,459.35,2
no,12.27,244.99,-0.0013,no,no,no,459.35,2
no,16.6,267.29,0,no,no,no,459.35,2
no,16.6,267.29,0,no,no,no,459.35,2
no,16.6,267.29,0,no,no,no,459.35,2
no,104.58,358.69,-0.0029,no,no,no,459.35,2
no,104.58,358.69,-0.003,no,no,no,459.35,2
no,143.27,293.38,-0.0028,no,no,no,459.35,2
no,143.27,293.38,0,no,no,no,459.35,2
no,-1,-1,0,no,no,no,407.5333,2
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,104.58,358.69,-0.0028,no,no,no,459.35,2
no,162.8,489.62,0,no,no,no,459.35,2
no,162.8,489.62,-0.0005,no,no,no,459.35,2
no,145.14,416.6,0,no,no,no,459.35,2
no,145.14,416.6,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,13.86,239.3,0,no,no,no,459.35,2
no,32.37,222.38,0,no,no,no,459.35,2
no,26.03,277.8,0,no,no,no,459.35,2
yes,32.37,222.38,0,no,no,yes,459.35,1
no,16.6,267.29,0,no,no,yes,459.35,1
no,41.81,203.38,0,no,no,yes,459.35,2
no,32.37,222.38,0,no,no,yes,459.35,1
no,143.27,293.38,-0.0423,no,no,no,378.1,2
no,143.27,293.38,-0.026,no,no,no,378.1,2
no,143.27,293.38,-0.0131,no,no,no,378.1,2
no,143.27,293.38,-0.0092,no,no,no,378.1,2
no,96.37,332.38,0,no,no,no,378.1,1
no,96.37,332.38,0,no,no,no,378.1,1
no,96.37,332.38,0,no,no,no,378.1,1
no,96.37,332.38,0,no,no,no,378.1,1
no,96.37,332.38,0,no,no,no,378.1,1
no,96.37,332.38,0,no,no,no,378.1,1
no,96.37,332.38,0,no,no,no,378.1,1
no,96.37,332.38,0,no,no,no,378.1,1
no,96.36,357.17,0,no,no,no,378.1,1
no,96.36,357.17,0,no,no,no,378.1,1
no,96.36,357.17,0,no,no,no,378.1,1
no,96.36,357.17,0,no,no,no,378.1,1
no,96.36,357.17,0,no,no,no,378.1,1
no,96.38,194.24,0,no,no,no,378.1,1
no,96.38,194.24,0,no,no,no,378.1,1
no,96.38,194.24,0,no,no,no,378.1,1
no,17.76,211.8,-0.0007,no,no,no,378.1,1
no,17.76,211.8,-0.0002,no,no,no,378.1,1
no,17.76,211.8,-0.0009,no,no,no,378.1,1
no,17.76,211.8,-0.0005,no,no,no,378.1,1
no,17.76,211.8,-0.0005,no,no,no,378.1,1
no,17.76,211.8,-0.0002,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,16.6,267.29,-0.0004,no,no,no,378.1,1
no,16.6,267.29,-0.0004,no,no,no,378.1,1
no,16.6,267.29,-0.0004,no,no,no,378.1,1
no,16.6,267.29,-0.0004,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,26.03,277.8,0,no,no,no,378.1,1
no,16.6,267.29,-0.0004,no,no,no,378.1,1
no,16.6,267.29,-0.0004,no,no,no,378.1,1
no,16.6,267.29,-0.0004,no,no,no,378.1,1
no,143.27,293.38,-0.0187,no,no,no,378.1,1
no,143.27,293.38,-0.019,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,36.08,279.83,0,no,no,no,378.1,1
no,142.75,309.3,-0.0001,no,no,no,459.35,2
no,96.02,225.91,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,91.02,185.23,0,no,no,no,459.35,1
no,104.58,358.69,-0.0005,no,no,no,459.35,2
no,72.41,261.51,0,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,459.35,1
no,96.39,258.26,0,no,no,no,459.35,1
no,96.11,189.33,0,no,no,no,459.35,2
no,142.75,309.3,-0.0001,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,1
no,27.89,220.5,0,no,no,no,459.35,2
no,104.58,358.69,-0.0005,no,no,no,459.35,2
no,72.41,261.51,0,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,459.35,1
no,96.39,258.26,0,no,no,no,459.35,1
no,96.11,189.33,0,no,no,no,459.35,1
no,26.37,236.52,0,no,no,no,459.35,2
no,96.36,307.78,0,no,no,no,459.35,1
no,33.93,216.3,-0.0039,no,no,no,459.35,1
no,30.88,205.41,-0.0033,no,no,yes,459.35,2
no,27.88,236.4,-0.0194,no,no,yes,459.35,1
no,12.27,244.99,-0.0092,no,no,yes,459.35,1
no,27.25,224.12,-0.008,no,no,yes,459.35,1
no,33.93,216.3,-0.0214,no,no,yes,459.35,1
no,96.02,225.91,0,no,no,yes,459.35,1
no,96.32,233.22,0,no,no,yes,459.35,1
no,96.39,258.26,0,no,no,yes,459.35,1
no,96.02,225.91,0,no,no,yes,459.35,1
no,96.32,233.22,0,no,no,yes,459.35,1
no,96.39,258.26,0,no,no,yes,459.35,1
no,17.76,211.8,-0.0001,no,no,yes,459.35,1
no,91.02,185.23,0,no,no,yes,459.35,1
no,30.88,205.41,-0.0034,no,no,yes,459.35,2
no,27.88,236.4,-0.0215,no,no,yes,459.35,2
no,12.27,244.99,-0.0103,no,no,yes,459.35,1
no,33.93,216.3,-0.0196,no,no,yes,459.35,1
no,143.27,293.38,-0.0112,no,no,yes,459.35,2
no,13.98,214.35,-0.0077,no,no,yes,459.35,2
no,91.02,185.23,-0.0014,no,no,yes,459.35,1
no,32.37,222.38,0,no,no,yes,459.35,1
no,27.88,236.4,-0.0185,no,no,yes,459.35,1
no,12.27,244.99,-0.0042,no,no,yes,459.35,1
no,33.93,216.3,-0.0214,no,no,yes,459.35,1
no,27.89,220.5,-0.0001,no,no,yes,459.35,1
no,41.81,203.38,-0.0001,no,no,yes,459.35,1
no,32.37,222.38,0,no,no,yes,459.35,1
no,45.39,287.07,-0.01,no,no,yes,459.35,1
no,59.99,244.65,-0.0103,no,no,yes,459.35,2
no,27.89,220.5,0,no,no,yes,459.35,1
no,41.81,203.38,0,no,no,yes,459.35,1
no,96.02,225.91,0,no,no,no,459.35,1
no,96.32,233.22,0,no,no,no,459.35,1
no,96.39,258.26,0,no,no,no,459.35,1
no,91.02,185.23,0,no,no,no,459.35,1
no,112.14,265.65,0,no,no,no,459.35,2
no,0,132.96,0,no,no,no,459.35,2
no,58.29,181.77,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,72.41,261.51,0,no,no,no,459.35,2
no,64.1,200.28,0,no,no,no,459.35,2
no,96.36,307.78,0,no,no,no,459.35,1
no,0,132.96,0,no,no,no,459.35,2
no,58.29,181.77,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,1
no,44.53,244.26,0,no,no,no,459.35,1
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,64.1,200.28,0,no,no,no,459.35,1
no,96.11,189.33,0,no,no,no,459.35,1
no,41.81,203.38,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
yes,0,132.96,0,no,no,no,459.35,1
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,143.27,293.38,0,no,no,no,459.35,1
no,91.02,185.23,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,1
no,45.39,287.07,-0.0032,no,no,no,459.35,2
no,13.86,239.3,0,no,no,no,459.35,2
no,59.99,244.65,-0.0028,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,2
yes,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
yes,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,107.52,351.09,-0.0001,no,no,no,459.35,1
no,107.52,351.09,-0.0001,no,no,no,459.35,1
no,107.52,351.09,-0.0001,no,no,no,459.35,1
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,-0.0004,no,no,no,440.25,1
no,17.76,211.8,-0.0001,no,no,no,440.25,1
no,96.38,194.24,0,no,no,no,440.25,1
no,96.38,194.24,0,no,no,no,440.25,1
no,96.38,194.24,0,no,no,no,440.25,1
no,96.38,194.24,0,no,no,no,440.25,2
no,96.38,194.24,0,no,no,no,440.25,1
no,104.58,358.69,-0.0061,no,no,no,440.25,1
no,104.58,358.69,-0.0077,no,no,no,440.25,1
no,96.11,189.33,-0.0007,no,no,no,440.25,2
no,96.11,189.33,-0.0008,no,no,no,440.25,1
no,96.11,189.33,0,no,no,no,440.25,1
no,96.11,189.33,0,no,no,no,440.25,2
no,96.11,189.33,0,no,no,no,440.25,1
no,96.11,189.33,0,no,no,no,440.25,1
no,96.11,189.33,0,no,no,no,440.25,1
no,33.93,216.3,-0.0172,no,no,no,440.25,1
no,33.93,216.3,-0.009,no,no,no,440.25,1
no,33.93,216.3,-0.0162,no,no,no,440.25,1
no,33.93,216.3,-0.0132,no,no,no,440.25,1
no,33.93,216.3,-0.0153,no,no,no,440.25,1
no,59.99,244.65,-0.001,no,no,no,440.25,1
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,107.52,351.09,-0.0001,no,no,no,459.35,1
no,107.52,351.09,-0.0001,no,no,no,459.35,1
no,107.52,351.09,-0.0001,no,no,no,459.35,1
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,107.52,351.09,-0.0001,no,no,no,459.35,1
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,34.93,341.49,-0.0026,no,no,no,459.35,2
no,32.37,222.38,0,no,no,yes,459.35,2
no,32.37,222.38,0,no,no,yes,459.35,2
no,33.93,216.3,-0.0039,yes,no,yes,425.7667,2
no,33.93,216.3,-0.0045,no,no,yes,459.35,1
no,72.75,259.02,-0.0015,no,no,no,440.25,2
no,72.75,259.02,-0.0019,no,no,no,440.25,2
no,72.75,259.02,-0.0015,no,no,no,440.25,2
no,104.58,358.69,-0.0077,no,no,no,459.35,1
no,104.58,358.69,-0.0007,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,459.35,1
no,96.32,233.22,0,no,no,no,459.35,1
no,96.32,233.22,0,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,459.35,1
no,96.32,233.22,0,no,no,no,459.35,1
no,96.32,233.22,0,no,no,no,459.35,1
no,96.32,233.22,0,no,no,no,459.35,1
no,96.32,233.22,0,no,no,no,459.35,1
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.38,194.24,0,yes,no,no,350.7,2
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.32,233.22,0,no,no,no,440.25,2
no,96.32,233.22,0,no,no,no,440.25,1
no,96.32,233.22,0,no,no,no,440.25,2
no,96.32,233.22,0,no,no,no,440.25,1
no,96.32,233.22,0,no,no,no,440.25,2
no,104.58,358.69,-0.0018,no,no,no,440.25,2
no,104.58,358.69,-0.0019,no,no,no,440.25,2
no,41.06,196.87,0,yes,no,no,459.35,2
no,41.06,196.87,0,yes,no,no,459.35,1
no,41.06,196.87,-0.0001,yes,no,no,459.35,2
no,64.03,188.71,0,yes,no,no,459.35,2
no,64.03,188.71,-0.0001,yes,no,no,459.35,2
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.38,194.24,0,yes,no,no,350.7,1
no,96.38,194.24,0,yes,no,no,350.7,1
yes,96.38,194.24,0,yes,no,no,350.7,1
no,96.11,189.33,-0.0025,yes,no,no,350.7,2
no,96.11,189.33,-0.0025,yes,no,no,350.7,2
no,96.11,189.33,-0.0025,yes,no,no,350.7,2
no,96.11,189.33,-0.0003,yes,no,no,350.7,2
no,96.11,189.33,-0.0003,yes,no,no,350.7,2
no,96.11,189.33,0,yes,no,no,350.7,1
no,96.11,189.33,0,yes,no,no,350.7,1
no,96.11,189.33,0,yes,no,no,350.7,2
no,96.11,189.33,0,yes,no,no,350.7,1
no,96.11,189.33,0,yes,no,no,350.7,1
no,96.11,189.33,0,yes,no,no,350.7,1
no,96.11,189.33,0,yes,no,no,350.7,2
no,96.11,189.33,0,yes,no,no,350.7,1
no,96.11,189.33,0,yes,no,no,350.7,1
no,96.11,189.33,0,yes,no,no,350.7,1
no,58.26,200.73,0,yes,no,no,459.35,2
no,58.26,200.73,-0.0001,yes,no,no,459.35,2
no,36.59,193.85,0,yes,no,no,459.35,2
no,36.59,193.85,-0.0001,yes,no,no,459.35,2
no,112.14,265.65,0,yes,no,no,459.35,2
no,104.8,247.15,-0.0024,yes,no,no,459.35,2
no,44.53,244.26,0,yes,no,no,459.35,2
no,44.53,244.26,-0.0003,yes,no,no,459.35,2
no,72.41,261.51,0,yes,no,no,459.35,2
no,72.75,259.02,-0.0026,yes,no,no,459.35,2
no,13.86,239.3,0,yes,no,no,459.35,2
no,12.27,244.99,-0.0013,yes,no,no,459.35,2
no,27.89,220.5,0,yes,no,no,459.35,1
no,27.89,220.5,0,yes,no,no,459.35,2
no,27.25,224.12,-0.0027,yes,no,no,459.35,1
no,26.37,236.52,0,yes,no,no,459.35,2
no,96.38,194.24,0,no,no,no,440.25,1
no,96.38,194.24,0,no,no,no,440.25,2
yes,96.38,194.24,0,no,no,no,440.25,1
no,96.38,194.24,0,no,no,no,440.25,1
no,96.38,194.24,0,no,no,no,440.25,1
no,96.02,225.91,0,no,no,no,440.25,2
yes,96.02,225.91,0,no,no,no,440.25,1
no,72.75,259.02,-0.0077,no,no,no,440.25,1
no,72.75,259.02,-0.0059,no,no,no,440.25,2
no,72.75,259.02,-0.0026,no,no,no,440.25,2
no,72.75,259.02,-0.0025,no,no,no,440.25,2
no,72.75,259.02,-0.0067,no,no,no,440.25,1
no,31.24,268.62,-0.0043,yes,no,no,459.35,2
no,31.24,268.62,-0.0043,yes,no,no,459.35,2
no,72.75,259.02,-0.0052,no,no,no,440.25,1
no,31.24,268.62,-0.0043,yes,no,no,459.35,2
no,44.53,244.26,-0.0007,no,no,no,440.25,1
no,44.53,244.26,0,no,no,no,440.25,2
no,30.99,211.47,-0.0088,yes,no,no,459.35,2
no,44.53,244.26,0,no,no,no,440.25,2
no,44.53,244.26,0,no,no,no,440.25,1
no,44.53,244.26,0,no,no,no,440.25,1
yes,44.53,244.26,0,no,no,no,440.25,1
no,96.38,194.24,0,no,no,no,440.25,2
no,64.03,188.71,0,yes,no,no,459.35,2
no,64.03,188.71,0,yes,no,no,459.35,2
no,64.03,188.71,-0.0001,yes,no,no,459.35,1
no,72.75,259.02,-0.0027,no,no,no,440.25,1
no,36.59,193.85,0,yes,no,no,459.35,1
no,72.75,259.02,-0.0025,no,no,no,440.25,2
no,36.59,193.85,0,yes,no,no,459.35,1
no,72.75,259.02,-0.0022,no,no,no,440.25,1
no,36.59,193.85,-0.0001,yes,no,no,459.35,1
no,72.75,259.02,-0.0024,no,no,no,440.25,1
yes,72.41,261.51,-0.0002,no,no,no,440.25,1
no,72.41,261.51,0,no,no,no,440.25,1
no,72.41,261.51,0,no,no,no,440.25,1
no,96.11,189.33,0,no,no,no,440.25,1
no,96.11,189.33,0,no,no,no,440.25,2
no,96.11,189.33,0,no,no,no,440.25,2
no,30.99,211.47,-0.0083,no,no,no,459.35,2
