@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R5,25,60,164,172,175,180,241,274'

@attribute leak {yes,no}
@attribute orgASA_PMax numeric
@attribute orgASA+ArithAvg numeric
@attribute orgacc-waterdonratio numeric
@attribute K {yes,no}
@attribute I {yes,no}
@attribute S {yes,no}
@attribute PearsonElectronegMean numeric
@attribute outcome {1,2}

@data
no,41.81,203.38,-0.0001,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.39,258.26,0,no,no,no,378.1,2
no,96.39,258.26,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,1
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.39,258.26,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,1
no,96.38,194.24,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,90.84,253.77,0,no,no,no,378.1,2
no,90.84,253.77,0,no,no,no,378.1,2
no,90.84,253.77,0,no,no,no,378.1,2
no,90.84,253.77,0,no,no,no,378.1,2
no,90.84,253.77,0,no,no,no,378.1,2
no,90.84,253.77,0,no,no,no,378.1,2
no,146.76,203.76,-0.6109,no,no,no,378.1,1
no,146.76,203.76,-0.0522,no,no,no,378.1,1
no,146.76,203.76,-0.0855,no,no,no,378.1,2
no,146.76,203.76,-0.3593,no,no,no,378.1,2
no,146.76,203.76,-0.0393,no,no,no,378.1,1
no,146.76,203.76,-0.0874,no,no,no,378.1,1
no,110.22,128.5,-0.053,no,no,no,378.1,1
no,110.22,128.5,-0.0816,no,no,no,378.1,1
no,110.22,128.5,-0.0308,no,no,no,378.1,1
no,110.22,128.5,-0.0957,no,no,no,378.1,1
no,110.22,128.5,-0.0105,no,no,no,378.1,2
no,110.22,128.5,-0.014,no,no,no,378.1,1
no,110.22,128.5,-0.0724,no,no,no,378.1,2
no,110.22,128.5,-0.0506,no,no,no,378.1,2
no,110.22,128.5,-0.0202,no,no,no,378.1,2
no,110.22,128.5,-0.0484,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,1
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,1
no,96.34,282.95,0,no,no,no,378.1,1
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,1
no,96.34,282.95,0,no,no,no,378.1,1
no,96.34,282.95,0,no,no,no,378.1,1
no,96.34,282.95,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,1
no,96.38,194.24,0,no,no,no,378.1,1
no,96.38,194.24,0,no,no,no,378.1,1
no,96.38,194.24,0,no,no,no,378.1,1
no,96.38,194.24,0,no,no,no,378.1,1
no,96.38,194.24,0,no,no,no,378.1,1
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,1
no,96.34,282.95,0,no,no,no,378.1,1
no,96.34,282.95,0,no,no,no,378.1,1
no,96.34,282.95,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,1
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,2
no,96.11,189.33,0,no,no,no,378.1,1
no,96.11,189.33,0,no,no,no,378.1,1
no,96.11,189.33,0,no,no,no,378.1,1
no,96.11,189.33,0,no,no,no,378.1,1
no,96.11,189.33,0,no,no,no,378.1,1
no,96.11,189.33,0,no,no,no,378.1,1
no,96.11,189.33,0,no,no,no,378.1,1
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.02,225.91,0,no,no,no,378.1,2
no,96.32,233.22,0,no,no,no,378.1,2
no,96.39,258.26,0,no,no,no,378.1,2
no,90.84,253.77,0,no,no,no,378.1,2
no,90.84,253.77,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,90.84,253.77,0,no,no,no,378.1,2
no,90.84,253.77,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,90.84,253.77,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.34,282.95,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,96.38,194.24,0,no,no,no,378.1,2
no,40.78,196.55,0,no,no,no,378.1,2
no,40.78,196.55,0,no,no,no,378.1,2
no,33.93,216.3,-0.0645,no,no,no,378.1,2
no,33.93,216.3,-0.0309,no,no,no,378.1,2
no,33.93,216.3,-0.0122,no,no,no,378.1,2
no,33.93,216.3,-0.0327,no,no,no,378.1,2
no,33.93,216.3,-0.0226,no,no,no,378.1,2
no,33.93,216.3,-0.0219,no,no,no,378.1,2
no,33.93,216.3,-0.0103,no,no,no,378.1,2
no,33.93,216.3,-0.0038,no,no,no,378.1,2
no,33.93,216.3,-0.0159,no,no,no,378.1,2
no,33.93,216.3,-0.012,no,no,no,378.1,2
no,33.93,216.3,-0.0082,no,no,no,378.1,2
no,33.93,216.3,-0.0032,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,1
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,0,132.96,0,no,no,no,378.1,2
no,64.1,200.28,0,no,yes,no,378.1,2
no,64.1,200.28,0,no,yes,no,378.1,2
no,64.1,200.28,0,no,yes,no,378.1,2
no,64.1,200.28,0,no,yes,no,378.1,2
no,64.1,200.28,0,no,yes,no,378.1,2
no,64.1,200.28,0,no,yes,no,378.1,1
no,64.1,200.28,0,no,yes,no,378.1,2
no,64.1,200.28,0,no,yes,no,378.1,2
no,41.81,203.38,-0.0007,no,yes,no,378.1,2
no,41.81,203.38,-0.0027,no,yes,no,378.1,2
no,41.81,203.38,-0.0007,no,yes,no,378.1,1
no,41.81,203.38,-0.0013,no,yes,no,378.1,2
no,41.81,203.38,-0.0008,no,yes,no,378.1,2
no,96.38,194.24,0,no,yes,no,378.1,2
no,96.38,194.24,0,no,yes,no,378.1,2
no,96.38,194.24,0,no,yes,no,378.1,2
no,96.38,194.24,0,no,yes,no,378.1,2
no,96.11,189.33,0,no,yes,no,378.1,2
no,96.11,189.33,0,no,yes,no,378.1,2
no,96.11,189.33,0,no,yes,no,378.1,2
no,96.11,189.33,0,no,yes,no,378.1,2
no,96.11,189.33,0,no,yes,no,378.1,2
no,14.18,239.92,-0.0007,no,no,no,378.1,2
no,14.18,239.92,-0.002,no,no,no,378.1,2
no,14.18,239.92,-0.0005,no,no,no,378.1,2
no,14.18,239.92,-0.0002,no,no,no,378.1,2
no,96.02,225.91,0,no,no,no,378.1,2
no,96.02,225.91,0,no,no,no,378.1,2
no,96.02,225.91,0,no,no,no,378.1,2
no,96.02,225.91,0,no,no,no,378.1,2
no,14.18,239.92,-0.0024,no,no,no,378.1,2
no,14.18,239.92,-0.0012,no,no,no,378.1,2
no,14.18,239.92,-0.0007,no,no,no,378.1,2
no,14.18,239.92,-0.0003,no,no,no,378.1,2
no,14.18,239.92,-0.0001,no,no,no,378.1,2
no,14.18,239.92,-0.0001,no,no,no,378.1,2
no,26.37,236.52,0,no,no,no,378.1,2
no,26.37,236.52,0,no,no,no,378.1,2
no,26.37,236.52,0,no,no,no,378.1,2
no,26.37,236.52,0,no,no,no,378.1,2
no,26.37,236.52,0,no,no,no,378.1,2
no,26.37,236.52,0,no,no,no,378.1,2
no,26.37,236.52,0,no,no,no,378.1,2
no,26.37,236.52,0,no,no,no,378.1,2
no,26.37,236.52,0,no,no,no,378.1,2
no,26.37,236.52,0,no,no,no,378.1,2
no,26.37,236.52,0,no,no,no,378.1,2
no,14.18,239.92,-0.0567,no,no,no,378.1,2
no,14.18,239.92,-0.0188,no,no,no,378.1,2
no,14.18,239.92,-0.0069,no,no,no,378.1,2
no,14.18,239.92,-0.0065,no,no,no,378.1,2
no,14.18,239.92,-0.0023,no,no,no,378.1,2
no,14.18,239.92,-0.0013,no,no,no,378.1,2
no,14.18,239.92,-0.0008,no,no,no,378.1,2
no,14.18,239.92,-0.0062,no,no,no,378.1,2
no,14.18,239.92,-0.0038,no,no,no,378.1,2
no,14.18,239.92,-0.0109,no,no,no,378.1,2
no,14.18,239.92,-0.0081,no,no,no,378.1,2
no,14.18,239.92,-0.0019,no,no,no,378.1,2
no,33.93,216.3,-0.0296,no,no,no,453.2,1
no,33.93,216.3,-0.019,no,no,no,453.2,2
no,33.93,216.3,-0.0645,no,no,no,453.2,1
no,33.93,216.3,-0.0255,no,no,no,453.2,1
no,0,132.96,0,no,no,no,453.2,1
no,0,132.96,0,no,no,no,453.2,1
no,0,132.96,0,no,no,no,453.2,1
no,0,132.96,0,no,no,no,453.2,1
no,17.76,211.8,0,no,no,no,453.2,1
no,17.76,211.8,0,no,no,no,453.2,1
no,17.76,211.8,-0.0017,no,no,no,453.2,1
no,17.76,211.8,0,no,no,no,453.2,1
no,17.76,211.8,0,no,no,no,453.2,1
no,64.1,200.28,0,no,no,no,453.2,1
no,64.1,200.28,0,no,no,no,453.2,2
no,64.1,200.28,-0.0018,no,no,no,453.2,2
no,64.1,200.28,0,no,no,no,453.2,2
no,64.1,200.28,0,no,no,no,453.2,2
no,40.31,189.97,-0.003,no,no,no,453.2,2
no,64.1,200.28,0,no,no,no,453.2,2
no,33.93,216.3,-0.0802,no,no,no,453.2,2
no,59.99,244.65,-0.0284,no,no,no,453.2,1
no,33.93,216.3,-0.0195,no,no,no,453.2,2
no,33.93,216.3,-0.0805,no,no,no,453.2,2
no,33.93,216.3,-0.1459,no,no,no,453.2,2
no,0,132.96,0,no,no,no,453.2,2
no,64.1,200.28,0,no,no,no,453.2,2
no,33.93,216.3,-0.1501,no,no,no,453.2,1
no,33.93,216.3,-0.1419,no,no,no,453.2,1
no,64.1,200.28,0,no,no,no,303.9,1
no,33.93,216.3,-0.0043,no,no,no,303.9,1
no,64.1,200.28,0,no,no,no,412,2
no,33.93,216.3,-0.0053,no,no,no,412,2
no,33.93,216.3,-0.2778,no,no,no,303.9,2
no,33.93,216.3,-0.324,no,no,no,303.9,2
no,33.93,216.3,-0.3627,no,no,no,303.9,2
no,64.1,200.28,0,no,no,no,303.9,2
no,64.1,200.28,0,no,no,no,303.9,2
no,64.1,200.28,0,no,no,no,303.9,2
no,64.1,200.28,0,no,no,no,303.9,2
no,64.1,200.28,0,no,no,no,303.9,1
no,64.1,200.28,0,no,no,no,303.9,2
no,64.1,200.28,0,no,no,no,303.9,2
no,64.1,200.28,0,no,no,no,303.9,1
no,33.93,216.3,-0.0343,no,no,no,303.9,2
no,33.93,216.3,-0.0397,no,no,no,303.9,2
no,33.93,216.3,-0.0399,no,no,no,303.9,2
no,44.53,244.26,0,no,no,no,303.9,2
no,72.75,259.02,-0.016,no,no,no,303.9,2
no,119.9,330.78,-0.0181,no,no,no,303.9,2
no,44.53,244.26,0,no,no,no,303.9,1
no,44.53,244.26,-0.0001,no,no,no,303.9,1
no,27.89,220.5,-0.0003,no,no,no,303.9,2
no,119.9,330.78,-0.0019,no,no,no,303.9,2
no,44.53,244.26,0,no,no,no,303.9,2
no,44.53,244.26,0,no,no,no,303.9,2
no,72.41,261.51,-0.0011,no,no,no,303.9,2
no,27.89,220.5,0,no,no,no,303.9,2
no,128.75,337.12,0,no,no,no,303.9,2
no,44.53,244.26,0,no,no,no,303.9,2
no,44.53,244.26,0,no,no,no,303.9,2
no,72.41,261.51,-0.0003,no,no,no,303.9,2
no,27.89,220.5,0,no,no,no,303.9,2
no,128.75,337.12,0,no,no,no,303.9,2
no,13.86,239.3,0,no,no,no,459.35,2
no,32.37,222.38,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,45.39,287.07,-0.0034,no,no,no,459.35,2
no,31.24,268.62,-0.005,no,no,no,459.35,2
no,0,132.96,0,no,no,no,459.35,2
no,96.11,189.33,0,no,no,no,459.35,2
no,64.03,188.71,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,33.93,216.3,-0.0044,no,no,no,459.35,2
no,64.1,200.28,0,no,no,no,459.35,2
no,27.56,236.73,-0.0035,no,no,no,459.35,2
no,72.41,261.51,0,no,no,no,459.35,2
no,142.75,309.3,-0.0001,no,no,no,459.35,2
no,13.86,239.3,0,no,no,no,459.35,2
no,32.37,222.38,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,45.39,287.07,-0.0034,no,no,no,459.35,1
no,31.24,268.62,-0.0052,no,no,no,459.35,2
no,0,132.96,0,no,no,no,459.35,1
no,96.11,189.33,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,33.93,216.3,-0.0044,no,no,no,459.35,2
no,64.1,200.28,0,no,no,no,459.35,2
no,33.93,216.3,-0.0037,no,no,no,459.35,2
no,96.02,225.91,0,no,no,no,459.35,2
no,72.41,261.51,0,no,no,no,459.35,2
no,142.75,309.3,-0.0001,no,no,no,459.35,2
no,90.41,196.83,-0.0026,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,104.58,358.69,-0.0005,no,no,no,459.35,2
no,90.41,196.83,-0.0023,no,no,no,459.35,1
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,104.58,358.69,-0.0005,no,no,no,459.35,2
no,90.41,196.83,-0.0024,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,104.58,358.69,-0.0005,no,no,no,459.35,2
no,104.58,358.69,-0.0004,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,90.41,196.83,-0.0024,no,no,no,459.35,2
no,90.41,196.83,-0.0025,no,no,no,459.35,2
no,90.41,196.83,-0.0007,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,1
no,17.76,211.8,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,107.52,351.09,0,no,no,no,459.35,1
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,1
no,112.14,265.65,0,no,no,no,459.35,2
no,90.41,196.83,-0.0007,no,no,no,459.35,1
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,90.41,196.83,-0.0027,no,no,no,459.35,1
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,104.58,358.69,-0.0005,no,no,no,459.35,2
no,104.58,358.69,-0.0004,no,no,no,459.35,1
no,90.41,196.83,-0.0024,no,no,no,459.35,1
no,90.41,196.83,-0.0023,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,104.58,358.69,-0.0005,no,no,no,459.35,2
no,90.41,196.83,-0.0025,no,no,no,459.35,1
no,112.14,265.65,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,104.58,358.69,-0.0005,no,no,no,459.35,2
no,90.41,196.83,-0.0024,no,no,no,459.35,1
no,31.24,268.62,-0.0049,no,no,no,459.35,2
no,13.86,239.3,0,no,no,no,459.35,2
no,16.6,267.29,0,no,no,no,459.35,2
no,33.93,216.3,-0.0047,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,104.58,358.69,-0.0003,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,26.03,277.8,0,no,no,no,459.35,2
no,45.39,287.07,-0.0031,no,no,no,459.35,2
no,0,132.96,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,90.41,196.83,-0.0007,no,no,no,459.35,1
no,64.1,200.28,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,64.03,188.71,0,no,no,no,459.35,1
no,128.75,337.12,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,64.1,200.28,0,no,no,no,459.35,2
no,64.1,200.28,0,no,no,no,459.35,2
no,64.03,188.71,0,no,no,no,459.35,1
no,64.03,188.71,0,no,no,no,459.35,2
no,45.39,287.07,-0.0032,no,no,no,459.35,1
no,45.39,287.07,-0.0033,no,no,no,459.35,2
no,0,132.96,0,no,no,no,459.35,2
no,0,132.96,0,no,no,no,459.35,2
no,90.41,196.83,-0.0007,no,no,no,459.35,2
no,96.39,258.26,0,no,no,no,459.35,2
no,36.99,211.13,0,no,no,no,459.35,2
no,64.1,200.28,0,no,no,no,459.35,2
no,36.59,193.85,0,no,no,no,459.35,2
no,36.59,193.85,0,no,no,no,459.35,2
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,143.27,293.38,0,no,no,no,459.35,2
no,143.27,293.38,0,no,no,no,459.35,2
no,143.27,293.38,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,0,132.96,0,no,no,no,459.35,2
no,0,132.96,0,no,no,no,459.35,2
no,36.59,193.85,0,no,no,no,459.35,2
no,143.27,293.38,0,no,no,no,459.35,2
no,90.41,196.83,-0.0006,no,no,no,459.35,1
no,90.41,196.83,-0.0007,no,no,no,459.35,1
no,90.41,196.83,-0.0007,no,no,no,459.35,1
no,41.81,203.38,0,no,no,no,459.35,2
no,33.93,216.3,-0.0043,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,128.75,337.12,0,no,no,no,459.35,2
no,31.24,268.62,-0.0054,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,16.6,267.29,0,no,no,no,459.35,2
no,26.03,277.8,0,no,no,no,459.35,2
no,142.75,309.3,-0.0001,no,no,no,459.35,2
no,104.58,358.69,-0.0016,no,no,no,459.35,2
no,64.03,188.71,0,no,no,no,459.35,2
no,72.41,261.51,0,no,no,no,459.35,1
no,32.37,222.38,0,no,no,no,459.35,2
no,96.11,189.33,0,no,no,no,459.35,2
no,96.39,258.26,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,59.99,244.65,-0.0036,no,no,no,459.35,2
no,33.93,216.3,-0.0046,no,no,no,459.35,2
no,33.93,216.3,-0.0059,no,no,no,459.35,2
no,33.93,216.3,-0.0064,no,no,no,459.35,2
no,33.93,216.3,-0.0071,no,no,no,459.35,2
no,33.93,216.3,-0.0066,no,no,no,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,59.99,244.65,-0.0045,no,no,no,459.35,2
no,41.81,203.38,0,yes,no,no,459.35,2
no,59.99,244.65,-0.0043,yes,no,no,459.35,2
no,59.99,244.65,-0.003,yes,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,26.03,277.8,0,no,no,no,459.35,2
no,26.03,277.8,0,no,no,no,459.35,2
no,0,132.96,0,no,no,no,459.35,2
no,36.99,211.13,0,no,no,no,459.35,2
no,26.03,277.8,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,36.99,211.13,0,no,no,no,459.35,1
no,36.99,211.13,0,no,no,no,459.35,1
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,1
no,16.6,267.29,0,no,no,no,459.35,1
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,yes,no,no,459.35,2
no,41.81,203.38,0,yes,no,no,459.35,2
no,41.81,203.38,0,yes,no,no,459.35,2
no,41.81,203.38,0,yes,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,no,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,59.99,244.65,-0.006,no,no,yes,459.35,2
no,59.99,244.65,-0.0038,no,no,yes,459.35,2
no,59.99,244.65,-0.0058,no,no,yes,459.35,2
no,36.99,211.13,0,no,no,no,459.35,2
no,36.99,211.13,0,no,no,no,459.35,2
no,59.99,244.65,-0.0047,no,no,no,459.35,2
no,32.37,222.38,0,no,no,no,459.35,2
no,96.11,189.33,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,17.76,211.8,0,no,no,no,459.35,2
no,36.08,279.83,0,no,no,no,459.35,2
no,107.52,351.09,-0.0001,no,no,no,459.35,2
no,143.27,293.38,0,no,no,no,459.35,2
no,60.38,211.17,-0.0035,no,no,no,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,41.81,203.38,0,no,no,yes,459.35,2
no,59.99,244.65,-0.0033,no,no,yes,459.35,2
no,59.99,244.65,-0.0035,no,no,yes,459.35,2
