@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R3-5,7-8,13,17,43,74,85,168,170-172,174,179-180,188,228,232,250,256,269,274'

@attribute slowCool {yes,no}
@attribute pH numeric
@attribute leak {yes,no}
@attribute numberOrg numeric
@attribute numberOxlike numeric
@attribute orgmaximalprojectionradiusMax numeric
@attribute orgminimalprojectionsizeMax numeric
@attribute orgASA_HMin numeric
@attribute orgminimalprojectionsizeGeomAvg numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute Na {yes,no}
@attribute Te {yes,no}
@attribute Br {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute P {yes,no}
@attribute S {yes,no}
@attribute Cr {yes,no}
@attribute PaulingElectronegMax numeric
@attribute IonizationMin numeric
@attribute IonizationMaxWeighted numeric
@attribute IonizationMinWeighted numeric
@attribute EAGeomWeighted numeric
@attribute outcome {1,2,3,4}

@data
yes,1,no,1,0,4.15,8.07,159.95,8.07,6,no,no,no,no,no,no,no,no,1.81,578.8,0.5783,0.5783,0.0289,3
yes,1,no,1,0,4.15,8.07,159.95,8.07,6,no,no,no,no,no,no,no,no,1.81,578.8,0.2895,0.2895,0.0145,3
yes,1,no,1,0,4.15,8.07,159.95,8.07,6,no,no,no,no,no,no,no,no,1.81,578.8,0.1433,0.1433,0.0072,3
yes,3,no,1,0,4.15,8.07,159.95,8.07,6,no,no,no,no,no,no,no,no,1.81,578.8,0.5792,0.5792,0.0289,3
yes,3,no,1,0,4.15,8.07,159.95,8.07,6,no,no,no,no,no,no,no,no,1.81,578.8,0.2886,0.2886,0.0144,3
yes,3,no,1,0,4.15,8.07,159.95,8.07,6,no,no,no,no,no,no,no,no,1.81,578.8,0.1442,0.1442,0.0072,2
yes,5,no,1,0,4.15,8.07,159.95,8.07,6,no,no,no,no,no,no,no,no,1.81,578.8,0.5765,0.5765,0.0288,4
yes,5,no,1,0,4.15,8.07,159.95,8.07,6,no,no,no,no,no,no,no,no,1.81,578.8,0.2877,0.2877,0.0144,4
yes,4,no,1,0,4.15,8.07,159.95,8.07,6,no,no,no,no,no,no,no,no,1.81,578.8,0.1451,0.1451,0.0072,2
yes,5,no,1,0,4.05,7.98,247.34,7.98,0,no,no,no,no,no,no,no,no,1.81,578.8,0.5817,0.5817,0.029,3
yes,5,no,1,0,4.05,7.98,247.34,7.98,0,no,no,no,no,no,no,no,no,1.81,578.8,1.7341,1.7341,0.0866,3
yes,5,no,1,0,4.05,7.98,247.34,7.98,0,no,no,no,no,no,no,no,no,1.81,578.8,0.5905,0.5905,0.0295,3
yes,5,no,1,0,4.05,7.98,247.34,7.98,0,no,no,no,no,no,no,no,no,1.81,578.8,0.5909,0.5909,0.0295,3
yes,4,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,1.81,578.8,0.5685,0.5685,0.0284,4
yes,5,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,1.81,578.8,0.5903,0.5903,0.0295,4
yes,6,no,1,0,5.4,10.58,211.78,10.58,5.01,no,no,no,no,no,no,no,no,1.81,578.8,0.5909,0.5909,0.0295,4
yes,4,no,1,0,4.12,7.94,210.85,7.94,2.99,no,no,no,no,no,no,no,no,1.81,578.8,0.5726,0.5726,0.0286,4
yes,7,no,1,0,6.48,13.1,248.1,13.1,8.87,no,no,no,no,no,no,no,no,1.81,578.8,0.5905,0.5905,0.0295,4
yes,5,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,1.81,578.8,0.1598,0.1598,0.008,1
yes,6,no,1,0,5.06,10.12,250.99,10.12,3.99,no,no,no,no,no,no,no,no,1.81,578.8,0.1544,0.1544,0.0077,2
yes,5,no,1,0,5.4,10.58,211.78,10.58,5.11,no,no,no,no,no,no,no,no,1.81,578.8,0.1476,0.1476,0.0074,3
yes,5,no,1,0,4.12,7.94,210.85,7.94,2.93,no,no,no,no,no,no,no,no,1.81,578.8,0.1399,0.1399,0.007,4
yes,5,no,1,0,6.48,13.1,248.1,13.1,9.53,no,no,no,no,no,no,no,no,1.81,578.8,0.1464,0.1464,0.0073,4
yes,3,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,1.81,578.8,0.5957,0.5957,0.0297,3
yes,3,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,1.81,578.8,2.8608,2.8608,0.1428,3
yes,3,no,1,0,5.4,10.58,196.82,10.58,5.93,no,no,no,no,no,no,no,no,1.81,578.8,0.5672,0.5672,0.0283,3
yes,3,no,1,0,4.12,7.94,210.85,7.94,3,no,no,no,no,no,no,no,no,1.81,578.8,0.5717,0.5717,0.0285,3
yes,2,no,1,0,6.48,13.1,225.18,13.1,10,no,no,no,no,no,no,no,no,1.81,578.8,0.5758,0.5758,0.0287,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,1.81,578.8,0.1532,0.1532,0.0077,3
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,no,no,no,no,no,no,no,no,1.81,578.8,0.1353,0.1353,0.0068,3
yes,3,no,1,0,5.4,10.58,196.82,10.58,5.93,no,no,no,no,no,no,no,no,1.81,578.8,0.1473,0.1473,0.0074,3
yes,2,no,1,0,4.12,7.94,210.85,7.94,3,no,no,no,no,no,no,no,no,1.81,578.8,0.1593,0.1593,0.008,3
yes,2,no,1,0,6.48,13.1,225.18,13.1,10,no,no,no,no,no,no,no,no,1.81,578.8,0.1408,0.1408,0.007,3
no,2,no,1,1,4.69,9.35,261.95,9.35,1.99,yes,no,no,no,no,no,no,no,2.55,650.9,3.7883,0.6593,0.2006,3
no,2,no,1,1,4.66,9.43,225.86,9.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,4.0452,0.6833,0.211,3
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,3.8162,0.6769,0.204,3
no,2,no,1,1,4.38,8.74,265.36,8.74,0.93,yes,no,no,no,no,no,no,no,2.55,650.9,3.8519,0.6769,0.2049,3
no,2,no,1,1,4.77,9.5,263.26,9.5,0.88,yes,no,no,no,no,no,no,no,2.55,650.9,4.0452,0.6449,0.205,3
no,2,no,1,1,3.66,6.94,239.3,6.94,0,yes,no,no,no,no,no,no,no,2.55,650.9,3.8196,0.6774,0.2042,3
no,2,no,1,1,3.87,7.5,110.98,7.5,6,yes,no,no,no,no,no,no,no,2.55,650.9,3.8154,0.6438,0.1989,3
no,2,no,1,1,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,3.8044,0.6668,0.2021,3
no,2,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,3.7916,0.6588,0.2006,4
no,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,3.7713,0.6652,0.201,4
no,2,no,1,1,5.7,11.35,326.4,11.35,3,yes,no,no,no,no,no,no,no,2.55,650.9,3.9061,0.6571,0.2034,3
no,2,no,1,1,4.15,8.07,159.95,8.07,6,yes,no,no,no,no,no,no,no,2.55,650.9,3.9604,0.6497,0.2036,3
no,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,3.8781,0.6523,0.2019,3
no,2,no,1,1,4.56,9.1,298.54,9.1,0.8,yes,no,no,no,no,no,no,no,2.55,650.9,3.7416,0.6566,0.1989,3
no,2,no,1,1,5.4,10.58,196.82,10.58,5.99,yes,no,no,no,no,no,no,no,2.55,650.9,3.7781,0.6737,0.2025,3
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,3.8162,0.6726,0.2034,3
no,2,no,1,1,5.4,10.83,188.78,10.83,9.98,yes,no,no,no,no,no,no,no,2.55,650.9,3.8671,0.6539,0.2018,3
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,3.762,0.6491,0.1983,3
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,3.7916,0.6545,0.1999,3
no,2,no,1,1,4.69,9.35,261.95,9.35,1.99,yes,no,no,no,no,no,no,no,2.55,650.9,9.4448,0.7431,0.3362,4
no,2,no,1,1,4.66,9.43,225.86,9.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.5686,0.6838,0.3247,4
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,9.4702,0.6652,0.3186,3
no,2,no,1,1,4.38,8.74,265.36,8.74,0.93,yes,no,no,no,no,no,no,no,2.55,650.9,9.1412,0.6417,0.3074,1
no,2,no,1,1,4.77,9.5,263.26,9.5,0.88,yes,no,no,no,no,no,no,no,2.55,650.9,9.0818,0.6705,0.3132,3
no,2,no,1,1,3.66,6.94,239.3,6.94,0,yes,no,no,no,no,no,no,no,2.55,650.9,10.6617,0.686,0.3432,1
no,2,no,1,1,3.87,7.5,110.98,7.5,6,yes,no,no,no,no,no,no,no,2.55,650.9,9.3447,0.6796,0.3198,3
no,2,no,1,1,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,9.3896,0.6764,0.3199,3
no,2,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,9.5822,0.6454,0.3156,3
no,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,9.4354,0.6641,0.3177,4
no,2,no,1,1,5.7,11.35,326.4,11.35,3,yes,no,no,no,no,no,no,no,2.55,650.9,9.3031,0.6534,0.3129,4
no,2,no,1,1,4.15,8.07,159.95,8.07,6,yes,no,no,no,no,no,no,no,2.55,650.9,9.8128,0.6918,0.3307,3
no,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,9.4142,0.6694,0.3186,3
no,2,no,1,1,4.9,9.67,172.41,9.67,6,yes,no,no,no,no,no,no,no,2.55,650.9,9.5355,0.6641,0.3194,4
no,2,no,1,1,5.4,10.58,196.82,10.58,5.99,yes,no,no,no,no,no,no,no,2.55,650.9,9.84,0.6598,0.3234,4
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,9.4261,0.6497,0.3141,3
no,2,no,1,1,5.4,10.83,188.78,10.83,9.98,yes,no,no,no,no,no,no,no,2.55,650.9,10.2971,0.6491,0.3281,4
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,9.7594,0.678,0.3265,3
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,9.3922,0.6614,0.3163,4
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.5519,0.8744,0.3262,3
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,8.8698,0.6967,0.3155,1
no,2,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.4561,0.8616,0.3217,3
no,2,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,8.3203,0.6801,0.3019,4
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,7.473,0.8883,0.327,4
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,7.5451,0.6491,0.2809,3
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,8.0082,0.8963,0.34,1
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,7.4128,0.6812,0.2852,3
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.6537,0.8798,0.3293,4
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.5341,0.6539,0.2817,4
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.473,0.5963,0.2679,4
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.6003,0.4548,0.236,4
no,2,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.49,0.7175,0.2942,4
no,2,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.6791,0.4719,0.2416,4
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,7.6232,0.5942,0.2701,3
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,7.7139,0.4468,0.2356,3
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,1.2246,0.6086,0.1096,3
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,1.3128,0.4623,0.0989,3
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,1.5994,0.5984,0.1242,3
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,1.3348,0.4853,0.1022,4
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,5.6947,0.685,0.2507,4
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.5511,0.6232,0.2753,4
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,10.3361,0.6499,0.329,4
no,2,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,5.6345,0.6811,0.2486,4
no,2,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.5562,0.6727,0.2862,4
no,2,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,9.7467,0.6315,0.3149,4
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,5.6167,0.6455,0.2417,4
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,7.479,0.6499,0.2798,4
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,9.3455,0.6521,0.3133,3
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,5.6743,0.6393,0.2417,4
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.4815,0.646,0.279,4
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,10.9526,0.6494,0.3385,4
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,5.8278,0.6655,0.25,4
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,7.9819,0.651,0.2893,4
no,1,no,1,1,3.57,6.77,110.13,6.77,3.78,yes,no,no,no,no,no,no,no,2.55,650.9,9.3795,0.6393,0.3108,4
no,1,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.3611,0.3116,0.1922,1
no,1,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.4493,1.0383,0.353,4
no,1,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.8106,1.316,0.4069,4
no,1,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.5282,0.3834,0.2156,4
no,1,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,8.015,1.0411,0.3666,4
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.4841,1.3388,0.4018,3
no,1,no,1,1,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,7.4188,0.3155,0.1942,1
no,1,no,1,1,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,7.6571,0.9815,0.348,3
no,1,no,1,1,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,7.7783,1.3121,0.4055,3
no,1,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,16.7024,0.3628,0.3124,1
no,1,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.6206,0.9626,0.3438,3
no,1,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.4629,1.3766,0.4068,4
no,1,no,1,1,3.57,6.77,110.13,6.77,3.78,yes,no,no,no,no,no,no,no,2.55,650.9,8.7765,0.3238,0.214,1
no,1,no,1,1,3.57,6.77,110.13,6.77,3.78,yes,no,no,no,no,no,no,no,2.55,650.9,7.5078,0.9799,0.3443,3
no,1,no,1,1,3.57,6.77,110.13,6.77,3.78,yes,no,no,no,no,no,no,no,2.55,650.9,7.7478,1.3939,0.4171,3
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.5858,0.6689,0.2859,4
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,8.0243,0.6534,0.2906,4
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.4535,0.6758,0.2849,4
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.7843,0.6545,0.2865,4
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,8.2159,0.6566,0.2948,3
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,7.7003,0.6555,0.2852,4
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,8.4432,0.6854,0.3053,1
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,7.5562,0.662,0.2839,1
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.7682,0.6459,0.2843,3
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.7275,0.6523,0.285,3
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.5706,0.6417,0.2797,4
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.702,0.6769,0.2898,4
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,7.6087,0.6924,0.2913,3
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,7.5375,0.6555,0.2821,1
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,7.4909,0.6267,0.275,1
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,7.9191,0.6246,0.2823,3
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.4671,0.6753,0.285,3
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.5943,0.6539,0.2828,3
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,7.5994,0.6646,0.2852,3
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,7.4764,0.6646,0.2829,1
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,9.5041,0.6694,0.3201,3
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,9.4863,0.662,0.3181,4
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,10.8017,0.6539,0.3373,3
no,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,9.4202,0.6716,0.3192,1
no,2,no,1,1,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,7.5443,0.6833,0.2882,3
no,2,no,1,1,5.4,10.58,196.82,10.58,5.99,yes,no,no,no,no,no,no,no,2.55,650.9,8.5798,0.6812,0.3068,4
no,2,no,1,1,4.77,9.5,263.26,9.5,0.88,yes,no,no,no,no,no,no,no,2.55,650.9,7.7826,0.6555,0.2867,3
no,2,no,1,1,4.69,9.35,261.95,9.35,1.99,yes,no,no,no,no,no,no,no,2.55,650.9,9.4176,0.6571,0.3157,4
no,2,no,1,1,5.19,10.13,323.49,10.13,2,yes,no,no,no,no,no,no,no,2.55,650.9,9.5211,0.6924,0.3259,3
no,2,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.4414,0.6625,0.3174,4
no,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,9.5601,0.6539,0.3174,4
yes,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.4985,0.6838,0.2874,4
yes,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.7419,0.647,0.2841,4
yes,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,7.6723,0.6732,0.2884,3
yes,2,no,1,1,3.57,6.77,110.13,6.77,3.22,yes,no,no,no,no,no,no,no,2.55,650.9,7.5714,1.0677,0.3609,3
no,2,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.3871,0.6934,0.3238,4
no,2,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.5389,0.6555,0.3174,4
no,1,no,1,1,5.7,11.35,326.4,11.35,3,yes,no,no,no,no,no,no,no,2.55,650.9,7.6003,0.6417,0.2803,4
no,1,no,1,1,3.76,7.43,173.72,7.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.4917,0.6657,0.2834,3
no,1,no,1,1,4.38,8.74,265.36,8.74,1.01,yes,no,no,no,no,no,no,no,2.55,650.9,7.7444,0.6641,0.2878,3
no,1,no,1,1,3.66,6.94,239.3,6.94,0,yes,no,no,no,no,no,no,no,2.55,650.9,7.7877,0.6507,0.2857,4
no,1,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.6028,0.6604,0.2844,4
no,1,no,1,1,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,7.8793,0.6673,0.291,4
no,1,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.6053,0.6854,0.2898,4
no,1,no,1,1,3.57,6.77,110.13,6.77,3.78,yes,no,no,no,no,no,no,no,2.55,650.9,7.5952,0.6652,0.2853,1
no,1,no,1,1,4.15,8.07,159.95,8.07,6,yes,no,no,no,no,no,no,no,2.55,650.9,7.9446,0.6636,0.2914,3
no,1,no,1,1,4.9,9.67,172.41,9.67,6,yes,no,no,no,no,no,no,no,2.55,650.9,7.7538,0.6609,0.2873,3
no,1,no,1,1,4.12,7.94,210.85,7.94,3,yes,no,no,no,no,no,no,no,2.55,650.9,7.8072,0.6812,0.2927,4
no,1,no,1,1,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,7.7436,0.6753,0.2902,1
no,1,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,9.466,0.7287,0.3333,3
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,8.7375,0.6902,0.3117,3
no,3,no,1,1,6.48,13.1,225.18,13.1,9.99,yes,no,no,no,no,no,no,no,2.55,650.9,8.2558,0.6881,0.3025,1
no,4,no,1,1,6.48,13.1,225.18,13.1,9.92,yes,no,no,no,no,no,no,no,2.55,650.9,7.6248,0.7265,0.2987,3
no,1,no,1,1,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,8.5374,0.6748,0.3046,3
no,1,no,1,1,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,5.7685,0.7015,0.2553,4
no,1,no,1,1,4.15,8.07,159.95,8.07,6,yes,no,no,no,no,no,no,no,2.55,650.9,7.9285,0.6694,0.2924,3
no,1,no,1,1,4.15,8.07,159.95,8.07,6,yes,no,no,no,no,no,no,no,2.55,650.9,6.0212,0.6726,0.2554,3
no,1,no,1,1,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,7.9301,0.6812,0.295,1
no,1,no,1,1,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,5.9041,0.6828,0.2548,3
no,1,no,1,1,4.38,8.74,265.36,8.74,1.01,yes,no,no,no,no,no,no,no,2.55,650.9,7.8267,0.6555,0.2875,1
no,1,no,1,1,4.38,8.74,265.36,8.74,1.01,yes,no,no,no,no,no,no,no,2.55,650.9,5.9711,0.6785,0.2555,3
no,1,no,1,1,3.66,6.94,239.3,6.94,0,yes,no,no,no,no,no,no,no,2.55,650.9,7.6961,0.6566,0.2853,3
no,1,no,1,1,3.66,6.94,239.3,6.94,0,yes,no,no,no,no,no,no,no,2.55,650.9,6.2298,0.6833,0.2619,4
no,1,no,1,1,3.57,6.77,110.13,6.77,3.78,yes,no,no,no,no,no,no,no,2.55,650.9,7.585,0.7079,0.2941,3
no,1,no,1,1,3.76,7.43,173.72,7.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.6825,0.6753,0.2891,3
no,1,no,1,1,6.31,12.27,237.23,12.27,6,yes,no,no,no,no,no,no,no,2.55,650.9,7.7461,0.7057,0.2968,3
no,1,no,1,1,4.18,8.34,192.04,8.34,4,yes,no,no,no,no,no,no,no,2.55,650.9,8.288,0.6999,0.3057,4
no,1,no,1,1,4.18,8.34,192.04,8.34,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.585,0.6929,0.291,4
no,1,no,1,1,4.15,8.07,159.95,8.07,6,yes,no,no,no,no,no,no,no,2.55,650.9,5.8202,0.3262,0.1749,3
no,1,no,1,1,4.15,8.07,159.95,8.07,6,yes,no,no,no,no,no,no,no,2.55,650.9,6.0102,0.6641,0.2536,3
