@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R3-5,7-8,13,17,43,74,85,168,170-172,174,179-180,188,228,232,250,256,269,274'

@attribute slowCool {yes,no}
@attribute pH numeric
@attribute leak {yes,no}
@attribute numberOrg numeric
@attribute numberOxlike numeric
@attribute orgmaximalprojectionradiusMax numeric
@attribute orgminimalprojectionsizeMax numeric
@attribute orgASA_HMin numeric
@attribute orgminimalprojectionsizeGeomAvg numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute Na {yes,no}
@attribute Te {yes,no}
@attribute Br {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute P {yes,no}
@attribute S {yes,no}
@attribute Cr {yes,no}
@attribute PaulingElectronegMax numeric
@attribute IonizationMin numeric
@attribute IonizationMaxWeighted numeric
@attribute IonizationMinWeighted numeric
@attribute EAGeomWeighted numeric
@attribute outcome {1,2,3,4}

@data
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,no,no,no,yes,no,no,no,no,2.55,650.9,5.5717,0.6394,0.2396,4
yes,4,no,1,0,4.77,9.5,267.23,9.5,0.07,no,no,no,yes,no,no,no,no,2.55,650.9,5.5717,0.6394,0.2396,3
yes,7,no,1,0,5.06,10.12,250.99,10.12,3.89,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7081,0.3249,0.0626,2
yes,5,no,1,0,5.06,10.12,250.99,10.12,4,yes,yes,no,no,no,no,no,no,2.1,650.9,0.3622,0.2126,0.0362,4
yes,7,no,1,0,4.77,9.5,267.23,9.5,0,no,no,no,yes,no,no,no,no,2.55,650.9,5.7719,0.6715,0.2499,3
yes,5,no,1,0,5.06,10.12,250.99,10.12,4,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7147,0.3321,0.0635,4
yes,5,no,1,0,5.06,10.12,250.99,10.12,4,yes,yes,no,no,no,no,no,no,2.1,650.9,0.3414,0.2169,0.0355,2
yes,3,no,1,0,5.06,10.12,250.99,10.12,4,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7104,0.4037,0.0698,2
yes,1,yes,1,0,5.06,10.12,250.99,10.12,4,yes,yes,no,no,no,no,no,no,2.1,650.9,3.3246,0.2295,0.1139,2
yes,1,yes,1,0,5.06,10.12,250.99,10.12,4,yes,yes,no,no,no,no,no,no,2.1,650.9,2.2254,0.5347,0.1423,2
yes,5,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.1302,0.2256,0.0658,4
yes,1,no,1,0,3.84,7.39,142.39,7.39,5,no,no,no,yes,no,no,no,no,2.55,650.9,5.7574,0.6418,0.244,3
yes,4,no,1,0,3.84,7.39,142.39,7.39,5,no,no,no,yes,no,no,no,no,2.55,650.9,5.7642,0.6781,0.2509,3
yes,7,no,1,0,3.84,7.39,142.39,7.39,4.96,no,no,no,yes,no,no,no,no,2.55,650.9,5.648,0.6625,0.2455,2
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,yes,no,no,no,no,no,no,2.1,650.9,0.899,0.7277,0.1055,2
yes,1,no,1,0,3.76,7.43,173.72,7.43,4,no,no,no,yes,no,no,no,no,2.55,650.9,5.6099,0.6361,0.2398,2
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3001,0.5408,0.1094,4
yes,4,no,1,0,3.76,7.43,173.72,7.43,4,no,no,no,yes,no,no,no,no,2.55,650.9,5.8482,0.646,0.2467,2
yes,5,no,1,0,5.4,10.58,211.78,10.58,5.11,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2972,0.2478,0.0739,2
yes,7,no,1,0,3.76,7.43,173.72,7.43,3.96,no,no,no,yes,no,no,no,no,2.55,650.9,5.7735,0.6828,0.252,2
yes,5,no,1,0,5.4,10.58,211.78,10.58,5.11,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2784,0.5381,0.1082,2
yes,3,yes,1,0,5.4,10.58,196.82,10.58,5.93,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3079,0.22,0.07,2
yes,1,no,1,0,5.4,10.58,196.82,10.58,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.301,0.2407,0.073,2
yes,1,no,1,0,5.4,10.58,196.82,10.58,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2691,0.5482,0.1088,2
yes,5,no,1,0,3.87,7.5,110.98,7.5,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.2125,0.1703,0.0801,2
yes,5,no,1,0,3.87,7.5,110.98,7.5,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2849,0.7119,0.1247,4
yes,3,no,1,0,3.87,7.5,110.98,7.5,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.1934,0.1559,0.0763,2
yes,3,no,1,0,3.87,7.5,110.98,7.5,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2743,0.7092,0.124,4
yes,1,no,1,0,3.87,7.5,110.98,7.5,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.1972,0.1842,0.083,2
yes,1,no,1,0,3.87,7.5,110.98,7.5,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2759,0.7244,0.1254,2
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,yes,no,no,no,no,no,no,no,2.55,650.9,5.7108,0.6433,0.2433,2
yes,1,yes,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.2228,0.1858,0.0838,2
yes,4,no,1,0,4.77,9.5,267.23,9.5,0.07,yes,no,no,no,no,no,no,no,2.55,650.9,5.9296,0.6662,0.2523,4
yes,7,no,1,0,4.77,9.5,267.23,9.5,0,yes,no,no,no,no,no,no,no,2.55,650.9,5.7006,0.6769,0.2493,3
yes,7,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2801,0.7418,0.1271,2
yes,5,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.2097,0.1858,0.0836,2
yes,5,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2801,0.7054,0.1239,2
yes,1,no,1,0,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,5.6005,0.6555,0.2432,4
yes,3,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.1929,0.1607,0.0774,2
yes,4,no,1,0,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,5.721,0.6454,0.2439,3
yes,3,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2775,0.7097,0.1242,2
yes,7,no,1,0,3.84,7.39,142.39,7.39,4.96,yes,no,no,no,no,no,no,no,2.55,650.9,5.6769,0.6454,0.2429,3
yes,1,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.1945,0.1708,0.0799,2
yes,1,no,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3148,0.7146,0.1264,2
yes,7,yes,1,0,5.81,11.37,204.98,11.37,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.1972,0.1751,0.0809,2
yes,1,no,1,0,3.76,7.43,173.72,7.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.6362,0.6833,0.2491,3
yes,4,no,1,0,3.76,7.43,173.72,7.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.6684,0.6475,0.2432,2
yes,7,yes,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.6474,0.2151,0.0776,2
yes,7,no,1,0,3.76,7.43,173.72,7.43,3.96,yes,no,no,no,no,no,no,no,2.55,650.9,5.682,0.6545,0.2448,2
yes,7,no,1,0,3.76,7.43,173.72,7.43,3.96,yes,no,no,no,no,no,no,no,2.55,650.9,5.682,0.6545,0.2448,2
yes,5,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.2092,0.1703,0.08,2
yes,1,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,5.7337,0.6902,0.2525,3
yes,5,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.6805,0.2102,0.0775,2
yes,4,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,5.6404,0.6822,0.249,2
yes,3,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.1812,0.1916,0.0843,2
yes,7,no,1,0,5.74,11.24,194.98,11.24,7.19,yes,no,no,no,no,no,no,no,2.55,650.9,5.7786,0.6844,0.2524,2
yes,3,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.6533,0.213,0.0774,2
yes,1,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.1994,0.1714,0.0801,2
yes,1,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.6469,0.2489,0.0835,2
yes,7,no,1,0,4.58,9.05,141.19,9.05,6,yes,yes,no,no,no,no,no,no,2.1,650.9,2.2212,0.1559,0.0767,2
yes,2,no,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.4909,0.6897,0.2885,4
yes,7,no,1,0,4.05,7.98,247.34,7.98,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.6645,0.2075,0.0766,4
yes,5,no,1,0,4.05,7.98,247.34,7.98,0,yes,yes,no,no,no,no,no,no,2.1,650.9,2.2152,0.1719,0.0805,2
yes,5,no,1,0,4.05,7.98,247.34,7.98,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.641,0.2075,0.0761,2
yes,3,no,1,0,4.05,7.98,247.34,7.98,0.21,yes,yes,no,no,no,no,no,no,2.1,650.9,2.2092,0.1623,0.0781,2
yes,3,no,1,0,4.05,7.98,247.34,7.98,0.21,yes,yes,no,no,no,no,no,no,2.1,650.9,1.6672,0.2173,0.0785,2
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3622,0.1975,0.0676,2
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,yes,no,no,no,no,no,no,2.1,650.9,1.6485,0.22,0.0785,2
yes,1,yes,1,0,4.77,9.5,263.26,9.5,1,yes,no,no,no,no,no,no,no,2.55,650.9,5.7108,0.6433,0.2433,2
yes,4,no,1,0,4.77,9.5,267.23,9.5,0.07,yes,no,no,no,no,no,no,no,2.55,650.9,5.9296,0.6662,0.2523,4
yes,7,no,1,0,4.77,9.5,267.23,9.5,0,yes,no,no,no,no,no,no,no,2.55,650.9,5.7006,0.6769,0.2493,3
yes,1,no,1,0,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,5.6005,0.6555,0.2432,3
yes,1,no,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.4909,0.6897,0.2885,4
yes,4,no,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.5468,0.6988,0.2915,2
yes,7,no,1,0,5.82,11.39,411.96,11.39,1.99,yes,no,no,no,no,no,no,no,2.55,650.9,11.2477,0.6144,0.3337,2
yes,1,no,1,0,4.38,8.74,265.36,8.74,1.01,no,no,no,no,no,no,yes,no,2.55,650.9,11.3927,0.6433,0.3436,2
yes,4,no,1,0,4.38,8.74,296.17,8.74,0.12,no,no,no,no,no,no,yes,no,2.55,650.9,11.4148,0.6477,0.3451,2
yes,4,no,1,0,4.38,8.74,296.17,8.74,0.12,no,no,no,no,no,no,yes,no,2.55,650.9,11.4148,0.6477,0.3451,2
yes,7,no,1,0,4.38,8.74,296.17,8.74,0,no,no,no,no,no,no,yes,no,2.55,650.9,11.3062,0.6724,0.35,2
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,11.3122,0.6341,0.3399,4
yes,4,no,1,0,4.05,7.98,247.34,7.98,0.03,no,no,no,no,no,no,yes,no,2.55,650.9,11.1587,0.6529,0.3426,4
yes,7,no,1,0,4.05,7.98,247.34,7.98,0,no,no,no,no,no,no,yes,no,2.55,650.9,13.2347,0.6577,0.3745,3
yes,2,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,9.438,0.6262,0.3086,4
yes,4,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,9.5245,0.6438,0.3143,3
yes,7,no,1,0,5.74,11.24,194.98,11.24,7.19,yes,no,no,no,no,no,no,no,2.55,650.9,9.4227,0.6294,0.3091,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.5321,0.6507,0.3161,4
yes,4,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.3701,0.6497,0.3132,2
yes,7,no,1,0,5.06,10.12,250.99,10.12,3.89,yes,no,no,no,no,no,no,no,2.55,650.9,9.3659,0.6577,0.315,2
yes,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,11.2876,0.6501,0.3438,4
yes,4,no,1,0,4.05,7.98,247.34,7.98,0.03,no,no,no,no,no,no,yes,no,2.55,650.9,11.3741,0.6497,0.345,2
yes,7,no,1,0,4.05,7.98,247.34,7.98,0,no,no,no,no,no,no,yes,no,2.55,650.9,11.3919,0.6641,0.3491,3
yes,2,no,1,1,4.12,7.94,210.85,7.94,3,yes,no,no,no,no,no,no,no,2.55,650.9,3.7654,0.6521,0.1989,4
yes,4,no,1,1,4.12,7.94,210.85,7.94,2.99,yes,no,no,no,no,no,no,no,2.55,650.9,3.8035,0.6649,0.2018,4
yes,7,no,1,1,4.12,7.94,226.27,7.94,2.12,yes,no,no,no,no,no,no,no,2.55,650.9,3.8332,0.6488,0.2002,1
yes,1,no,1,1,4.12,7.94,210.85,7.94,3,yes,no,no,no,no,no,no,no,2.55,650.9,3.7772,0.6399,0.1973,4
yes,4,no,1,1,4.12,7.94,210.85,7.94,2.99,yes,no,no,no,no,no,no,no,2.55,650.9,3.8307,0.6672,0.2029,3
yes,7,no,1,1,4.12,7.94,226.27,7.94,2.12,yes,no,no,no,no,no,no,no,2.55,650.9,3.8748,0.6594,0.2029,1
yes,2,no,1,1,4.38,8.74,265.36,8.74,0.93,yes,no,no,no,no,no,no,no,2.55,650.9,3.7552,0.6638,0.2004,4
yes,4,no,1,1,4.38,8.74,296.17,8.74,0.12,yes,no,no,no,no,no,no,no,2.55,650.9,3.8612,0.6538,0.2017,4
yes,7,no,1,1,4.38,8.74,296.17,8.74,0,yes,no,no,no,no,no,no,no,2.55,650.9,3.7679,0.6555,0.1995,1
yes,1,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.6497,0.6433,0.242,2
yes,4,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.7981,0.6518,0.2467,2
yes,7,no,1,0,5.06,10.12,250.99,10.12,3.89,yes,no,no,no,no,no,no,no,2.55,650.9,5.7311,0.6507,0.2451,2
yes,1,no,1,0,5.4,10.58,196.82,10.58,6,yes,no,no,no,no,no,no,no,2.55,650.9,5.7337,0.662,0.2473,2
yes,4,no,1,0,5.4,10.58,211.78,10.58,5.56,yes,no,no,no,no,no,no,no,2.55,650.9,5.7846,0.6673,0.2494,2
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,no,no,no,no,no,no,no,2.55,650.9,5.6141,0.6454,0.2416,2
yes,7,no,1,0,5.4,10.58,211.78,10.58,5,yes,no,no,no,no,no,no,no,2.55,650.9,5.6141,0.6454,0.2416,2
yes,1,no,1,0,4.69,9.35,261.95,9.35,2,yes,no,no,no,no,no,no,no,2.55,650.9,6.0695,0.6678,0.2555,3
yes,4,no,1,0,4.69,9.35,277,9.35,1.56,yes,no,no,no,no,no,no,no,2.55,650.9,5.6438,0.6491,0.2429,2
yes,7,no,1,0,4.69,9.35,277,9.35,1,yes,no,no,no,no,no,no,no,2.55,650.9,5.7066,0.6406,0.2427,2
yes,1,no,1,0,4.12,7.94,210.85,7.94,3,yes,no,no,no,no,no,no,no,2.55,650.9,5.8736,0.687,0.255,3
yes,4,no,1,0,4.12,7.94,210.85,7.94,2.99,yes,no,no,no,no,no,no,no,2.55,650.9,5.6209,0.6545,0.2434,2
yes,7,no,1,0,4.12,7.94,226.27,7.94,2.12,yes,no,no,no,no,no,no,no,2.55,650.9,5.7931,0.6481,0.2459,4
yes,1,no,1,0,4.79,9.27,237.68,9.27,3,yes,no,no,no,no,no,no,no,2.55,650.9,5.6005,0.6748,0.2467,2
yes,4,no,1,0,4.79,9.27,237.68,9.27,2.99,yes,no,no,no,no,no,no,no,2.55,650.9,5.721,0.6374,0.2424,2
yes,7,no,1,0,4.79,9.27,261.98,9.27,2.15,yes,no,no,no,no,no,no,no,2.55,650.9,5.7066,0.6513,0.2447,2
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,yes,no,no,no,no,no,no,no,2.55,650.9,11.2817,0.6726,0.3496,3
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,yes,no,no,no,no,no,no,no,2.55,650.9,1.9149,0.6716,0.1439,3
yes,1,no,1,0,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,11.2791,0.6406,0.3412,3
yes,2,no,1,0,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,1.9336,0.6523,0.1425,4
yes,2,no,1,0,4.69,9.35,261.95,9.35,1.99,yes,no,no,no,no,no,no,no,2.55,650.9,15.0419,0.6582,0.3994,3
yes,2,no,1,0,4.69,9.35,261.95,9.35,1.99,yes,no,no,no,no,no,no,no,2.55,650.9,2.5187,0.6732,0.1653,3
yes,1,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,18.7445,0.6609,0.4467,3
yes,1,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,3.2625,0.6507,0.1849,3
yes,1,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,18.9226,0.6449,0.4434,4
yes,1,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,3.1361,0.678,0.1851,3
yes,1,no,1,0,4.12,7.94,210.85,7.94,3,yes,no,no,no,no,no,no,no,2.55,650.9,5.7116,0.655,0.2455,3
yes,1,no,1,0,4.12,7.94,210.85,7.94,3,yes,no,no,no,no,no,no,no,2.55,650.9,11.347,0.6593,0.3471,3
yes,1,no,1,0,4.12,7.94,210.85,7.94,3,yes,no,no,no,no,no,no,no,2.55,650.9,1.8784,0.6459,0.1398,2
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,yes,no,no,no,no,no,no,no,2.55,650.9,11.665,0.6668,0.354,3
yes,4,no,1,0,4.77,9.5,267.23,9.5,0.07,yes,no,no,no,no,no,no,no,2.55,650.9,11.4801,0.6636,0.3503,4
yes,7,no,1,0,4.77,9.5,267.23,9.5,0,yes,no,no,no,no,no,no,no,2.55,650.9,14.9681,0.6684,0.4014,2
yes,2,no,1,0,4.77,9.5,263.26,9.5,0.88,yes,no,no,no,no,no,no,no,2.55,650.9,1.9064,0.6652,0.1429,4
yes,4,no,1,0,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,2.1719,0.6513,0.151,4
yes,7,no,1,0,3.84,7.39,142.39,7.39,4.96,yes,no,no,no,no,no,no,no,2.55,650.9,1.9471,0.6641,0.1443,1
yes,1,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,18.9302,0.6785,0.4549,3
yes,4,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,18.9175,0.6427,0.4426,1
yes,7,no,1,0,5.06,10.12,250.99,10.12,3.89,yes,no,no,no,no,no,no,no,2.55,650.9,19.0201,0.6401,0.4429,1
yes,1,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,19.2508,0.6817,0.4598,4
yes,4,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,18.7293,0.678,0.4523,3
yes,7,no,1,0,5.74,11.24,194.98,11.24,7.19,yes,no,no,no,no,no,no,no,2.55,650.9,18.8013,0.6817,0.4544,3
yes,1,no,1,0,4.12,7.94,210.85,7.94,3,yes,no,no,no,no,no,no,no,2.55,650.9,11.6845,0.6694,0.355,3
yes,4,no,1,0,4.12,7.94,210.85,7.94,2.99,yes,no,no,no,no,no,no,no,2.55,650.9,11.2927,0.6497,0.3438,3
yes,7,no,1,0,4.12,7.94,226.27,7.94,2.12,yes,no,no,no,no,no,no,no,2.55,650.9,11.3342,0.6737,0.3507,1
yes,1,no,1,0,4.12,7.94,210.85,7.94,3,yes,no,no,no,no,no,no,no,2.55,650.9,2.0786,0.6326,0.1455,3
yes,4,no,1,0,4.12,7.94,210.85,7.94,2.99,yes,no,no,no,no,no,no,no,2.55,650.9,1.9632,0.6475,0.1431,3
yes,7,no,1,0,4.12,7.94,226.27,7.94,2.12,yes,no,no,no,no,no,no,no,2.55,650.9,1.9276,0.6636,0.1435,4
yes,1,no,1,0,4.69,9.35,261.95,9.35,2,yes,no,no,no,yes,no,no,no,2.55,650.9,7.4663,0.6523,0.2801,2
yes,1,no,1,0,4.69,9.35,261.95,9.35,2,yes,no,no,no,yes,no,no,no,2.55,650.9,7.4663,0,0,2
yes,2,no,1,0,4.69,9.35,261.95,9.35,1.99,yes,no,no,no,yes,no,no,no,2.55,650.9,7.5214,0.6764,0.2863,2
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,yes,no,no,no,2.55,650.9,11.5013,0.6427,0.3451,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,yes,no,no,no,2.55,650.9,11.7761,0.6582,0.3534,3
yes,2,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,yes,no,no,no,2.55,650.9,9.4643,0.6497,0.3147,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,yes,no,no,no,2.55,650.9,9.488,0.6657,0.319,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,yes,no,no,no,2.55,650.9,9.488,0.6657,0.319,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,yes,no,no,no,2.55,650.9,9.6,0.6523,0.3176,4
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,yes,no,no,no,2.55,650.9,11.3902,0.6545,0.3465,3
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,yes,no,no,no,2.55,650.9,11.9372,0.6673,0.3582,3
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,yes,no,no,no,yes,no,no,no,2.55,650.9,5.7328,0.6449,0.244,3
yes,1,no,1,0,4.77,9.5,263.26,9.5,1,yes,no,no,no,yes,no,no,no,2.55,650.9,5.6574,0.6555,0.2444,3
yes,2,no,1,0,3.84,7.39,142.39,7.39,5,yes,no,no,no,yes,no,no,no,2.55,650.9,5.7786,0.6529,0.2465,3
yes,2,no,1,0,3.84,7.39,142.39,7.39,5,yes,no,no,no,yes,no,no,no,2.55,650.9,5.704,0.6555,0.2454,3
yes,1,no,1,0,4.66,9.43,225.86,9.43,4,yes,no,no,no,yes,no,yes,no,2.55,650.9,11.8855,0.6577,0.3549,4
yes,1,no,1,0,4.66,9.43,225.86,9.43,4,yes,no,no,no,yes,no,yes,no,2.55,650.9,11.7905,0.6409,0.3489,4
yes,2,no,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,yes,no,no,no,2.55,650.9,7.5706,0.6513,0.2818,1
yes,2,no,1,0,5.82,11.39,411.96,11.39,2,yes,no,no,no,yes,no,no,no,2.55,650.9,7.5841,0.6604,0.284,2
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,yes,no,no,no,2.55,650.9,11.9788,0.6652,0.3583,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,yes,no,no,no,2.55,650.9,11.3096,0.7111,0.3599,4
yes,2,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,yes,no,no,no,2.55,650.9,9.5949,0.6652,0.3206,4
yes,2,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,yes,no,no,no,2.55,650.9,9.6916,0.6449,0.3173,3
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,yes,no,no,no,2.55,650.9,9.767,0.687,0.3288,3
yes,2,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,yes,no,no,no,2.55,650.9,9.7518,0.6486,0.3192,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,yes,no,no,no,2.55,650.9,11.6853,0.6828,0.3585,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,yes,no,no,no,2.55,650.9,11.4063,0.6993,0.3585,3
yes,2,no,1,0,4.66,9.43,225.86,9.43,4,yes,no,no,yes,no,no,no,yes,2.55,650.9,11.5649,0.2765,0.1501,3
yes,2,no,1,0,4.66,9.43,225.86,9.43,4,yes,no,no,yes,no,no,no,yes,2.55,650.9,11.7074,0.6502,0.2126,4
yes,2,no,1,0,4.69,9.35,261.95,9.35,1.99,yes,no,no,yes,no,no,no,yes,2.55,650.9,7.7436,0.289,0.1315,3
yes,2,no,1,0,4.69,9.35,261.95,9.35,1.99,yes,no,no,yes,no,no,no,yes,2.55,650.9,7.7173,0.7025,0.1885,3
yes,2,no,1,0,4.69,9.35,261.95,9.35,1.99,yes,no,no,yes,no,no,no,yes,2.55,650.9,7.7173,0.7025,0.1885,3
yes,2,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,yes,no,no,no,yes,2.55,650.9,9.4549,0.285,0.1424,4
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,yes,no,no,yes,no,no,no,yes,2.55,650.9,11.3003,0.6694,0.2124,3
yes,2,no,1,0,4.05,7.98,247.34,7.98,0.73,yes,no,no,yes,no,no,no,yes,2.55,650.9,11.3325,0.2654,0.1458,3
yes,7,no,1,0,7.85,15.66,300.79,15.66,6.97,no,no,no,no,no,no,no,no,2.55,650.9,0.9359,0.2222,0.0579,1
yes,7,no,1,0,7.85,15.66,300.79,15.66,6.97,no,no,no,no,no,no,no,no,2.55,650.9,0.4927,0.113,0.0299,1
yes,7,no,1,0,7.85,15.66,300.79,15.66,6.97,no,no,no,no,no,no,no,no,2.55,650.9,1.2559,0.7005,0.119,4
yes,7,no,1,0,7.85,15.66,300.79,15.66,6.97,no,no,no,no,no,no,no,no,2.55,650.9,2.3788,0.1541,0.0769,4
yes,7,no,1,0,5.81,11.37,204.98,11.37,6,no,no,no,no,no,no,no,no,2.55,650.9,0.9248,0.7844,0.1081,1
yes,7,no,1,0,5.81,11.37,204.98,11.37,6,no,no,no,no,no,no,no,no,2.55,650.9,0.9253,0.6064,0.0951,1
