@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R5,16,25,32,80,170,172,174,180,230,274'

@attribute leak {yes,no}
@attribute orgminimalprojectionradiusMax numeric
@attribute orgASA_PMax numeric
@attribute orgmaximalprojectionradiusMin numeric
@attribute orgASA-GeomAvg numeric
@attribute Te {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute S {yes,no}
@attribute hardnessMax numeric
@attribute outcome {1,2,3,4}

@data
no,2.62,46.13,3.16,55.2173,yes,no,no,no,339.6,2
no,3.03,46.13,3.16,65.1635,yes,no,no,no,339.6,1
no,3.03,46.13,3.16,65.1635,yes,no,no,no,339.6,2
no,3.03,46.13,3.16,65.1635,yes,no,no,no,339.6,1
no,3.57,46.13,3.16,0,yes,no,no,no,339.6,2
no,3.57,46.13,3.16,0,yes,no,no,no,339.6,3
no,3.36,46.13,3.16,0,yes,no,no,no,339.6,1
no,3.36,46.13,3.16,0,yes,no,no,no,339.6,4
no,2.96,96.02,3.16,50.2901,yes,no,no,no,339.6,1
no,2.96,96.02,3.16,50.2901,yes,no,no,no,339.6,4
no,3.12,46.13,3.16,62.1644,yes,no,no,no,339.6,1
no,3.12,46.13,3.16,62.1644,yes,no,no,no,339.6,2
no,3.12,46.13,3.16,62.1644,yes,no,no,no,339.6,2
no,3.83,46.13,3.16,65.8038,yes,no,no,no,339.6,1
no,3.83,46.13,3.16,65.8038,yes,no,no,no,339.6,2
no,3.83,46.13,3.16,65.8038,yes,no,no,no,339.6,3
no,2.94,96.32,3.16,63.6349,yes,no,no,no,339.6,1
no,2.88,60.56,3.16,54.3651,yes,no,no,no,339.6,4
no,2.88,96.38,3.16,50.7668,yes,no,no,no,339.6,3
no,2.88,96.38,3.16,50.7668,yes,no,no,no,339.6,4
no,2.88,60.56,3.16,54.3651,yes,no,no,no,339.6,4
no,2.88,96.38,3.16,50.7668,yes,no,no,no,339.6,3
no,2.96,96.02,3.16,50.2901,yes,no,no,no,339.6,4
no,2.96,96.02,3.16,50.2901,yes,no,no,no,339.6,3
no,2.96,96.02,3.16,50.2901,yes,no,no,no,339.6,3
no,2.96,96.02,3.16,50.2901,yes,no,no,no,339.6,4
no,2.96,96.02,3.16,50.2901,yes,no,no,no,339.6,4
no,2.96,96.02,3.16,50.2901,yes,no,no,no,339.6,3
no,2.96,96.02,3.16,50.2901,yes,no,no,no,339.6,4
no,2.96,46.13,3.16,66.9419,yes,no,no,no,339.6,3
no,2.94,46.13,3.16,69.919,yes,no,no,no,339.6,3
no,2.94,46.13,3.16,69.919,yes,no,no,no,339.6,3
no,2.94,96.32,3.16,63.6349,yes,no,no,no,339.6,3
no,2.94,46.13,3.16,69.919,yes,no,no,no,339.6,3
no,2.94,46.13,3.16,72.9457,yes,no,no,no,339.6,3
no,2.94,96.39,3.16,66.9508,yes,no,no,no,339.6,3
no,2.94,96.39,3.16,66.9508,yes,no,no,no,339.6,4
no,2.94,96.39,3.16,66.9508,yes,no,no,no,339.6,3
no,2.96,96.02,3.16,50.2901,yes,no,no,no,339.6,3
no,2.96,96.02,3.16,50.2901,yes,no,no,no,339.6,3
no,2.96,96.02,3.16,50.2901,yes,no,no,no,339.6,3
no,2.96,46.13,3.16,66.9419,yes,no,no,no,339.6,4
no,2.94,96.39,3.16,66.9508,yes,no,no,no,339.6,4
no,2.94,96.39,3.16,66.9508,yes,no,no,no,339.6,4
no,2.94,46.13,3.16,72.9457,yes,no,no,no,339.6,3
no,2.94,46.13,3.16,72.9457,yes,no,no,no,339.6,3
no,3.3,46.13,3.16,74.7698,yes,no,no,no,339.6,3
no,3.3,46.13,3.16,74.7698,yes,no,no,no,339.6,3
no,3.3,46.13,3.16,74.7698,yes,no,no,no,339.6,4
no,3.3,46.13,3.16,76.0554,yes,no,no,no,339.6,4
no,3.62,46.13,3.16,71.8282,yes,no,no,no,339.6,3
no,3.62,46.13,3.16,71.8282,yes,no,no,no,339.6,3
no,3.62,46.13,3.16,71.8282,yes,no,no,no,339.6,2
no,3.62,46.13,3.16,71.8282,yes,no,no,no,339.6,3
no,3.12,46.13,3.16,62.1644,yes,no,no,no,339.6,4
no,3.12,46.13,3.16,62.1644,yes,no,no,no,339.6,4
no,3.12,46.13,3.16,62.1644,yes,no,no,no,339.6,3
no,3.12,46.13,3.16,62.1644,yes,no,no,no,339.6,4
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.42,23.05,4.66,44.62,yes,no,no,no,339.6,3
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,4
no,3.76,102.72,7.85,46.6,yes,no,no,no,339.6,1
no,3.47,72.75,5.4,25.52,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.76,102.72,7.85,46.6,yes,no,no,no,339.6,1
no,3.76,102.72,7.85,46.6,yes,no,no,no,339.6,1
no,3.76,102.72,7.85,46.6,yes,no,no,no,339.6,1
no,3.47,72.75,5.4,25.52,yes,no,no,no,339.6,1
no,3.47,72.75,5.4,25.52,yes,no,no,no,339.6,1
no,3.47,72.75,5.4,25.52,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,4
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,4
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,3
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,4
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,3
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,4
no,3.42,23.05,4.66,44.62,yes,no,no,no,339.6,1
no,3.42,23.05,4.66,44.62,yes,no,no,no,339.6,1
no,3.42,23.05,4.66,44.62,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,3.48,14.64,4.16,20.45,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,2.94,96.39,6.31,75.36,yes,no,no,no,339.6,1
no,3.57,30.88,3.6,12.91,yes,no,no,no,339.6,1
no,3.57,30.88,3.6,12.91,yes,no,no,no,339.6,1
no,3.57,30.88,3.6,12.91,yes,no,no,no,339.6,1
no,3.57,30.88,3.6,12.91,yes,no,no,no,339.6,1
no,3.57,30.88,3.6,12.91,yes,no,no,no,339.6,1
no,3.57,30.88,3.6,12.91,yes,no,no,no,339.6,1
no,3.57,30.88,3.6,12.91,yes,no,no,no,339.6,1
no,3.57,30.88,3.6,12.91,yes,no,no,no,339.6,1
no,2.6,61.92,3.87,39.15,yes,no,no,no,339.6,1
no,2.6,61.92,3.87,39.15,yes,no,no,no,339.6,1
no,2.6,61.92,3.87,39.15,yes,no,no,no,339.6,1
no,2.6,61.92,3.87,39.15,yes,no,no,no,339.6,1
no,2.6,61.92,3.87,39.15,yes,no,no,no,339.6,1
no,2.6,61.92,3.87,39.15,yes,no,no,no,339.6,1
no,2.6,61.92,3.87,39.15,yes,no,no,no,339.6,1
no,2.6,61.92,3.87,39.15,yes,no,no,no,339.6,1
no,2.92,104.8,5.74,52.63,yes,no,no,no,339.6,1
no,2.92,104.8,5.74,52.63,yes,no,no,no,339.6,1
no,2.92,104.8,5.74,52.63,yes,no,no,no,339.6,1
no,2.92,104.8,5.74,52.63,yes,no,no,no,339.6,1
no,2.92,104.8,5.74,52.63,yes,no,no,no,339.6,1
no,2.92,104.8,5.74,52.63,yes,no,no,no,339.6,1
no,2.92,104.8,5.74,52.63,yes,no,no,no,339.6,1
no,2.92,104.8,5.74,52.63,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.83,14.69,5.19,83.69,yes,no,no,no,339.6,1
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.57,30.88,3.6,12.91,yes,no,no,no,339.6,4
no,3.12,46.13,3.16,62.1644,yes,no,no,no,339.6,4
no,3.12,46.13,3.16,62.1644,yes,no,no,no,339.6,4
no,3.12,46.13,3.16,62.1644,yes,no,no,no,339.6,4
no,2.88,96.38,4.58,43.33,yes,yes,no,no,339.6,3
no,3.12,33.93,4.05,64.97,yes,yes,no,no,339.6,3
no,3.12,33.93,4.05,64.97,yes,yes,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,yes,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,yes,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,3
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,1
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,4
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,3
no,3.43,28.21,4.18,29.96,yes,no,no,no,339.6,1
no,3.43,28.21,4.18,29.96,yes,no,no,no,339.6,1
no,3.43,28.21,4.18,29.96,yes,no,no,no,339.6,1
no,3.43,28.21,4.18,29.96,yes,no,no,no,339.6,1
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,1
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,1
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,1
no,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,1
no,3.33,12.27,4.69,44.29,yes,no,no,no,339.6,1
no,3.33,12.27,4.69,44.29,yes,no,no,no,339.6,1
no,3.48,14.18,4.79,36.24,yes,no,no,no,339.6,3
no,3.48,14.18,4.79,36.24,yes,no,no,no,339.6,3
no,3.48,14.18,4.79,36.24,yes,no,no,no,339.6,3
no,4.81,143.27,5.4,53.09,yes,no,no,no,339.6,4
no,4.81,143.27,5.4,53.09,yes,no,no,no,339.6,4
no,4.81,143.27,5.4,53.09,yes,no,no,no,339.6,4
no,3.76,102.72,7.85,46.6,yes,no,no,no,339.6,4
no,3.76,102.72,7.85,46.6,yes,no,no,no,339.6,4
no,3.76,102.72,7.85,46.6,yes,no,no,no,339.6,4
yes,2.6,61.92,3.87,39.15,yes,no,no,no,339.6,1
?,2.6,61.92,3.87,39.15,yes,no,no,no,339.6,1
?,2.6,61.92,3.87,39.15,yes,no,no,no,339.6,1
?,3.57,30.88,3.6,12.91,yes,no,no,no,339.6,1
?,3.57,30.88,3.6,12.91,yes,no,no,no,339.6,1
?,3.57,30.88,3.6,12.91,yes,no,no,no,339.6,1
?,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,1
?,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,1
?,3.12,33.93,4.05,64.97,yes,no,no,no,339.6,1
?,3.42,23.05,4.66,44.62,yes,no,no,no,339.6,1
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,2
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,2
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,4
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,4
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,4
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,2
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.6,96.11,3.87,17.75,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,2
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,2
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,3
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,4
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,4
no,3.07,96.34,6.89,82.6,no,no,no,no,306.2,3
no,3.07,96.34,6.89,82.6,no,no,no,no,306.2,3
no,3.07,96.34,6.89,82.6,no,no,no,no,306.2,3
no,3.37,96.36,7.56,89.91,no,no,no,no,306.2,4
no,3.37,96.36,7.56,89.91,no,no,no,no,306.2,3
no,3.37,96.36,7.56,89.91,no,no,no,no,306.2,4
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,4
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,4
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,3
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,3
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,4
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,4
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,4
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,2
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,2
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,2
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,2
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,2
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,2
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,2
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,3
no,2.96,96.02,4.9,42.52,no,no,no,no,306.2,2
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,4
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,4
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,4
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,4
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,4
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,2
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,4
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,3
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,4
no,2.94,96.32,5.81,68.08,no,no,no,no,306.2,4
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,3
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,3
no,2.88,96.38,4.58,43.33,no,no,no,no,306.2,4
