@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R1-3,5,9,14,24,33,39,94-95,101,170-172,174,178-180,183,185,224,256,259-260,274'

@attribute Temp_max numeric
@attribute time numeric
@attribute slowCool {yes,no}
@attribute leak {yes,no}
@attribute numberComponents numeric
@attribute orgmaximalprojectionsizeMax numeric
@attribute orgASA_HMax numeric
@attribute orgmaximalprojectionsizeMin numeric
@attribute orgvanderwaalsMin numeric
@attribute oxlikeavgpol_pHdependentMax numeric
@attribute oxlikemolpolMax numeric
@attribute oxlikeASA_PMax numeric
@attribute Te {yes,no}
@attribute Br {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute N {yes,no}
@attribute P {yes,no}
@attribute S {yes,no}
@attribute Zn {yes,no}
@attribute Cl {yes,no}
@attribute V6 {yes,no}
@attribute IonizationMinWeighted numeric
@attribute PearsonElectronegMinWeighted numeric
@attribute hardnessMinWeighted numeric
@attribute outcome {1,2,3,4}

@data
90,24,no,no,4,5.18,247.34,5.18,281.27,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6694,0.3607,0.3086,3
90,24,no,no,4,5.56,172.41,5.56,268.43,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6641,0.3578,0.3062,4
90,24,no,no,4,5.55,196.82,5.55,269.22,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6598,0.3555,0.3042,4
90,24,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6497,0.35,0.2995,3
90,24,no,no,4,5.73,188.78,5.73,331.52,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6491,0.3498,0.2993,4
90,24,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.678,0.3653,0.3126,3
90,24,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6614,0.3564,0.3049,4
90,24,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.8744,0.4711,0.4032,3
90,24,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6967,0.3754,0.3212,1
90,24,no,no,4,6.62,194.04,6.62,211.8,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.8616,0.4642,0.3972,3
90,24,no,no,4,6.62,194.04,6.62,211.8,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6801,0.3664,0.3136,4
90,24,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.8883,0.4786,0.4096,4
90,24,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6491,0.3498,0.2993,3
90,24,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.8963,0.4829,0.4132,1
90,24,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6812,0.367,0.3141,3
90,24,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.8798,0.474,0.4056,4
90,24,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6539,0.3523,0.3015,4
90,24,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.5963,0.3213,0.2749,4
90,24,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.4548,0.2451,0.2097,4
90,24,no,no,4,6.62,194.04,6.62,211.8,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.7175,0.3866,0.3308,4
90,24,no,no,4,6.62,194.04,6.62,211.8,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.4719,0.2543,0.2176,4
90,24,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.5942,0.3201,0.2739,3
90,24,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.4468,0.2407,0.206,3
90,24,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6086,0.3279,0.2806,3
90,24,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.4623,0.2491,0.2131,3
90,24,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.5984,0.3224,0.2759,3
90,24,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.4853,0.2615,0.2237,4
90,60,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.685,0.3691,0.3158,4
90,60,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6232,0.3358,0.2873,4
90,60,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6499,0.3502,0.2996,4
90,60,no,no,4,6.62,194.04,6.62,211.8,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6811,0.367,0.314,4
90,60,no,no,4,6.62,194.04,6.62,211.8,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6727,0.3625,0.3102,4
90,60,no,no,4,6.62,194.04,6.62,211.8,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6315,0.3403,0.2912,4
90,60,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6455,0.3478,0.2976,4
90,60,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6499,0.3502,0.2996,4
90,60,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6521,0.3514,0.3007,3
90,60,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6393,0.3445,0.2948,4
90,60,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.646,0.3481,0.2978,4
90,60,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6494,0.3499,0.2994,4
90,60,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6655,0.3586,0.3068,4
90,60,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.651,0.3508,0.3002,4
90,60,no,no,4,7.03,110.13,7.03,200.55,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6393,0.3445,0.2948,4
90,60,no,no,4,6.62,194.04,6.62,211.8,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.3116,0.1679,0.1437,1
90,60,no,no,4,6.62,194.04,6.62,211.8,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,1.0383,0.5594,0.4787,4
90,60,no,no,4,6.62,194.04,6.62,211.8,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,1.316,0.709,0.6067,4
90,60,no,no,4,5.93,225.18,5.93,353.93,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.3834,0.2066,0.1768,4
90,60,no,no,4,5.93,225.18,5.93,353.93,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,1.0411,0.5609,0.48,4
90,60,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,1.3388,0.7213,0.6172,3
90,60,no,no,4,7.39,289.72,7.39,397.24,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.3155,0.17,0.1455,1
90,60,no,no,4,7.39,289.72,7.39,397.24,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.9815,0.5288,0.4525,3
90,60,no,no,4,7.39,289.72,7.39,397.24,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,1.3121,0.7069,0.6049,3
90,60,no,no,4,5.4,170.62,5.4,282.76,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.3628,0.1955,0.1673,1
90,60,no,no,4,5.4,170.62,5.4,282.76,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.9626,0.5187,0.4438,3
90,60,no,no,4,5.4,170.62,5.4,282.76,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,1.3766,0.7417,0.6347,4
90,60,no,no,4,7.03,110.13,7.03,200.55,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.3238,0.1745,0.1493,1
90,60,no,no,4,7.03,110.13,7.03,200.55,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.9799,0.5279,0.4518,3
90,60,no,no,4,7.03,110.13,7.03,200.55,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,1.3939,0.751,0.6426,3
90,60,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6689,0.3604,0.3084,4
90,60,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6534,0.3521,0.3013,4
90,60,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6758,0.3641,0.3116,4
90,60,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6545,0.3526,0.3018,4
90,60,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6566,0.3538,0.3027,3
90,60,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6555,0.3532,0.3022,4
90,60,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6854,0.3693,0.316,1
90,60,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.662,0.3567,0.3052,1
90,60,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6459,0.348,0.2978,3
90,60,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6523,0.3515,0.3008,3
90,60,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6417,0.3457,0.2958,4
90,60,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6769,0.3647,0.3121,4
90,60,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6924,0.373,0.3192,3
90,60,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6555,0.3532,0.3022,1
90,60,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6267,0.3377,0.289,1
90,60,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6246,0.3365,0.288,3
90,24,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6753,0.3638,0.3113,3
90,24,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6539,0.3523,0.3015,3
90,24,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6646,0.3581,0.3064,3
90,24,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6646,0.3581,0.3064,1
90,24,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6694,0.3607,0.3086,3
90,24,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.662,0.3567,0.3052,4
90,24,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6539,0.3523,0.3015,3
90,24,no,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6716,0.3618,0.3096,1
90,24,no,no,4,5.69,142.39,5.69,206.42,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,yes,yes,0.6833,0.3682,0.315,3
90,24,no,no,4,5.55,196.82,5.55,269.22,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6812,0.367,0.3141,4
90,24,no,no,4,4.08,263.26,4.08,294.5,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6555,0.3532,0.3022,3
90,24,no,no,4,5.25,261.95,5.25,275.81,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6571,0.3541,0.303,4
90,24,no,no,4,5.88,323.49,5.88,340.09,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6924,0.373,0.3192,3
90,24,no,no,4,4.91,250.99,4.91,295.52,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6625,0.3569,0.3054,4
90,24,no,no,4,5.18,247.34,5.18,281.27,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6539,0.3523,0.3015,4
90,24,yes,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6838,0.3684,0.3153,4
90,24,yes,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.647,0.3486,0.2983,4
90,24,yes,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6732,0.3627,0.3104,3
90,24,yes,no,4,7.03,110.13,7.03,200.55,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,1.0677,0.5753,0.4923,3
90,24,no,no,4,4.91,250.99,4.91,295.52,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6934,0.3736,0.3197,4
90,24,no,no,4,4.91,250.99,4.91,295.52,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6555,0.3532,0.3022,4
90,24,no,no,4,5.62,326.4,5.62,352.43,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6417,0.3457,0.2958,4
90,24,no,no,4,5.69,173.72,5.69,210.31,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6657,0.3587,0.3069,3
90,24,no,no,4,4.65,265.36,4.65,310.74,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6641,0.3578,0.3062,3
90,24,no,no,4,5.71,239.3,5.71,239.3,6.23,5.87,211.65,no,no,no,no,no,no,no,no,yes,yes,0.6507,0.3506,0.3,4
90,24,no,no,4,5.4,170.62,5.4,282.76,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6604,0.3558,0.3045,4
90,24,no,no,4,7.39,289.72,7.39,397.24,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6673,0.3595,0.3077,4
90,24,no,no,4,5.93,225.18,5.93,353.93,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6854,0.3693,0.316,4
90,24,no,no,4,7.03,110.13,7.03,200.55,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6652,0.3584,0.3067,1
90,24,no,no,4,5.54,159.95,5.54,224.06,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6636,0.3575,0.3059,3
90,24,no,no,4,5.56,172.41,5.56,268.43,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6609,0.3561,0.3047,3
90,24,no,no,4,5.92,210.85,5.92,238.74,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6812,0.367,0.3141,4
90,24,no,no,4,5.69,142.39,5.69,206.42,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,yes,yes,0.6753,0.3638,0.3113,1
90,48,no,no,4,5.93,225.18,5.93,353.93,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.7287,0.3926,0.336,3
90,48,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6902,0.3719,0.3182,3
90,48,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6881,0.3707,0.3173,1
90,48,no,no,4,5.93,225.18,5.93,353.93,5.46,5.63,209.93,no,no,no,no,yes,no,no,no,no,yes,0.7265,0.3915,0.335,3
90,24,no,no,4,7.39,289.72,7.39,397.24,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6748,0.3636,0.3111,3
90,24,no,no,4,7.39,289.72,7.39,397.24,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.7015,0.3779,0.3234,4
90,24,no,no,4,5.54,159.95,5.54,224.06,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6694,0.3607,0.3086,3
90,24,no,no,4,5.54,159.95,5.54,224.06,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6726,0.3624,0.3101,3
90,24,no,no,4,5.69,142.39,5.69,206.42,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,yes,yes,0.6812,0.367,0.3141,1
90,24,no,no,4,5.69,142.39,5.69,206.42,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,yes,yes,0.6828,0.3679,0.3148,3
90,24,no,no,4,4.65,265.36,4.65,310.74,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6555,0.3532,0.3022,1
90,24,no,no,4,4.65,265.36,4.65,310.74,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6785,0.3656,0.3128,3
90,24,no,no,4,5.71,239.3,5.71,239.3,6.23,5.87,211.65,no,no,no,no,no,no,no,no,yes,yes,0.6566,0.3538,0.3027,3
90,24,no,no,4,5.71,239.3,5.71,239.3,6.23,5.87,211.65,no,no,no,no,no,no,no,no,yes,yes,0.6833,0.3682,0.315,4
90,24,no,no,4,7.03,110.13,7.03,200.55,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.7079,0.3814,0.3264,3
90,24,no,no,4,5.69,173.72,5.69,210.31,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6753,0.3638,0.3113,3
90,24,no,no,4,6.57,237.23,6.57,333.62,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.7057,0.3802,0.3254,3
90,24,no,no,4,5.54,192.04,5.54,229.03,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6999,0.3771,0.3227,4
90,24,no,no,4,5.54,192.04,5.54,229.03,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6929,0.3733,0.3195,4
90,24,no,no,4,5.54,159.95,5.54,224.06,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.3262,0.1757,0.1504,3
90,24,no,no,4,5.54,159.95,5.54,224.06,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6641,0.3578,0.3062,3
90,24,no,no,4,5.54,159.95,5.54,224.06,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.9774,0.5266,0.4507,3
90,24,no,no,4,5.69,173.72,5.69,210.31,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.3545,0.191,0.1634,3
90,24,no,no,4,5.69,173.72,5.69,210.31,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.686,0.3696,0.3163,4
90,24,no,no,4,5.69,173.72,5.69,210.31,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.9865,0.5315,0.4548,4
90,24,no,no,4,7.39,289.72,7.39,397.24,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.3246,0.1749,0.1496,3
90,24,no,no,4,7.39,289.72,7.39,397.24,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6806,0.3667,0.3138,4
90,24,no,no,4,7.39,289.72,7.39,397.24,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.9774,0.5266,0.4507,3
90,24,no,no,4,5.73,203.2,5.73,346.48,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.3566,0.1921,0.1644,3
90,24,no,no,4,5.73,203.2,5.73,346.48,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.663,0.3572,0.3057,3
90,24,no,no,4,5.73,203.2,5.73,346.48,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,1.002,0.5399,0.462,3
90,24,no,no,4,5.4,170.62,5.4,282.76,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.3358,0.1809,0.1548,3
90,24,no,no,4,5.4,170.62,5.4,282.76,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.7073,0.3811,0.3261,4
90,24,no,no,4,5.4,170.62,5.4,282.76,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,1.0084,0.5433,0.4649,3
75,24,no,no,4,5.71,239.3,5.71,239.3,6.23,5.87,211.65,no,no,no,no,no,no,no,no,yes,yes,0.6822,0.3676,0.3145,4
75,24,no,no,4,5.71,239.3,5.71,239.3,6.23,5.87,211.65,no,no,no,no,no,no,no,no,yes,yes,0.6854,0.3693,0.316,3
75,24,no,no,4,5.71,239.3,5.71,239.3,6.23,5.87,211.65,no,no,no,no,no,no,no,no,yes,yes,0.662,0.3567,0.3052,3
75,24,no,no,4,5.69,173.72,5.69,210.31,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6609,0.3561,0.3047,3
75,24,no,no,4,5.69,173.72,5.69,210.31,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6844,0.3687,0.3155,3
75,24,no,no,4,5.69,173.72,5.69,210.31,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6486,0.3495,0.299,1
75,24,no,no,4,5.73,203.2,5.73,346.48,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6555,0.3532,0.3022,3
75,24,no,no,4,5.73,203.2,5.73,346.48,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6662,0.359,0.3072,3
75,24,no,no,4,5.73,203.2,5.73,346.48,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6902,0.3719,0.3182,3
75,24,no,no,4,7.03,110.13,7.03,200.55,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6534,0.3521,0.3013,1
75,24,no,no,4,7.03,110.13,7.03,200.55,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6732,0.3627,0.3104,1
75,24,no,no,4,7.03,110.13,7.03,200.55,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6588,0.3549,0.3037,1
90,24,no,no,4,5.56,161.57,5.56,203.38,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6561,0.3535,0.3025,3
90,24,no,no,4,5.18,247.34,5.18,281.27,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6561,0.3535,0.3025,3
90,24,no,no,4,5.25,261.95,5.25,275.81,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6646,0.3581,0.3064,3
90,24,no,no,4,4.91,250.99,4.91,295.52,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.671,0.3615,0.3094,3
90,24,no,no,4,5.4,170.62,5.4,282.76,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6657,0.3587,0.3069,3
90,24,no,no,4,5.93,225.18,5.93,353.93,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6491,0.3498,0.2993,3
90,24,no,no,4,4.08,263.26,4.08,294.5,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6764,0.3644,0.3118,3
90,24,no,no,4,6.62,194.04,6.62,211.8,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6716,0.3618,0.3096,3
90,24,no,no,4,5.88,323.49,5.88,340.09,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6694,0.3607,0.3086,3
90,24,no,no,4,5.62,326.4,5.62,352.43,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.67,0.361,0.3089,3
90,24,no,no,4,5.73,188.78,5.73,331.52,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6539,0.3523,0.3015,3
90,24,no,no,4,7.39,300.79,7.39,405.37,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6732,0.3627,0.3104,3
90,24,no,no,4,5.69,142.39,5.69,206.42,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,yes,yes,0.6481,0.3492,0.2988,3
90,24,no,no,4,5.55,196.82,5.55,269.22,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6513,0.3509,0.3003,2
90,24,no,no,4,5.52,225.86,5.52,258.23,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6662,0.359,0.3072,4
90,24,no,no,4,5.3,110.98,5.3,207.08,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6534,0.3521,0.3013,3
90,24,no,no,4,5.71,239.3,5.71,239.3,5.84,5.75,220.06,no,no,no,no,no,no,no,no,yes,yes,0.6806,0.3667,0.3138,3
90,24,no,no,4,6.57,237.23,6.57,333.62,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6646,0.3581,0.3064,3
90,24,no,no,4,5.92,210.85,5.92,238.74,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6555,0.3532,0.3022,3
90,24,no,no,4,5.69,173.72,5.69,210.31,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6566,0.3538,0.3027,3
90,24,no,no,4,5.56,161.57,5.56,203.38,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6769,0.3647,0.3121,4
90,24,no,no,4,5.56,161.57,5.56,203.38,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6678,0.3598,0.3079,4
90,24,no,no,4,5.56,161.57,5.56,203.38,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.663,0.3572,0.3057,3
