@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R1-3,5,9,14,24,33,39,94-95,101,170-172,174,178-180,183,185,224,256,259-260,274'

@attribute Temp_max numeric
@attribute time numeric
@attribute slowCool {yes,no}
@attribute leak {yes,no}
@attribute numberComponents numeric
@attribute orgmaximalprojectionsizeMax numeric
@attribute orgASA_HMax numeric
@attribute orgmaximalprojectionsizeMin numeric
@attribute orgvanderwaalsMin numeric
@attribute oxlikeavgpol_pHdependentMax numeric
@attribute oxlikemolpolMax numeric
@attribute oxlikeASA_PMax numeric
@attribute Te {yes,no}
@attribute Br {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute N {yes,no}
@attribute P {yes,no}
@attribute S {yes,no}
@attribute Zn {yes,no}
@attribute Cl {yes,no}
@attribute V6 {yes,no}
@attribute IonizationMinWeighted numeric
@attribute PearsonElectronegMinWeighted numeric
@attribute hardnessMinWeighted numeric
@attribute outcome {1,2,3,4}

@data
110,24,yes,no,3,5.56,187.44,5.56,218.32,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.297,0.6988,0.598,4
110,24,yes,no,3,5.56,187.44,5.56,218.32,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.2814,0.6904,0.5908,4
110,24,yes,yes,3,5.56,187.44,5.56,218.32,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3002,0.7005,0.5994,4
110,24,yes,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.2778,0.6885,0.5891,2
110,24,yes,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3185,0.7104,0.6079,3
110,24,yes,no,3,5.69,142.39,5.69,206.42,-1,-1,-1,no,no,no,no,yes,no,yes,no,yes,yes,1.2758,0.6874,0.5882,3
110,24,yes,no,3,5.69,142.39,5.69,206.42,-1,-1,-1,no,no,no,no,yes,no,yes,no,yes,yes,1.291,0.6956,0.5952,3
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3018,0.7014,0.6002,4
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.2914,0.6958,0.5954,4
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.2822,0.6908,0.5912,4
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.2882,0.6941,0.5939,3
150,20,yes,no,3,6.87,172.28,6.87,213.34,-1,-1,-1,no,no,no,no,yes,no,no,no,yes,yes,0.7378,0.3975,0.3401,4
150,20,yes,no,3,7.12,380.28,7.12,402.71,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7111,0.3831,0.3278,4
150,20,yes,no,3,7.12,380.28,7.12,402.71,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6934,0.3736,0.3197,4
90,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.4004,0.7545,0.6457,3
90,24,yes,no,3,4.08,267.23,4.08,298.21,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.2946,0.6975,0.5969,4
90,24,yes,no,3,5.69,142.39,5.69,206.42,-1,-1,-1,no,no,no,no,yes,no,yes,no,yes,yes,1.2906,0.6954,0.595,1
90,24,yes,no,3,5.69,142.39,5.69,206.42,-1,-1,-1,no,no,no,no,yes,no,yes,no,yes,yes,1.2878,0.6939,0.5937,2
90,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.2874,0.6936,0.5936,4
90,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3517,0.7283,0.6232,3
90,24,yes,no,3,5.56,161.57,5.56,203.38,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3002,0.7005,0.5994,3
90,24,yes,no,3,5.56,187.44,5.56,218.32,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3289,0.716,0.6127,4
90,24,yes,no,3,4.65,265.36,4.65,310.74,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3193,0.7108,0.6083,1
90,24,yes,no,3,4.65,296.17,4.65,324.05,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3405,0.7223,0.618,3
90,24,yes,no,3,5.93,225.18,5.93,353.93,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3253,0.7141,0.611,3
90,24,yes,no,3,5.93,248.1,5.93,368.01,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3832,0.7453,0.6377,3
110,24,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6589,0.355,0.3038,3
110,24,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6689,0.3604,0.3084,3
110,24,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.2858,0.6928,0.5928,3
110,24,yes,no,3,5.55,196.82,5.55,269.22,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6597,0.3554,0.3041,3
110,24,yes,no,3,5.55,196.82,5.55,269.22,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6693,0.3606,0.3086,3
110,24,yes,no,3,5.55,196.82,5.55,269.22,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.2838,0.6917,0.5919,3
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.676,0.3642,0.3117,4
110,24,yes,no,3,4.08,267.23,4.08,298.21,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6425,0.3462,0.2962,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.2714,0.685,0.5862,4
110,24,yes,no,3,5.69,173.72,5.69,210.31,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6577,0.3543,0.3032,3
110,24,yes,no,3,5.69,173.72,5.69,210.31,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6748,0.3636,0.3111,4
110,24,yes,no,3,5.69,173.72,5.69,210.31,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3393,0.7216,0.6175,3
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6457,0.3479,0.2977,3
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6505,0.3505,0.2999,4
110,24,yes,no,3,5.69,142.39,5.69,206.42,-1,-1,-1,no,no,no,no,yes,no,yes,no,yes,yes,0.6716,0.3619,0.3097,4
110,24,yes,no,3,5.69,142.39,5.69,206.42,-1,-1,-1,no,no,no,no,yes,no,yes,no,yes,yes,0.6736,0.363,0.3106,4
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6541,0.3524,0.3016,4
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6708,0.3614,0.3093,4
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.4655,0.2508,0.2146,1
110,24,yes,no,3,5.69,142.39,5.69,206.42,-1,-1,-1,no,no,no,no,yes,no,yes,no,yes,yes,0.6473,0.3488,0.2984,4
110,24,yes,no,3,5.69,142.39,5.69,206.42,-1,-1,-1,no,no,no,no,yes,no,yes,no,yes,yes,0.6529,0.3518,0.301,1
110,24,yes,no,3,5.69,142.39,5.69,206.42,-1,-1,-1,no,no,no,no,yes,no,yes,no,yes,yes,0.6525,0.3516,0.3008,1
110,24,yes,no,3,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6701,0.361,0.3089,4
110,24,yes,no,3,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6525,0.3516,0.3008,4
110,24,yes,no,3,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6589,0.355,0.3038,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6653,0.3584,0.3067,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6489,0.3496,0.2992,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6565,0.3537,0.3027,4
110,24,yes,no,3,7.39,289.72,7.39,397.24,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3836,0.7455,0.6379,2
110,24,yes,no,3,4.65,296.17,4.65,324.05,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.2686,0.6835,0.5849,3
150,20,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6123,0.3299,0.2823,4
150,20,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7394,0.3984,0.3409,4
150,20,yes,no,3,5.69,142.39,5.69,206.42,-1,-1,-1,no,no,no,no,yes,no,no,no,yes,yes,0.6641,0.3578,0.3062,4
150,20,yes,no,3,5.88,323.49,5.88,340.09,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6326,0.3408,0.2917,3
150,20,yes,yes,3,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6812,0.367,0.3141,2
150,20,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6502,0.3503,0.2998,4
110,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6581,0.3546,0.3034,4
110,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.708,0.3815,0.3264,2
110,24,yes,no,3,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6888,0.3711,0.3176,4
110,24,yes,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6653,0.3584,0.3067,3
110,24,yes,no,3,4.08,267.23,4.08,298.21,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6685,0.3602,0.3082,3
110,24,yes,no,3,4.08,267.23,4.08,298.21,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6465,0.3483,0.2981,3
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6732,0.3627,0.3104,4
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6637,0.3576,0.306,3
75,48,yes,no,3,6.62,194.04,6.62,211.8,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6406,0.3451,0.2953,3
75,48,yes,no,3,6.62,194.04,6.62,211.8,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6427,0.3463,0.2963,3
75,48,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6678,0.3598,0.3079,4
75,48,yes,no,3,5.88,323.49,5.88,340.09,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6427,0.3463,0.2963,3
75,48,yes,no,3,5.88,323.49,5.88,340.09,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.652,0.3513,0.3006,3
75,48,yes,no,3,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6406,0.3451,0.2953,3
75,48,yes,no,3,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6299,0.3394,0.2904,3
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6609,0.3561,0.3047,4
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6788,0.3658,0.313,4
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6489,0.3496,0.2992,3
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6968,0.3754,0.3213,3
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6641,0.3578,0.3062,4
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6649,0.3582,0.3065,4
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,6.6127,3.5629,3.0488,3
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6493,0.3498,0.2994,4
110,24,yes,no,3,6.62,194.04,6.62,211.8,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7136,0.3845,0.329,2
110,24,yes,no,3,6.62,194.04,6.62,211.8,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6771,0.3648,0.3122,3
110,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6513,0.3509,0.3003,4
110,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6728,0.3625,0.3102,3
110,24,yes,no,3,5.88,323.49,5.88,340.09,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.637,0.3432,0.2937,3
110,24,yes,no,3,5.88,323.49,5.88,340.09,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7938,0.4277,0.366,2
110,24,yes,no,3,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7036,0.3791,0.3244,3
110,24,yes,no,3,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7308,0.3937,0.3369,3
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6313,0.3401,0.2911,4
110,24,yes,no,3,4.08,267.23,4.08,298.21,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6333,0.3412,0.292,3
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6481,0.3492,0.2988,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6828,0.3679,0.3148,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.297,0.6988,0.598,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3058,0.7035,0.602,4
110,24,yes,no,3,4.08,267.23,4.08,298.21,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3269,0.7149,0.6118,4
110,24,yes,no,3,4.08,267.23,4.08,298.21,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3413,0.7227,0.6184,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3313,0.7173,0.6138,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.2838,0.6917,0.5919,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.9331,1.0415,0.8913,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.9287,1.0392,0.8892,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3066,0.704,0.6024,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.3349,0.7192,0.6155,4
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.9331,1.0415,0.8913,3
110,24,yes,no,3,4.08,263.26,4.08,294.5,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,1.9207,1.0349,0.8855,4
110,24,yes,no,3,5.69,142.39,5.69,206.42,-1,-1,-1,no,no,no,no,yes,no,yes,no,yes,yes,0.6772,0.3649,0.3122,4
110,24,yes,no,3,5.69,142.39,5.69,206.42,-1,-1,-1,no,no,no,no,yes,no,yes,no,yes,yes,0.6453,0.3477,0.2975,1
110,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6549,0.3528,0.3019,4
110,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6553,0.3531,0.3021,1
110,24,yes,no,3,5.69,173.72,5.69,210.31,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6401,0.3449,0.2951,2
110,24,yes,no,3,5.69,173.72,5.69,210.31,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.672,0.3621,0.3099,2
110,24,yes,no,3,5.55,196.82,5.55,269.22,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6748,0.3636,0.3111,3
110,24,yes,no,3,5.55,196.82,5.55,269.22,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6461,0.3481,0.2979,4
110,24,yes,no,3,5.93,225.18,5.93,353.93,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6868,0.3701,0.3167,3
110,24,yes,no,3,5.56,161.57,5.56,203.38,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6653,0.3584,0.3067,1
110,24,yes,no,3,5.56,161.57,5.56,203.38,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6489,0.3496,0.2992,3
110,24,yes,no,3,5.88,323.49,5.88,340.09,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6728,0.3625,0.3102,2
110,24,yes,no,3,5.88,323.49,5.88,340.09,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6756,0.364,0.3115,2
110,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6529,0.3518,0.301,4
110,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6565,0.3537,0.3027,4
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.69,0.3718,0.3181,3
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7156,0.3855,0.3299,4
120,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6961,0.375,0.3209,3
120,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7017,0.378,0.3235,4
120,24,yes,yes,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6905,0.3721,0.3184,4
120,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6894,0.3715,0.3179,3
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,1.3543,0.7297,0.6244,3
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,1.3683,0.7372,0.6308,3
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,1.3532,0.7291,0.6239,4
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,1.3827,0.745,0.6375,4
120,24,yes,yes,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,1.3649,0.7354,0.6293,3
120,24,yes,yes,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,2.0343,1.0961,0.9379,1
120,24,yes,yes,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,2.0248,1.091,0.9336,1
120,24,yes,yes,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,3.7169,2.0027,1.7137,4
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,2.0388,1.0985,0.94,3
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,2.7165,1.4636,1.1189,3
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,2.618,1.4106,1.207,3
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,2.6358,1.4201,1.2152,3
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,2.8003,1.6903,1.11,4
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,3.2818,1.7682,1.4925,4
120,24,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,2.8249,1.7051,1.1197,4
120,24,yes,no,3,7.05,411.96,7.05,446.89,-1,-1,-1,no,no,no,no,yes,no,no,no,yes,yes,0.67,0.361,0.3089,3
120,24,yes,no,3,7.05,411.96,7.05,446.89,-1,-1,-1,no,no,no,no,yes,no,no,no,yes,yes,1.3052,0.7032,0.6018,3
120,24,yes,no,3,7.05,411.96,7.05,446.89,-1,-1,-1,no,no,no,no,yes,no,no,no,yes,yes,1.286,0.6929,0.5929,3
120,24,yes,yes,3,7.05,411.96,7.05,446.89,-1,-1,-1,no,no,no,no,yes,no,no,no,yes,yes,1.9403,1.1712,0.7691,3
120,24,yes,no,3,7.05,411.96,7.05,446.89,-1,-1,-1,no,no,no,no,yes,no,no,no,yes,yes,2.2725,1.2244,1.0478,3
120,24,yes,no,3,7.05,411.96,7.05,446.89,-1,-1,-1,no,no,no,no,yes,no,no,no,yes,yes,1.0338,0.624,0.4098,3
120,24,yes,no,3,7.05,411.96,7.05,446.89,-1,-1,-1,no,no,no,no,yes,no,no,no,yes,yes,0.6726,0.3624,0.3101,3
120,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6422,0.346,0.2961,4
120,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,1.3255,0.7142,0.6111,3
120,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,1.3042,0.7027,0.6013,3
120,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,1.8954,1.1441,0.7513,3
120,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,2.2715,1.2238,1.0473,3
120,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.9591,0.579,0.3802,3
120,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6475,0.3489,0.2986,3
110,24,yes,no,3,5.54,192.04,5.54,229.03,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6533,0.352,0.3012,4
110,24,yes,no,3,5.54,192.04,5.54,229.03,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,6.7245,3.6231,3.1003,4
110,24,yes,no,3,5.54,192.04,5.54,229.03,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6621,0.3567,0.3052,4
110,24,yes,no,3,5.54,192.04,5.54,229.03,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6533,0.352,0.3012,4
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6653,0.3584,0.3067,4
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6617,0.3565,0.3051,4
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6701,0.361,0.3089,4
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6569,0.3539,0.3029,4
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6748,0.3636,0.3111,4
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6697,0.3608,0.3087,4
110,24,yes,no,4,5.18,247.34,5.18,281.27,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6727,0.3625,0.3102,4
110,24,yes,no,4,5.18,247.34,5.18,281.27,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6527,0.3517,0.3009,4
110,24,yes,no,4,5.18,247.34,5.18,281.27,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6382,0.3439,0.2943,4
110,24,yes,yes,4,5.18,247.34,5.18,281.27,5.84,5.75,220.06,no,no,no,no,yes,no,no,no,no,yes,0.6588,0.355,0.3037,2
110,24,yes,no,4,5.18,213.24,5.18,273.23,6.23,5.87,211.65,no,no,no,no,yes,no,no,no,no,yes,0.6315,0.3403,0.2912,4
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6589,0.355,0.3038,4
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6681,0.3599,0.308,4
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6657,0.3587,0.3069,1
110,24,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6481,0.3492,0.2988,4
110,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.6485,0.3494,0.299,4
