@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R18,48,60,162-163,171,233,250,255,262,273-274'

@attribute orgavgpol_pHdependentMax numeric
@attribute orgavgpolArithAvg numeric
@attribute orgASA+ArithAvg numeric
@attribute inorg-water-moleratio numeric
@attribute org-water-moleratio numeric
@attribute Br {yes,no}
@attribute EAMin numeric
@attribute IonizationMaxWeighted numeric
@attribute AtomicRadiusMaxWeighted numeric
@attribute IonizationMeanWeighted numeric
@attribute AtomicRadiusGeomWeighted numeric
@attribute outcome {1,2,3,4}

@data
7.76,7.08,189.33,0.0183,0.0498,no,195,2.238,0.245,2.238,0.245,1
7.76,7.08,189.33,0.037,0.0061,no,195,11.0162,1.2058,11.0162,1.2058,1
7.76,7.08,189.33,0.0367,0.0058,no,195,9.5864,1.0493,9.5864,1.0493,1
13.24,12.56,247.15,0.0083,0.0007,no,50.6,2.2076,0.3124,1.1825,0.1137,2
13.24,12.56,247.15,0.0083,0.0007,no,50.6,1.2092,0.2366,1.0549,0.2012,2
13.52,12.56,265.65,0.0086,0.0009,no,50.6,2.2724,0.3215,1.2197,0.1188,2
13.52,12.56,265.65,0.0085,0.0008,no,50.6,1.2642,0.2369,1.0829,0.2058,2
13.52,12.56,265.65,0.0083,0.001,no,50.6,2.1956,0.3107,1.1795,0.1155,2
13.52,12.56,265.65,0.0084,0.0009,no,50.6,1.2152,0.2423,1.0688,0.2041,2
11.76,11.15,244.26,0.0085,0.0007,no,50.6,2.2522,0.3187,1.2065,0.116,2
11.76,11.15,244.26,0.0083,0.0008,no,50.6,1.6319,0.4287,0.9246,0.1148,2
11.76,11.15,244.26,0.0088,0.0009,no,50.6,2.3132,0.3273,1.2471,0.1247,2
11.76,11.15,244.26,0.0085,0.0007,no,50.6,1.6688,0.4384,0.9504,0.12,2
11.76,11.15,244.26,0.0084,0.0007,no,50.6,2.2108,0.3128,1.1866,0.1155,2
11.76,11.15,244.26,0.0084,0.0007,no,50.6,1.6613,0.4364,0.939,0.1157,2
9.74,9.06,194.24,0.0015,0.0079,no,50.6,0.222,0.0433,0.1935,0.0369,2
9.74,9.06,194.24,0.0032,0.0061,no,50.6,0.7049,0.0997,0.4375,0.0668,3
9.74,9.06,194.24,0.0015,0.0075,no,50.6,0.2107,0.0429,0.187,0.0358,3
9.74,9.06,194.24,0.0032,0.0061,no,50.6,0.71,0.1005,0.4407,0.0672,2
9.74,9.06,194.24,0.0015,0.0077,no,50.6,0.2216,0.0426,0.1919,0.0365,2
9.74,9.06,194.24,0.0032,0.006,no,50.6,0.7069,0.1,0.4339,0.065,2
9.74,9.06,194.24,0.0017,0.0079,no,50.6,0.2569,0.0463,0.2165,0.041,3
9.74,9.06,194.24,0.0032,0.0063,no,50.6,0.723,0.1023,0.441,0.0654,3
11.76,11.15,244.26,0.0015,0.0077,no,50.6,0.2142,0.0422,0.1874,0.0357,3
11.76,11.15,244.26,0.0084,0.0008,no,50.6,2.2403,0.317,1.1986,0.1143,2
11.76,11.15,244.26,0.0016,0.0077,no,50.6,0.233,0.0429,0.1982,0.0376,2
11.76,11.15,244.26,0.0085,0.0009,no,50.6,2.2089,0.3126,1.1995,0.1249,2
11.76,11.15,244.26,0.0016,0.0076,no,50.6,0.2373,0.0423,0.1991,0.0377,2
11.76,11.15,244.26,0.0083,0.0008,no,50.6,2.198,0.311,1.1778,0.1135,3
11.76,11.15,244.26,0.0015,0.0081,no,50.6,0.2177,0.0442,0.1929,0.0369,3
11.76,11.15,244.26,0.0084,0.0008,no,50.6,2.2023,0.3116,1.1896,0.1203,4
15.81,15.28,259.02,0.0016,0.0079,no,50.6,0.2464,0.0401,0.1994,0.0374,3
15.81,15.28,259.02,0.0032,0.0061,no,50.6,0.7065,0.1,0.4333,0.0648,3
15.81,15.28,259.02,0.0016,0.0076,no,50.6,0.2397,0.0436,0.2029,0.0385,2
15.81,15.28,259.02,0.0032,0.0058,no,50.6,0.7136,0.101,0.4368,0.0652,2
13.52,12.56,265.65,0.0015,0.0079,no,50.6,0.2299,0.0414,0.1938,0.0367,2
13.52,12.56,265.65,0.0032,0.006,no,50.6,0.71,0.1005,0.4373,0.0659,2
13.52,12.56,265.65,0.0016,0.0079,no,50.6,0.2358,0.0452,0.2039,0.0388,2
13.52,12.56,265.65,0.0032,0.0058,no,50.6,0.7155,0.1012,0.4406,0.0664,3
13.52,12.56,265.65,0.0015,0.0077,no,50.6,0.2381,0.0416,0.1983,0.0375,2
13.52,12.56,265.65,0.0033,0.006,no,50.6,0.7379,0.1044,0.4474,0.0656,3
7.76,7.08,189.33,0.0015,0.0077,no,50.6,0.2228,0.0425,0.1923,0.0366,2
7.76,7.08,189.33,0.0032,0.0058,no,50.6,0.71,0.1005,0.4389,0.0665,2
7.76,7.08,189.33,0.0015,0.0116,no,50.6,0.2134,0.0454,0.1932,0.037,2
7.76,7.08,189.33,0.0068,0.0042,no,50.6,0.9228,0.2424,0.8237,0.1577,2
11.75,11.07,225.91,0.0016,0.0079,no,50.6,0.222,0.0461,0.1987,0.038,2
11.75,11.07,225.91,0.0065,0.0027,no,50.6,0.9068,0.2382,0.8092,0.1549,2
11.75,11.07,225.91,0.0016,0.0077,no,50.6,0.226,0.0451,0.1988,0.038,3
11.75,11.07,225.91,0.007,0.0024,no,50.6,0.9867,0.2592,0.8511,0.162,3
13.52,12.56,265.65,0.0346,0.1746,no,50.6,9.332,1.0215,3.5939,0.3289,4
11.76,11.15,244.26,0.0339,0.0289,no,50.6,9.3422,1.0226,3.583,0.3224,4
9.73,9.73,216.3,0.0437,0.0031,no,50.6,11.28,1.2347,4.8059,0.5171,3
9.73,9.73,216.3,0.0407,0.0031,no,50.6,11.3207,1.2391,4.247,0.3463,1
11.76,11.15,244.26,0.0401,0.0028,no,50.6,11.2367,1.2299,5.9889,0.4894,3
11.76,11.15,244.26,0.0433,0.0028,no,50.6,9.7424,1.0664,5.2048,0.4323,3
11.76,11.15,244.26,0.0363,0.0029,no,50.6,9.5304,1.0432,5.0999,0.4283,3
11.76,11.15,244.26,0.041,0.0033,no,50.6,9.3489,1.0233,4.9927,0.4137,3
14.53,14.02,239.3,0.0539,0.0028,no,50.6,7.8767,0.8622,4.2653,0.3849,3
13.52,12.56,265.65,0.0591,0.0029,no,50.6,9.3591,1.0244,5.0127,0.4234,4
11.76,11.15,244.26,0.0581,0.0027,no,50.6,9.399,1.0288,5.04,0.429,4
14.51,13.88,222.38,0.0653,0.0031,no,50.6,11.3639,1.2439,6.0074,0.4612,3
14.51,13.88,222.38,0.0653,0.0031,no,50.6,11.3639,1.2439,6.0074,0.4612,3
9.73,9.73,216.3,0.0641,0.0029,no,50.6,11.3385,1.2411,6.0035,0.4669,3
9.73,9.73,216.3,0.0472,0.003,no,50.6,4.7483,0.5197,3.0332,0.4242,3
9.73,9.73,216.3,0.027,0.0031,no,50.6,4.9662,0.5925,2.8546,0.4751,3
9.73,9.73,216.3,0.0428,0.0035,no,50.6,4.8339,0.5291,3.0708,0.4264,1
14.53,14.02,239.3,0.0277,0.0022,no,50.6,4.0266,0.4407,2.1825,0.198,3
13.52,12.56,265.65,0.0292,0.0014,no,50.6,4.962,0.5431,2.6585,0.2251,4
11.76,11.15,244.26,0.0303,0.0014,no,50.6,4.7728,0.5224,2.5614,0.2192,1
14.51,13.88,222.38,0.0342,0.0016,no,50.6,6.1297,0.6709,3.2324,0.243,1
14.51,13.88,222.38,0.0342,0.0016,no,50.6,6.1297,0.6709,3.2324,0.243,1
9.73,9.73,216.3,0.0351,0.0023,no,50.6,5.6497,0.6184,3.001,0.2392,3
9.73,9.73,216.3,0.0238,0.0029,no,50.6,2.5094,0.2747,1.441,0.164,3
9.73,9.73,216.3,0.0238,0.0029,no,50.6,2.5094,0.2747,1.441,0.164,3
11.76,8.105,153.655,0.007,0.0709,no,50.6,1.3384,0.3516,1.3384,0.3516,3
15.63,10.08,170.425,0.0069,0.0657,no,50.6,1.3198,0.3467,1.3198,0.3467,4
15.43,9.965,165.17,0.0081,0.079,no,50.6,1.3291,0.3492,1.3291,0.3492,4
15.43,9.965,165.17,0.0081,0.079,no,50.6,1.3291,0.3492,1.3291,0.3492,4
11.76,8.105,153.655,0.006,0.0425,no,50.6,1.3714,0.3603,1.3714,0.3603,4
15.63,10.08,170.425,0.0077,0.0589,no,50.6,1.2812,0.3366,1.2812,0.3366,3
15.43,9.965,165.17,0.0081,0.0624,no,50.6,1.2848,0.3375,1.2848,0.3375,4
10.27,7.47,134.23,0.0009,0.0482,no,50.6,0.4953,0.1301,0.4953,0.1301,4
12.54,8.515,141.775,0.0008,0.0485,no,50.6,0.4595,0.1207,0.4595,0.1207,3
9.73,7.395,139.675,0.001,0.0521,no,50.6,0.559,0.1469,0.559,0.1469,3
14.28,9.54,154.02,0.0008,0.0443,no,50.6,0.5017,0.1318,0.5017,0.1318,4
14.28,9.54,154.02,0.0009,0.0501,no,50.6,0.5347,0.1405,0.5347,0.1405,4
14.28,9.54,154.02,0.0009,0.0472,no,50.6,0.5146,0.1352,0.5146,0.1352,4
12.28,11.97,224.12,0.0091,0.0029,no,50.6,1.8878,0.2066,1.2837,0.1921,4
14.53,14.02,239.3,0.0155,0.0014,no,50.6,3.8391,0.4202,1.7527,0.2179,4
13.52,12.56,265.65,0.0194,0.0014,no,50.6,4.6906,0.5134,2.0672,0.2415,3
14.53,14.02,239.3,0.0146,0.0015,no,50.6,3.918,0.4289,1.8697,0.239,3
13.52,12.56,265.65,0.0189,0.0017,no,50.6,4.9891,0.5461,2.2448,0.2572,3
11.76,11.15,244.26,0.0151,0.0017,no,50.6,3.4219,0.3746,1.6558,0.224,2
14.51,13.88,222.38,0.0243,0.0015,no,50.6,6.3824,0.6986,2.6007,0.2593,2
14.51,13.88,222.38,0.0223,0.0015,no,50.6,5.5302,0.6053,2.4226,0.2652,1
9.73,9.73,216.3,0.0196,0.0016,no,50.6,5.7133,0.6254,2.4844,0.2659,1
9.73,9.73,216.3,0.0177,0.0017,no,50.6,4.8322,0.5289,2.0892,0.2364,1
9.73,9.73,216.3,0.0114,0.0039,no,50.6,2.612,0.2859,1.3378,0.1874,1
9.73,9.73,216.3,0.0125,0.0026,no,50.6,2.612,0.3537,1.4514,0.2105,4
14.51,13.88,222.38,0.0234,0.0014,no,50.6,5.6964,0.6235,2.6438,0.2989,2
9.73,9.73,216.3,0.0259,0.0184,no,50.6,6.2976,0.6893,2.7997,0.2987,3
11.76,11.15,244.26,0.0211,0.0014,no,50.6,4.8873,0.535,2.3652,0.2908,2
13.52,12.56,265.65,0.0211,0.0017,no,50.6,4.9509,0.5419,2.3666,0.2789,3
9.74,7.06,128.645,0.0125,0.0256,no,50.6,4.5442,1.1938,4.5442,1.1938,3
11.75,8.065,144.48,0.0122,0.0256,no,50.6,4.5242,1.1886,4.5242,1.1886,3
13.8,9.085,148.135,0.0124,0.0253,no,50.6,4.5554,1.1968,4.5554,1.1968,3
15.86,10.12,160.655,0.0123,0.0249,no,50.6,4.4887,1.1792,4.4887,1.1792,3
9.73,9.73,216.3,0.0075,0.0009,no,50.6,2.4594,0.3573,1.3959,0.2013,2
9.73,9.73,216.3,0.0061,0.001,no,50.6,1.3543,0.1761,0.742,0.1071,2
10.57,7.47,133.215,0.0007,0.038,no,50.6,0.4022,0.1057,0.4022,0.1057,4
14.28,9.54,154.02,0.0007,0.034,no,50.6,0.4022,0.1057,0.4022,0.1057,4
14.51,9.47,142.715,0.0006,0.0365,no,50.6,0.3729,0.098,0.3729,0.098,4
14.51,9.47,142.715,0.0006,0.0365,no,50.6,0.3729,0.098,0.3729,0.098,4
14.51,9.47,142.715,0.0007,0.0336,no,50.6,0.4244,0.1115,0.4244,0.1115,3
15.15,9.965,166.08,0.0061,0.0567,no,50.6,0.9784,0.257,0.9784,0.257,4
15.43,9.965,187.52,0.0045,0.0318,no,50.6,0.6835,0.1796,0.6835,0.1796,3
20.04,19.35,307.78,0.0126,0.0007,no,50.6,2.5476,0.3311,1.9039,0.3039,2
20.04,19.35,307.78,0.0094,0.0007,no,50.6,1.4673,0.3855,1.1691,0.1917,3
20.04,19.35,307.78,0.009,0.0026,no,50.6,1.585,0.2487,1.2657,0.2077,3
20.04,19.35,307.78,0.0079,0.0029,no,50.6,2.3762,0.2601,1.2529,0.0941,1
20.04,19.35,307.78,0.0082,0.0014,no,50.6,1.2992,0.2324,1.092,0.1818,1
20.04,19.35,307.78,0.0093,0.0005,no,50.6,2.2855,0.2502,1.384,0.1781,1
11.91,11.91,236.73,0.0099,0.0007,no,50.6,2.7494,0.3009,1.5018,0.1418,1
11.91,11.91,236.73,0.0051,0.0053,no,50.6,1.1601,0.127,0.7342,0.1014,1
11.91,11.91,236.73,0.0078,0.0006,no,50.6,1.2609,0.3312,0.976,0.1583,2
11.91,11.91,236.73,0.0172,0.0029,no,50.6,3.5628,0.936,1.9917,0.2076,2
12.27,11.91,296.97,0.0074,0.0007,no,50.6,1.2186,0.3201,0.9528,0.1551,3
12.27,11.91,296.97,0.0064,0.002,no,50.6,1.9353,0.2118,1.0436,0.0919,3
11.91,11.91,236.73,0.008,0.0013,no,50.6,2.3644,0.2588,1.2714,0.1102,3
20.04,19.35,307.78,0.0103,0.001,no,50.6,1.6987,0.4463,1.211,0.188,3
20.04,19.35,307.78,0.0116,0.0029,no,50.6,2.8978,0.3172,1.732,0.2172,1
20.04,19.35,307.78,0.0061,0.0019,no,50.6,1.7504,0.1916,0.9732,0.0993,1
20.04,19.35,307.78,0.0076,0.0009,no,50.6,1.7665,0.1934,1.1692,0.1704,1
20.04,19.35,307.78,0.009,0.0063,no,50.6,2.1456,0.2349,1.3467,0.1839,2
20.04,19.35,307.78,0.0069,0.003,no,50.6,1.0948,0.1775,0.8852,0.1458,2
20.04,19.35,307.78,0.0069,0.003,no,50.6,1.0948,0.1775,0.8852,0.1458,2
20.04,19.35,307.78,0.0078,0.0006,no,50.6,1.211,0.2329,1.0487,0.1757,3
20.04,19.35,307.78,0.0046,0.0007,no,50.6,1.1398,0.1248,0.6876,0.0878,3
20.04,19.35,307.78,0.0062,0.0054,no,50.6,0.9821,0.258,0.7573,0.1226,3
20.04,19.35,307.78,0.0181,0.0029,no,50.6,5.2282,0.5723,2.8684,0.2765,3
20.04,19.35,307.78,0.0114,0.0008,no,50.6,3.3235,0.3638,1.7586,0.136,3
20.04,19.35,307.78,0.0102,0.0011,no,50.6,2.6391,0.2889,1.6237,0.2148,3
12.43,11.75,193.85,0.0072,0.0359,no,50.6,1.15,0.2011,0.9578,0.1591,3
12.43,11.75,193.85,0.031,0.0115,no,50.6,5.9326,1.5586,3.5426,0.4434,3
12.43,11.75,193.85,0.0326,0.0114,no,50.6,9.1734,1.0041,4.964,0.4461,3
12.43,11.75,193.85,0.0394,0.0035,no,50.6,11.2723,1.2338,6.0173,0.4971,3
9.74,9.06,194.24,0.0068,0.035,no,50.6,1.0931,0.1941,0.916,0.1524,2
9.74,9.06,194.24,0.0161,0.0276,no,50.6,3.879,0.4246,2.3435,0.3002,2
9.74,9.06,194.24,0.0317,0.0113,no,50.6,8.8596,0.9698,4.8082,0.4391,2
9.74,9.06,194.24,0.0072,0.035,no,50.6,1.1898,0.2023,0.98,0.1623,2
9.74,9.06,194.24,0.0161,0.0274,no,50.6,3.9401,0.4313,2.3554,0.2955,3
9.74,9.06,194.24,0.0315,0.0116,no,50.6,8.8096,0.9643,4.7756,0.4335,3
9.74,9.06,194.24,0.0069,0.0351,no,50.6,1.1194,0.195,0.9309,0.1546,3
9.74,9.06,194.24,0.0156,0.0317,no,50.6,3.8213,0.4183,2.2896,0.2886,3
9.74,9.06,194.24,0.0326,0.0116,no,50.6,9.1751,1.0043,4.9754,0.4524,4
9.74,9.06,194.24,0.0075,0.0354,no,50.6,1.2755,0.196,1.0108,0.1654,2
9.74,9.06,194.24,0.0158,0.0273,no,50.6,3.8892,0.4257,2.3182,0.2891,3
9.74,9.06,194.24,0.0315,0.0114,no,50.6,8.7969,0.9629,4.7821,0.4406,3
26.21,24.87,358.69,0.0151,0.0102,no,50.6,3.6933,0.4043,2.2103,0.2779,2
26.21,24.87,358.69,0.0312,0.0115,no,50.6,6.212,0.68,4.3474,0.666,3
26.21,24.87,358.69,0.0315,0.0114,no,50.6,8.8672,0.9706,4.7992,0.4318,2
26.21,24.87,358.69,0.0388,0.0034,no,50.6,11.1358,1.2189,5.9326,0.4833,2
26.21,24.87,358.69,0.0099,0.0355,no,50.6,2.065,0.226,1.4075,0.211,4
26.21,24.87,358.69,0.0313,0.0114,no,50.6,6.2247,0.6813,4.3599,0.6683,2
26.21,24.87,358.69,0.0312,0.0114,no,50.6,8.701,0.9524,4.7395,0.4412,2
26.21,24.87,358.69,0.0384,0.0033,no,50.6,11.1103,1.2161,5.9463,0.4999,2
9.73,9.73,216.3,0.0071,0.0396,no,50.6,1.1542,0.1975,0.953,0.158,2
9.73,9.73,216.3,0.0319,0.0132,no,50.6,5.9226,1.556,3.7012,0.502,2
9.73,9.73,216.3,0.0317,0.0121,no,50.6,8.8817,0.9722,4.817,0.4383,4
9.73,9.73,216.3,0.039,0.004,no,50.6,11.1807,1.2238,5.964,0.4902,2
9.47,7.265,120.355,0.009,0.0162,no,50.6,3.3698,0.8853,3.3698,0.8853,2
11.75,8.065,144.48,0.0092,0.0203,no,50.6,3.4145,0.897,3.4145,0.897,2
17.95,11.16,173,0.0091,0.0181,no,50.6,3.363,0.8835,3.363,0.8835,2
20.04,12.205,185.415,0.0091,0.0185,no,50.6,3.383,0.8888,3.383,0.8888,2
13.52,12.56,265.65,0.1592,0.0139,no,50.6,9.3701,1.0256,5.0366,0.4352,4
13.52,12.56,265.65,0.0567,0.005,no,50.6,9.2701,1.0147,4.9625,0.4179,4
13.52,12.56,265.65,0.0221,0.0019,no,50.6,9.6525,1.0565,5.1572,0.4286,4
9.73,9.73,216.3,0.0665,0.0076,no,50.6,3.3227,0.3637,1.6853,0.2244,3
10.08,9.73,244.65,0.0275,0.003,no,50.6,3.053,0.4384,1.7042,0.2345,1
10.08,9.73,244.65,0.0258,0.0034,no,50.6,5.4504,0.7141,2.9702,0.4177,4
12.54,8.515,164.125,0.0011,0.0016,no,50.6,0.3286,0.0863,0.3286,0.0863,4
9.73,7.395,162.025,0.0011,0.0015,no,50.6,0.3099,0.0814,0.3099,0.0814,4
14.51,9.47,165.065,0.0013,0.0017,no,50.6,0.3562,0.0936,0.3562,0.0936,3
12.17,8.465,197.41,0.0012,0.0015,no,50.6,0.3362,0.0883,0.3362,0.0883,2
13.52,8.81,186.7,0.0073,0.0478,no,50.6,0.3493,0.0918,0.3493,0.0918,1
19.47,11.55,222.435,0.0056,0.0462,no,50.6,0.3307,0.0869,0.3307,0.0869,1
19.47,11.55,222.435,0.0048,0.0476,no,50.6,0.3879,0.1019,0.3879,0.1019,1
7.76,6.07,148.54,0.0046,0.0463,no,50.6,0.3085,0.081,0.3085,0.081,1
9.74,7.06,150.995,0.0043,0.0489,no,50.6,0.3049,0.0801,0.3049,0.0801,1
11.75,8.065,166.83,0.0052,0.051,no,50.6,0.3099,0.0814,0.3099,0.0814,1
13.52,12.56,265.65,0.0507,0.0043,no,50.6,9.7501,1.0672,5.1903,0.4204,4
13.52,12.56,265.65,0.0408,0.0037,no,50.6,9.6195,1.0529,5.1418,0.4286,4
13.52,12.56,265.65,0.0316,0.0049,no,50.6,5.6769,0.6214,3.1654,0.3267,4
13.52,12.56,265.65,0.0916,0.0041,no,50.6,18.6046,2.0364,9.6255,0.5881,2
7.76,6.07,126.19,0.002,0.0351,no,50.6,0.7272,0.191,0.7272,0.191,3
11.75,8.065,144.48,0.0021,0.0421,no,50.6,0.748,0.1965,0.748,0.1965,4
9.74,7.06,128.645,0.0018,0.0348,no,50.6,0.637,0.1674,0.637,0.1674,3
13.24,8.81,155.1,0.0018,0.0351,no,50.6,0.6528,0.1715,0.6528,0.1715,3
18.99,11.55,196.915,0.0019,0.0324,no,50.6,0.7072,0.1858,0.7072,0.1858,2
24.95,14.37,232.24,0.0019,0.0353,no,50.6,0.7301,0.1918,0.7301,0.1918,3
14.28,9.54,154.02,0.0004,0.0283,no,50.6,0.214,0.0562,0.214,0.0562,4
14.28,9.54,154.02,0.0003,0.0155,no,50.6,0.1589,0.0417,0.1589,0.0417,4
14.53,14.02,239.3,0.0123,0.0027,no,50.6,4.4303,1.1264,2.5344,0.4347,2
14.53,14.02,239.3,0.0133,0.0031,no,50.6,4.472,1.137,2.6056,0.4699,3
9.73,9.73,216.3,0.0152,0.0035,no,50.6,6.7628,1.7194,3.7069,0.5422,4
13.52,12.56,265.65,0.0154,0.0033,no,50.6,5.409,1.3752,3.0301,0.4851,2
11.76,11.15,244.26,0.0174,0.0032,no,50.6,5.5444,1.4097,3.1169,0.5053,3
12.54,11.97,220.5,0.0156,0.0028,no,50.6,6.9275,1.7613,3.7786,0.5398,3
10.08,9.73,244.65,0.0134,0.003,no,50.6,3.0485,0.7751,2.2097,0.5283,3
13.69,13.33,268.62,0.0111,0.0045,no,50.6,3.6602,0.9306,2.2003,0.4255,2
10.63,9.94,188.71,0.0106,0.0029,no,50.6,3.5563,0.9042,2.0923,0.3863,3
12.54,11.97,220.5,0.0055,0.0021,no,50.6,2.4568,0.6246,1.5236,0.3113,2
9.73,9.73,216.3,0.0059,0.0023,no,50.6,2.2868,0.5814,1.5219,0.34,2
14.53,14.02,239.3,0.0052,0.002,no,50.6,2.3263,0.5915,1.4522,0.2997,2
10.57,9.88,203.38,0.0052,0.0021,no,50.6,2.3206,0.59,1.4728,0.3113,2
11.91,11.91,236.73,0.0051,0.0018,no,50.6,2.3206,0.59,1.4787,0.3142,2
7.76,6.07,126.19,0.0033,0.0351,no,50.6,1.2654,0.3324,1.2654,0.3324,4
11.75,8.065,144.48,0.0034,0.0374,no,50.6,1.2404,0.3259,1.2404,0.3259,4
9.74,7.06,128.645,0.0036,0.0409,no,50.6,1.3263,0.3484,1.3263,0.3484,3
13.24,8.81,155.1,0.0042,0.0372,no,50.6,1.5389,0.4043,1.5389,0.4043,3
18.99,11.55,196.915,0.0041,0.034,no,50.6,1.6462,0.4325,1.6462,0.4325,2
24.95,14.37,232.24,0.0038,0.0445,no,50.6,1.3871,0.3644,1.3871,0.3644,3
12.54,11.97,220.5,0.0177,0.003,no,50.6,6.7273,1.7104,3.6757,0.5296,2
9.73,9.73,216.3,0.0103,0.0035,no,50.6,2.8563,0.7262,1.8119,0.3827,2
9.73,9.73,216.3,0.0177,0.0032,no,50.6,6.6399,1.6882,3.605,0.5029,2
14.53,14.02,239.3,0.0124,0.0027,no,50.6,4.4325,1.127,2.5752,0.4611,2
11.76,11.15,244.26,0.0144,0.0028,no,50.6,5.0979,1.2961,2.9234,0.505,3
14.53,14.02,239.3,0.0129,0.003,no,50.6,4.508,1.1461,2.5809,0.4437,2
13.52,12.56,265.65,0.0154,0.003,no,50.6,5.0748,1.2903,2.933,0.5179,2
10.63,9.94,188.71,0.0106,0.0029,no,50.6,3.286,0.8355,2.0199,0.4067,2
13.69,13.33,268.62,0.0104,0.0044,no,50.6,3.325,0.8454,1.9647,0.3663,2
12.54,11.97,220.5,0.0057,0.0021,no,50.6,2.2873,0.5815,1.5176,0.338,3
9.73,9.73,216.3,0.0049,0.0022,no,50.6,2.2282,0.5665,1.4071,0.2953,3
11.91,11.91,236.73,0.0067,0.002,no,50.6,2.8013,0.7122,1.7648,0.3692,3
10.57,9.88,203.38,0.0057,0.002,no,50.6,2.2762,0.5787,1.4917,0.3279,3
9.73,9.73,216.3,0.0059,0.0017,no,50.6,2.8656,0.7286,1.7945,0.3721,3
14.53,14.02,239.3,0.0059,0.002,no,50.6,2.2815,0.5801,1.5275,0.3433,3
7.76,6.07,148.54,0.0038,0.0299,no,50.6,1.3485,0.3543,1.3485,0.3543,3
11.75,8.065,144.48,0.0041,0.0267,no,50.6,1.4694,0.386,1.4694,0.386,3
9.74,7.06,128.645,0.0036,0.0292,no,50.6,1.3299,0.3494,1.3299,0.3494,3
13.8,9.085,148.135,0.0036,0.027,no,50.6,1.3148,0.3454,1.3148,0.3454,3
15.86,10.12,160.655,0.004,0.0292,no,50.6,1.4981,0.3936,1.4981,0.3936,2
13.52,8.81,164.35,0.0032,0.0262,no,50.6,1.3012,0.3418,1.3012,0.3418,2
18.99,11.55,196.915,0.0036,0.0288,no,50.6,1.3986,0.3674,1.3986,0.3674,2
25.24,14.37,236.79,0.0038,0.0285,no,50.6,1.4408,0.3785,1.4408,0.3785,3
13.69,9.195,188.185,0.0032,0.0277,no,50.6,1.2046,0.3165,1.2046,0.3165,4
10.63,7.5,148.23,0.0035,0.0328,no,50.6,1.3435,0.3529,1.3435,0.3529,2
13.52,8.81,186.7,0.0106,0.1018,no,50.6,0.3271,0.0859,0.3271,0.0859,1
19.47,11.55,222.435,0.0084,0.0855,no,50.6,0.3436,0.0903,0.3436,0.0903,1
25.51,14.37,262.175,0.0105,0.11,no,50.6,0.3199,0.0841,0.3199,0.0841,1
7.76,6.07,148.54,0.0114,0.1175,no,50.6,0.3271,0.0859,0.3271,0.0859,1
9.74,7.06,150.995,0.0113,0.0953,no,50.6,0.3615,0.095,0.3615,0.095,1
11.75,8.065,166.83,0.0085,0.0923,no,50.6,0.3564,0.0936,0.3564,0.0936,1
13.8,9.085,170.485,0.0116,0.105,no,50.6,0.3264,0.0857,0.3264,0.0857,1
15.86,10.12,183.005,0.0102,0.1149,no,50.6,0.3643,0.0957,0.3643,0.0957,1
12.54,11.97,220.5,0.0057,0.002,no,50.6,2.1834,0.5551,1.4523,0.3243,2
9.73,9.73,216.3,0.0061,0.0023,no,50.6,2.6073,0.6629,1.6472,0.3459,2
11.91,11.91,236.73,0.0062,0.0022,no,50.6,2.258,0.5741,1.4801,0.3254,2
10.57,9.88,203.38,0.0062,0.0028,no,50.6,2.6868,0.6831,1.6603,0.3372,2
9.73,9.73,216.3,0.0056,0.0024,no,50.6,2.3352,0.5937,1.4956,0.3199,2
14.53,14.02,239.3,0.0052,0.0028,no,50.6,2.3516,0.5979,1.4813,0.3098,2
7.76,6.07,148.54,0.0035,0.0346,no,50.6,1.2425,0.3264,1.2425,0.3264,3
11.75,8.065,166.83,0.0037,0.0349,no,50.6,1.317,0.346,1.317,0.346,2
9.74,7.06,150.995,0.0037,0.0371,no,50.6,1.2991,0.3413,1.2991,0.3413,2
13.8,9.085,170.485,0.0037,0.0352,no,50.6,1.2969,0.3407,1.2969,0.3407,2
15.86,10.12,183.005,0.0039,0.0354,no,50.6,1.3907,0.3654,1.3907,0.3654,2
13.52,8.81,186.7,0.0039,0.0343,no,50.6,1.3871,0.3644,1.3871,0.3644,2
19.47,11.55,222.435,0.0034,0.0351,no,50.6,1.2433,0.3266,1.2433,0.3266,2
25.51,14.37,262.175,0.0036,0.0342,no,50.6,1.3134,0.345,1.3134,0.345,2
7.76,6.07,148.54,0.0047,0.0417,no,50.6,0.6876,0.1806,0.6876,0.1806,4
11.75,8.065,166.83,0.0047,0.0487,no,50.6,0.6742,0.1771,0.6742,0.1771,2
9.74,7.06,150.995,0.0044,0.0433,no,50.6,0.6497,0.1707,0.6497,0.1707,2
13.8,9.085,170.485,0.0044,0.0442,no,50.6,0.6337,0.1665,0.6337,0.1665,2
13.52,8.81,186.7,0.0043,0.0394,no,50.6,0.7164,0.1882,0.7164,0.1882,2
15.86,10.12,183.005,0.0041,0.0402,no,50.6,0.6716,0.1764,0.6716,0.1764,2
19.47,11.55,222.435,0.004,0.0418,no,50.6,0.6427,0.1689,0.6427,0.1689,2
25.51,14.37,262.175,0.005,0.0429,no,50.6,0.7426,0.1951,0.7426,0.1951,2
15.43,9.965,187.52,0.009,0.1214,no,50.6,1.4565,0.3827,1.4565,0.3827,2
