@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R18,48,60,162-163,171,233,250,255,262,273-274'

@attribute orgavgpol_pHdependentMax numeric
@attribute orgavgpolArithAvg numeric
@attribute orgASA+ArithAvg numeric
@attribute inorg-water-moleratio numeric
@attribute org-water-moleratio numeric
@attribute Br {yes,no}
@attribute EAMin numeric
@attribute IonizationMaxWeighted numeric
@attribute AtomicRadiusMaxWeighted numeric
@attribute IonizationMeanWeighted numeric
@attribute AtomicRadiusGeomWeighted numeric
@attribute outcome {1,2,3,4}

@data
14.37,13.71,200.28,0.0018,0.0164,no,28.9,0.1451,0.0341,0.1451,0.0341,2
9.73,9.73,216.3,0.0018,0.0172,no,28.9,0.5817,0.1367,0.5817,0.1367,3
9.73,9.73,216.3,0.0054,0.0198,no,28.9,1.7341,0.4075,1.7341,0.4075,3
9.73,9.73,216.3,0.0018,0.0181,no,28.9,0.5905,0.1387,0.5905,0.1387,3
9.73,9.73,216.3,0.0018,0.02,no,28.9,0.5909,0.1389,0.5909,0.1389,3
11.76,11.15,244.26,0.0018,0.0157,no,28.9,0.5685,0.1336,0.5685,0.1336,4
11.76,11.15,244.26,0.0018,0.0163,no,28.9,0.5903,0.1387,0.5903,0.1387,4
15.81,15.28,259.02,0.0018,0.0162,no,28.9,0.5909,0.1389,0.5909,0.1389,4
12.54,11.97,220.5,0.0017,0.016,no,28.9,0.5726,0.1345,0.5726,0.1345,4
18.99,18.04,330.78,0.0018,0.016,no,28.9,0.5905,0.1387,0.5905,0.1387,4
11.76,11.15,244.26,0.0005,0.004,no,28.9,0.1598,0.0375,0.1598,0.0375,1
11.76,11.15,244.26,0.0005,0.0061,no,28.9,0.1544,0.0363,0.1544,0.0363,2
15.81,15.28,259.02,0.0005,0.0042,no,28.9,0.1476,0.0347,0.1476,0.0347,3
12.54,11.97,220.5,0.0004,0.0041,no,28.9,0.1399,0.0329,0.1399,0.0329,4
18.99,18.04,330.78,0.0005,0.004,no,28.9,0.1464,0.0344,0.1464,0.0344,4
11.76,11.15,244.26,0.0019,0.0163,no,28.9,0.5957,0.14,0.5957,0.14,3
11.76,11.15,244.26,0.0089,0.0162,no,28.9,2.8608,0.6722,2.8608,0.6722,3
16.3,15.28,261.51,0.0018,0.0163,no,28.9,0.5672,0.1333,0.5672,0.1333,3
12.54,11.97,220.5,0.0018,0.0164,no,28.9,0.5717,0.1343,0.5717,0.1343,3
19.47,18.04,337.12,0.0018,0.0161,no,28.9,0.5758,0.1353,0.5758,0.1353,4
11.76,11.15,244.26,0.0005,0.0041,no,28.9,0.1532,0.036,0.1532,0.036,3
11.76,11.15,244.26,0.0004,0.0041,no,28.9,0.1353,0.0318,0.1353,0.0318,3
16.3,15.28,261.51,0.0005,0.0041,no,28.9,0.1473,0.0346,0.1473,0.0346,3
12.54,11.97,220.5,0.0005,0.0041,no,28.9,0.1593,0.0374,0.1593,0.0374,3
19.47,18.04,337.12,0.0004,0.0041,no,28.9,0.1408,0.0331,0.1408,0.0331,3
14.53,14.02,239.3,0.0151,0.0036,no,50.6,3.7883,0.4147,2.2238,0.268,3
14.51,13.88,222.38,0.016,0.003,no,50.6,4.0452,0.4428,2.3643,0.2819,3
13.52,12.56,265.65,0.0152,0.0031,no,50.6,3.8162,0.4177,2.2466,0.2725,3
12.17,11.87,287.07,0.0153,0.0032,no,50.6,3.8519,0.4216,2.2644,0.2738,3
13.69,13.33,268.62,0.0158,0.0045,no,50.6,4.0452,0.4428,2.345,0.2739,3
9.47,9.47,132.96,0.015,0.0021,no,50.6,3.8196,0.4181,2.2485,0.2728,3
7.76,7.08,189.33,0.0149,0.0035,no,50.6,3.8154,0.4176,2.2296,0.2658,3
10.63,9.94,188.71,0.0152,0.003,no,50.6,3.8044,0.4164,2.2356,0.2701,3
13.36,12.65,211.8,0.015,0.0034,no,50.6,3.7916,0.415,2.2252,0.268,4
9.73,9.73,216.3,0.0149,0.0035,no,50.6,3.7713,0.4128,2.2182,0.2686,4
15.63,15.1,277.8,0.0153,0.0023,no,50.6,3.9061,0.4276,2.2816,0.2717,3
14.37,13.71,200.28,0.0155,0.0031,no,50.6,3.9604,0.4335,2.305,0.272,3
9.73,9.73,216.3,0.0153,0.0032,no,50.6,3.8781,0.4245,2.2652,0.2697,3
11.91,11.91,236.73,0.0149,0.0029,no,50.6,3.7416,0.4095,2.1991,0.2658,3
16.3,15.28,261.51,0.015,0.0039,no,50.6,3.7781,0.4135,2.2259,0.2705,3
26.21,24.87,358.69,0.0148,0.003,no,50.6,3.8162,0.4177,2.2444,0.2717,3
19,17.76,309.3,0.0149,0.0031,no,50.6,3.8671,0.4233,2.2605,0.2697,3
15.34,14.26,196.83,0.0149,0.0034,no,50.6,3.762,0.4118,2.2056,0.265,3
19.47,18.04,337.12,0.015,0.0029,no,50.6,3.7916,0.415,2.2231,0.2671,3
14.53,14.02,239.3,0.0332,0.0031,no,50.6,9.4448,1.0338,5.0939,0.4492,4
14.51,13.88,222.38,0.0335,0.0038,no,50.6,9.5686,1.0474,5.1262,0.4338,4
13.52,12.56,265.65,0.0328,0.0032,no,50.6,9.4702,1.0366,5.0677,0.4256,3
12.17,11.87,287.07,0.032,0.0032,no,50.6,9.1412,1.0006,4.8914,0.4107,1
13.69,13.33,268.62,0.032,0.0047,no,50.6,9.0818,0.9941,4.8761,0.4185,3
9.47,9.47,132.96,0.0367,0.0024,no,50.6,10.6617,1.167,5.6739,0.4586,1
7.76,7.08,189.33,0.0326,0.0035,no,50.6,9.3447,1.0229,5.0121,0.4273,3
10.63,9.94,188.71,0.0324,0.003,no,50.6,9.3896,1.0278,5.033,0.4273,3
13.36,12.65,211.8,0.033,0.0035,no,50.6,9.5822,1.0488,5.1138,0.4217,3
9.73,9.73,216.3,0.033,0.0035,no,50.6,9.4354,1.0328,5.0498,0.4245,4
15.63,15.1,277.8,0.0325,0.0018,no,50.6,9.3031,1.0183,4.9783,0.4181,4
14.37,13.71,200.28,0.0343,0.0038,no,50.6,9.8128,1.0741,5.2523,0.4418,3
9.73,9.73,216.3,0.0323,0.0029,no,50.6,9.4142,1.0305,5.0418,0.4257,3
11.75,11.07,225.91,0.0332,0.0032,no,50.6,9.5355,1.0437,5.0998,0.4267,4
16.3,15.28,261.51,0.0341,0.0033,no,50.6,9.84,1.0771,5.2499,0.4321,4
26.21,24.87,358.69,0.0323,0.003,no,50.6,9.4261,1.0318,5.0379,0.4196,3
19,17.76,309.3,0.0347,0.003,no,50.6,10.2971,1.1271,5.4731,0.4384,4
15.34,14.26,196.83,0.0339,0.0033,no,50.6,9.7594,1.0682,5.2187,0.4362,3
19.47,18.04,337.12,0.0329,0.0041,no,50.6,9.3922,1.0281,5.0268,0.4227,4
13.52,12.56,265.65,0.0281,0.041,no,50.6,7.5519,0.8266,4.2132,0.4358,3
13.52,12.56,265.65,0.0314,0.0029,no,50.6,8.8698,0.9709,4.7832,0.4215,1
13.36,12.65,211.8,0.0272,0.003,no,50.6,7.4561,0.8161,4.1588,0.4298,3
13.36,12.65,211.8,0.0294,0.003,no,50.6,8.3203,0.9107,4.5002,0.4034,4
26.21,24.87,358.69,0.0275,0.0031,no,50.6,7.473,0.818,4.1807,0.4369,4
26.21,24.87,358.69,0.027,0.0033,no,50.6,7.5451,0.8259,4.0971,0.3753,3
15.34,14.26,196.83,0.0292,0.003,no,50.6,8.0082,0.8766,4.4522,0.4543,1
15.34,14.26,196.83,0.0266,0.003,no,50.6,7.4128,0.8114,4.047,0.3811,3
19.47,18.04,337.12,0.0276,0.0028,no,50.6,7.6537,0.8378,4.2667,0.44,4
19.47,18.04,337.12,0.0264,0.0032,no,50.6,7.5341,0.8247,4.094,0.3764,4
13.52,12.56,265.65,0.0265,0.0034,no,50.6,7.473,0.818,4.0347,0.358,4
13.52,12.56,265.65,0.0262,0.0034,no,50.6,7.6003,0.8319,4.0275,0.3153,4
13.36,12.65,211.8,0.0271,0.0035,no,50.6,7.49,0.8198,4.1037,0.3931,4
13.36,12.65,211.8,0.0266,0.0033,no,50.6,7.6791,0.8405,4.0755,0.3228,4
26.21,24.87,358.69,0.027,0.0031,no,50.6,7.6232,0.8344,4.1087,0.3609,3
26.21,24.87,358.69,0.026,0.0031,no,50.6,7.7139,0.8443,4.0804,0.3148,3
15.34,14.26,196.83,0.0066,0.003,no,50.6,1.2246,0.1599,0.9166,0.1464,3
15.34,14.26,196.83,0.0062,0.0032,no,50.6,1.3128,0.1437,0.8875,0.1321,3
19.47,18.04,337.12,0.0077,0.0038,no,50.6,1.5994,0.1751,1.0989,0.1659,3
19.47,18.04,337.12,0.0064,0.0032,no,50.6,1.3348,0.1461,0.91,0.1365,4
13.52,12.56,265.65,0.0208,0.0032,no,50.6,5.6947,0.6233,3.1898,0.3349,4
13.52,12.56,265.65,0.0269,0.0033,no,50.6,7.5511,0.8265,4.0871,0.3679,4
13.52,12.56,265.65,0.0352,0.0034,no,50.6,10.3361,1.1314,5.493,0.4395,4
13.36,12.65,211.8,0.0209,0.003,no,50.6,5.6345,0.6167,3.1578,0.3322,4
13.36,12.65,211.8,0.0269,0.0034,no,50.6,7.5562,0.8271,4.1144,0.3823,4
13.36,12.65,211.8,0.0335,0.0037,no,50.6,9.7467,1.0669,5.1891,0.4207,4
26.21,24.87,358.69,0.0208,0.003,no,50.6,5.6167,0.6148,3.1311,0.3229,4
26.21,24.87,358.69,0.0262,0.0029,no,50.6,7.479,0.8186,4.0644,0.3739,4
26.21,24.87,358.69,0.0316,0.0029,no,50.6,9.3455,1.0229,4.9988,0.4186,3
19.47,18.04,337.12,0.0208,0.0033,no,50.6,5.6743,0.6211,3.1568,0.323,4
19.47,18.04,337.12,0.0265,0.0031,no,50.6,7.4815,0.8189,4.0638,0.3728,4
19.47,18.04,337.12,0.0377,0.0033,no,50.6,10.9526,1.1989,5.801,0.4522,4
15.34,14.26,196.83,0.0213,0.0031,no,50.6,5.8278,0.6379,3.2467,0.334,4
15.34,14.26,196.83,0.0282,0.0031,no,50.6,7.9819,0.8737,4.3164,0.3866,4
15.34,14.26,196.83,0.0327,0.0031,no,50.6,9.3795,1.0267,5.0094,0.4153,4
13.36,12.65,211.8,0.0247,0.0032,no,50.6,7.3611,0.8057,3.8364,0.2568,1
13.36,12.65,211.8,0.0279,0.0032,no,50.6,7.4493,0.8154,4.2438,0.4716,4
13.36,12.65,211.8,0.0306,0.0031,no,50.6,7.8106,0.8549,4.5633,0.5437,4
19.47,18.04,337.12,0.0245,0.0029,no,50.6,7.5282,0.824,3.9558,0.2881,4
19.47,18.04,337.12,0.0294,0.0036,no,50.6,8.015,0.8773,4.528,0.4898,4
19.47,18.04,337.12,0.0292,0.0036,no,50.6,7.4841,0.8192,4.4114,0.5368,3
26.09,24.87,351.09,0.0246,0.0022,no,50.6,7.4188,0.812,3.8671,0.2594,1
26.09,24.87,351.09,0.0289,0.0033,no,50.6,7.6571,0.8381,4.3193,0.4649,3
26.09,24.87,351.09,0.0297,0.0028,no,50.6,7.7783,0.8514,4.5452,0.5417,3
13.52,12.56,265.65,0.0476,0.003,no,50.6,16.7024,1.8282,8.5326,0.4174,1
13.52,12.56,265.65,0.0287,0.0034,no,50.6,7.6206,0.8341,4.2916,0.4593,3
13.52,12.56,265.65,0.0295,0.0033,no,50.6,7.4629,0.8169,4.4197,0.5435,4
15.34,14.26,196.83,0.0293,0.0031,no,50.6,8.7765,0.9607,4.5502,0.2859,1
15.34,14.26,196.83,0.028,0.003,no,50.6,7.5078,0.8218,4.2438,0.4599,3
15.34,14.26,196.83,0.031,0.0032,no,50.6,7.7478,0.8481,4.5708,0.5573,3
13.52,12.56,265.65,0.0271,0.003,no,50.6,7.5858,0.8303,4.1274,0.382,4
13.52,12.56,265.65,0.0282,0.0033,no,50.6,8.0243,0.8783,4.3388,0.3883,4
19.47,18.04,337.12,0.0264,0.003,no,50.6,7.4535,0.8158,4.0647,0.3806,4
19.47,18.04,337.12,0.0274,0.0035,no,50.6,7.7843,0.8521,4.2194,0.3828,4
26.21,24.87,358.69,0.0286,0.0032,no,50.6,8.2159,0.8993,4.4363,0.3939,3
26.21,24.87,358.69,0.0275,0.0029,no,50.6,7.7003,0.8429,4.1779,0.381,4
15.34,14.26,196.83,0.0298,0.0035,no,50.6,8.4432,0.9242,4.5643,0.4079,1
15.34,14.26,196.83,0.026,0.0032,no,50.6,7.5562,0.8271,4.1091,0.3793,1
13.52,12.56,265.65,0.0276,0.0032,no,50.6,7.7682,0.8503,4.2071,0.3799,3
13.52,12.56,265.65,0.0269,0.0031,no,50.6,7.7275,0.8458,4.1899,0.3807,3
19.47,18.04,337.12,0.0263,0.0029,no,50.6,7.5706,0.8287,4.1061,0.3738,4
19.47,18.04,337.12,0.0265,0.0029,no,50.6,7.702,0.843,4.1895,0.3872,4
26.21,24.87,358.69,0.0273,0.0032,no,50.6,7.6087,0.8328,4.1506,0.3892,3
26.21,24.87,358.69,0.0265,0.0029,no,50.6,7.5375,0.825,4.0965,0.3769,1
15.34,14.26,196.83,0.0255,0.003,no,50.6,7.4909,0.8199,4.0588,0.3674,1
15.34,14.26,196.83,0.0279,0.003,no,50.6,7.9191,0.8668,4.2719,0.3771,3
13.52,12.56,265.65,0.026,0.0033,no,50.6,7.4671,0.8173,4.0712,0.3808,3
19.47,18.04,337.12,0.027,0.0029,no,50.6,7.5943,0.8313,4.1241,0.3779,3
26.21,24.87,358.69,0.027,0.0031,no,50.6,7.5994,0.8318,4.132,0.3811,3
15.34,14.26,196.83,0.0268,0.0032,no,50.6,7.4764,0.8184,4.0705,0.378,1
13.52,12.56,265.65,0.0321,0.0032,no,50.6,9.5041,1.0403,5.0868,0.4277,3
19.47,18.04,337.12,0.0331,0.0031,no,50.6,9.4863,1.0384,5.0741,0.4249,4
26.21,24.87,358.69,0.0374,0.0036,no,50.6,10.8017,1.1823,5.7278,0.4507,3
15.34,14.26,196.83,0.0324,0.003,no,50.6,9.4202,1.0311,5.0459,0.4265,1
10.63,9.94,188.71,0.0272,0.0028,no,50.6,7.5443,0.8258,4.1138,0.385,3
16.3,15.28,261.51,0.0302,0.0038,no,50.6,8.5798,0.9391,4.6305,0.4099,4
13.69,13.33,268.62,0.0268,0.0043,no,50.6,7.7826,0.8519,4.2191,0.383,3
14.53,14.02,239.3,0.0328,0.003,no,50.6,9.4176,1.0308,5.0374,0.4219,4
15.43,14.87,267.29,0.033,0.0029,no,50.6,9.5211,1.0422,5.1067,0.4354,3
11.76,11.15,244.26,0.0316,0.0029,no,50.6,9.4414,1.0334,5.0519,0.4241,4
9.73,9.73,216.3,0.0328,0.0037,no,50.6,9.5601,1.0464,5.107,0.424,4
13.52,12.56,265.65,0.018,0.002,no,50.6,7.4985,0.8208,4.0912,0.384,4
19.47,18.04,337.12,0.0178,0.0025,no,50.6,7.7419,0.8474,4.1944,0.3795,4
26.21,24.87,358.69,0.0183,0.002,no,50.6,7.6723,0.8398,4.1728,0.3854,3
15.34,14.26,196.83,0.0192,0.0022,no,50.6,7.5714,0.8288,4.3195,0.4821,3
11.76,11.15,244.26,0.0331,0.0031,no,50.6,9.3871,1.0275,5.0403,0.4327,4
11.76,11.15,244.26,0.0309,0.0035,no,50.6,9.5389,1.0441,5.0972,0.424,4
15.63,15.1,277.8,0.0265,0.0029,no,50.6,7.6003,0.8319,4.121,0.3745,4
12.43,11.75,193.85,0.0263,0.0055,no,50.6,7.4917,0.82,4.0787,0.3787,3
12.17,11.87,287.07,0.027,0.0031,no,50.6,7.7444,0.8477,4.2043,0.3846,3
9.47,9.47,132.96,0.0275,0.0029,no,50.6,7.7877,0.8524,4.2192,0.3817,4
13.52,12.56,265.65,0.027,0.0034,no,50.6,7.6028,0.8322,4.1316,0.38,4
26.09,24.87,351.09,0.0277,0.0027,no,50.6,7.8793,0.8624,4.2733,0.3888,4
19.47,18.04,337.12,0.0263,0.003,no,50.6,7.6053,0.8325,4.1454,0.3872,4
15.34,14.26,196.83,0.0269,0.003,no,50.6,7.5952,0.8314,4.1302,0.3811,1
14.37,13.71,200.28,0.0279,0.0034,no,50.6,7.9446,0.8696,4.3041,0.3893,3
11.75,11.07,225.91,0.0268,0.0038,no,50.6,7.7538,0.8487,4.2073,0.3839,3
12.54,11.97,220.5,0.0279,0.0036,no,50.6,7.8072,0.8546,4.2442,0.3911,4
10.63,9.94,188.71,0.0272,0.0031,no,50.6,7.7436,0.8476,4.2094,0.3878,1
19.47,18.04,337.12,0.0331,0.0034,no,50.6,9.466,1.0361,5.0973,0.4454,3
19.47,18.04,337.12,0.0305,0.0032,no,50.6,8.7375,0.9564,4.7139,0.4164,3
19.47,18.04,337.12,0.0288,0.0036,no,50.6,8.2558,0.9037,4.472,0.4042,1
19.47,18.04,337.12,0.027,0.0035,no,50.6,7.6248,0.8346,4.1757,0.3991,3
26.09,24.87,351.09,0.0299,0.0032,no,50.6,8.5374,0.9345,4.6061,0.407,3
26.09,24.87,351.09,0.0216,0.0031,no,50.6,5.7685,0.6314,3.235,0.3411,4
14.37,13.71,200.28,0.0272,0.003,no,50.6,7.9285,0.8678,4.2989,0.3907,3
14.37,13.71,200.28,0.0217,0.0035,no,50.6,6.0212,0.6591,3.3469,0.3413,3
10.63,9.94,188.71,0.0284,0.003,no,50.6,7.9301,0.868,4.3057,0.3941,1
10.63,9.94,188.71,0.0211,0.0028,no,50.6,5.9041,0.6463,3.2935,0.3405,3
12.17,11.87,287.07,0.0276,0.0033,no,50.6,7.8267,0.8567,4.2411,0.3841,1
12.17,11.87,287.07,0.022,0.0034,no,50.6,5.9711,0.6536,3.3248,0.3413,3
9.47,9.47,132.96,0.0265,0.0021,no,50.6,7.6961,0.8424,4.1763,0.3812,3
9.47,9.47,132.96,0.0222,0.0023,no,50.6,6.2298,0.6819,3.4566,0.3499,4
15.34,14.26,196.83,0.0271,0.0031,no,50.6,7.585,0.8302,4.1464,0.3929,3
12.43,11.75,193.85,0.0268,0.0036,no,50.6,7.6825,0.8409,4.1789,0.3862,3
15.86,15.18,258.26,0.0276,0.0029,no,50.6,7.7461,0.8479,4.2259,0.3965,3
12.52,11.86,211.13,0.0292,0.0033,no,50.6,8.288,0.9072,4.4939,0.4084,4
12.52,11.86,211.13,0.0271,0.0033,no,50.6,7.585,0.8302,4.139,0.3888,4
14.37,13.71,200.28,0.0195,0.0032,no,50.6,5.8202,0.6371,3.0732,0.2336,3
14.37,13.71,200.28,0.0215,0.0028,no,50.6,6.0102,0.6579,3.3371,0.3388,3
14.37,13.71,200.28,0.0233,0.003,no,50.6,6.2315,0.6821,3.6045,0.4185,3
12.43,11.75,193.85,0.0207,0.005,no,50.6,6.0458,0.6618,3.2001,0.2482,3
12.43,11.75,193.85,0.0205,0.0028,no,50.6,5.615,0.6146,3.1505,0.3328,4
12.43,11.75,193.85,0.0233,0.0031,no,50.6,6.0169,0.6586,3.5017,0.4131,4
26.09,24.87,351.09,0.0202,0.003,no,50.6,5.9008,0.6459,3.1127,0.2347,3
26.09,24.87,351.09,0.021,0.0031,no,50.6,5.6531,0.6188,3.1669,0.3326,4
26.09,24.87,351.09,0.0209,0.0027,no,50.6,5.6701,0.6206,3.3238,0.3992,3
18.79,17.76,293.38,0.0204,0.004,no,50.6,6.1077,0.6685,3.2321,0.2503,3
18.79,17.76,293.38,0.0214,0.0029,no,50.6,5.9661,0.653,3.3145,0.3373,3
18.79,17.76,293.38,0.0232,0.0032,no,50.6,6.0415,0.6613,3.5218,0.4172,3
13.52,12.56,265.65,0.0201,0.0027,no,50.6,6.1196,0.6698,3.2277,0.2431,3
13.52,12.56,265.65,0.0211,0.0035,no,50.6,5.6608,0.6196,3.184,0.3393,4
13.52,12.56,265.65,0.0231,0.003,no,50.6,5.8643,0.6419,3.4363,0.4124,3
9.47,9.47,132.96,0.0216,0.0032,no,50.6,5.9296,0.649,3.3059,0.3411,4
9.47,9.47,132.96,0.0266,0.0029,no,50.6,7.5434,0.8257,4.1144,0.3856,3
9.47,9.47,132.96,0.0329,0.0029,no,50.6,9.7357,1.0656,5.1988,0.4305,3
12.43,11.75,193.85,0.0206,0.003,no,50.6,5.6362,0.6169,3.1485,0.3273,3
12.43,11.75,193.85,0.0272,0.0029,no,50.6,7.6757,0.8402,4.1801,0.3887,3
12.43,11.75,193.85,0.0327,0.003,no,50.6,9.5033,1.0402,5.0759,0.421,1
18.79,17.76,293.38,0.0226,0.0032,no,50.6,6.2654,0.6858,3.4605,0.3437,3
18.79,17.76,293.38,0.0265,0.003,no,50.6,7.4162,0.8118,4.0412,0.3769,3
18.79,17.76,293.38,0.0339,0.0029,no,50.6,9.8247,1.0754,5.2575,0.4416,3
15.34,14.26,196.83,0.0202,0.0029,no,50.6,5.609,0.614,3.1312,0.3246,1
15.34,14.26,196.83,0.0269,0.0032,no,50.6,7.6571,0.8381,4.1651,0.385,1
15.34,14.26,196.83,0.0326,0.0031,no,50.6,9.3956,1.0284,5.0272,0.4219,1
10.57,9.88,203.38,0.021,0.0033,no,50.6,5.6302,0.6163,3.1432,0.3259,3
9.73,9.73,216.3,0.021,0.0034,no,50.6,5.7066,0.6246,3.1813,0.3281,3
14.53,14.02,239.3,0.0208,0.0027,no,50.6,5.6752,0.6212,3.1699,0.3293,3
11.76,11.15,244.26,0.0212,0.0031,no,50.6,5.7549,0.6299,3.213,0.3332,3
13.52,12.56,265.65,0.0207,0.003,no,50.6,5.6921,0.623,3.1789,0.3301,3
19.47,18.04,337.12,0.0214,0.0033,no,50.6,5.8872,0.6444,3.2682,0.3315,3
13.69,13.33,268.62,0.0216,0.0048,no,50.6,5.8397,0.6392,3.258,0.337,3
13.36,12.65,211.8,0.0221,0.0038,no,50.6,6.0034,0.6571,3.3375,0.3405,3
15.43,14.87,267.29,0.0212,0.0037,no,50.6,5.972,0.6537,3.3207,0.3391,3
15.63,15.1,277.8,0.021,0.0029,no,50.6,5.7939,0.6342,3.2319,0.3341,3
19,17.76,309.3,0.0213,0.0031,no,50.6,5.994,0.6561,3.324,0.3357,3
26.21,24.87,358.69,0.0206,0.0103,no,50.6,5.6675,0.6204,3.1704,0.3312,3
10.63,9.94,188.71,0.0208,0.0029,no,50.6,5.6472,0.6181,3.1476,0.3244,3
16.3,15.28,261.51,0.0218,0.003,no,50.6,5.9669,0.6531,3.3091,0.3343,2
14.51,13.88,222.38,0.021,0.0033,no,50.6,5.6531,0.6188,3.1597,0.3291,4
7.76,7.08,189.33,0.021,0.0042,no,50.6,5.6582,0.6193,3.1558,0.3261,3
9.47,9.47,132.96,0.0205,0.0022,no,50.6,5.7082,0.6248,3.1944,0.3343,3
15.86,15.18,258.26,0.0211,0.0033,no,50.6,5.7405,0.6283,3.2025,0.3312,3
12.54,11.97,220.5,0.0212,0.003,no,50.6,5.827,0.6378,3.2413,0.3314,3
12.43,11.75,193.85,0.021,0.0047,no,50.6,5.7761,0.6322,3.2164,0.3302,3
10.57,9.88,203.38,0.0207,0.0029,no,50.6,5.7235,0.6265,3.2002,0.3338,4
10.57,9.88,203.38,0.0199,0.0034,no,50.6,5.6463,0.618,3.1571,0.3293,4
10.57,9.88,203.38,0.0212,0.0031,no,50.6,5.7133,0.6254,3.1882,0.33,3
10.57,9.88,203.38,0.0214,0.0031,no,50.6,5.7634,0.6308,3.2113,0.3306,3
10.08,9.73,244.65,0.0209,0.0035,no,50.6,5.6438,0.6178,3.167,0.3347,3
9.73,9.73,216.3,0.0212,0.0036,no,50.6,5.7167,0.6257,3.1877,0.3291,3
9.73,9.73,216.3,0.0213,0.0033,no,50.6,5.6964,0.6235,3.1914,0.3353,3
9.73,9.73,216.3,0.0215,0.0033,no,50.6,6.0449,0.6617,3.3641,0.3446,3
10.57,9.88,203.38,0.0194,0.0031,no,50.6,5.6413,0.6175,2.9931,0.2365,3
10.57,9.88,203.38,0.0212,0.0032,no,50.6,5.8482,0.6401,3.2633,0.3378,4
9.73,9.73,216.3,0.0195,0.0056,no,50.6,5.7006,0.624,3.0238,0.2385,3
9.73,9.73,216.3,0.022,0.0052,no,50.6,5.9847,0.6551,3.3244,0.3381,4
10.57,9.88,203.38,0.0191,0.0035,no,50.6,5.6726,0.6209,3.034,0.2539,3
10.57,9.88,203.38,0.0211,0.0031,no,50.6,5.7523,0.6296,3.207,0.3308,3
10.08,9.73,244.65,0.0199,0.0036,no,50.6,5.7702,0.6316,3.0684,0.2466,3
10.08,9.73,244.65,0.0215,0.0036,no,50.6,5.7549,0.6299,3.2274,0.3404,3
10.57,9.88,203.38,0.02,0.0033,no,50.6,5.8745,0.643,3.103,0.2367,3
10.57,9.88,203.38,0.0211,0.0034,no,50.6,5.7057,0.6245,3.1895,0.3324,3
10.08,9.73,244.65,0.02,0.0043,no,50.6,5.8872,0.6444,3.1127,0.2393,3
10.08,9.73,244.65,0.0219,0.0039,no,50.6,5.9152,0.6475,3.2914,0.337,3
10.57,9.88,203.38,0.0197,0.0048,no,50.6,5.7837,0.6331,3.0534,0.2318,3
10.57,9.88,203.38,0.0219,0.004,no,50.6,6.0305,0.6601,3.3434,0.3374,4
10.08,9.73,244.65,0.0206,0.0041,no,50.6,5.9466,0.6509,3.152,0.2472,3
10.08,9.73,244.65,0.0192,0.0029,no,50.6,5.9635,0.6528,3.3137,0.3374,4
10.57,9.88,203.38,0.0223,0.0033,no,50.6,6.3943,0.6999,3.4425,0.3003,4
10.57,9.88,203.38,0.021,0.0031,no,50.6,5.6133,0.6144,3.151,0.3334,3
10.57,9.88,203.38,0.0223,0.0034,no,50.6,5.8753,0.6431,3.349,0.3728,3
10.57,9.88,203.38,0.0244,0.003,no,50.6,6.4706,0.7083,3.7294,0.4288,3
10.57,9.88,203.38,0.0237,0.0031,no,50.6,5.8558,0.641,3.4916,0.4357,3
10.57,9.88,203.38,0.0251,0.0042,no,50.6,6.1077,0.6685,3.7163,0.4824,4
10.57,9.88,203.38,0.0251,0.0029,no,50.6,5.6277,0.616,3.6373,0.5162,4
10.57,9.88,203.38,0.0265,0.0031,no,50.6,5.5963,0.6126,3.7825,0.5629,4
10.57,9.88,203.38,0.015,0.003,no,50.6,3.7925,0.4151,2.2307,0.2701,4
10.57,9.88,203.38,0.0208,0.0037,no,50.6,5.6302,0.6163,3.1386,0.3237,3
10.57,9.88,203.38,0.0272,0.003,no,50.6,7.6834,0.841,4.17,0.3809,4
10.57,9.88,203.38,0.0334,0.0036,no,50.6,9.5898,1.0497,5.1248,0.4266,3
10.57,9.88,203.38,0.0177,0.0033,no,50.6,3.784,0.4142,2.5353,0.3742,3
10.57,9.88,203.38,0.0242,0.0034,no,50.6,5.7023,0.6242,3.5267,0.4707,4
10.57,9.88,203.38,0.0299,0.0036,no,50.6,7.4993,0.8209,4.422,0.5385,3
10.57,9.88,203.38,0.0354,0.0029,no,50.6,9.3481,1.0232,5.3443,0.6003,4
15.63,15.1,277.8,0.0291,0.0031,no,50.6,8.6298,0.9446,4.6411,0.4023,4
15.63,15.1,277.8,0.0257,0.003,no,50.6,7.4959,0.8205,4.0805,0.3787,3
9.47,9.47,132.96,0.0282,0.0025,no,50.6,7.8996,0.8647,4.2853,0.3904,3
9.47,9.47,132.96,0.0267,0.002,no,50.6,7.5629,0.8278,4.1098,0.3779,3
12.52,11.86,211.13,0.027,0.0032,no,50.6,7.5256,0.8237,4.0903,0.3765,3
12.52,11.86,211.13,0.0255,0.003,no,50.6,7.5205,0.8232,4.0939,0.3799,3
12.52,11.86,211.13,0.0271,0.004,no,50.6,7.5841,0.8301,4.1209,0.3787,3
12.52,11.86,211.13,0.0282,0.0032,no,50.6,7.8632,0.8607,4.273,0.3929,3
15.63,15.1,277.8,0.0329,0.0027,no,50.6,9.4083,1.0298,5.0263,0.4175,4
12.54,11.97,220.5,0.0329,0.0032,no,50.6,9.4524,1.0346,5.0497,0.4194,4
